extracted_text_id,retained_source_id,candidate_id,lane_id,target_mechanism_family,state,derived_region,readiness_status,extraction_status,extracted_text_path,extracted_text_sha256,extracted_text_size_bytes,extracted_char_count,extraction_method,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness
TXT378-585b6c0d656a13a69ab2,RS556-efe63c962e406b1b8801,TS4L-061275e55166380a5524,lane_1,non_safety_constraint_signal,NY,Northeast,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-585b6c0d656a13a69ab2.txt,9914366111be80c4c3191f8d59611662eaa71652580df76f23f843e1029f8a5f,274202,273544,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-fe15096791933169822d,RS556-f37e655d663470bb4938,TS4L-c7b2fff2356470d61f7b,lane_1,non_safety_constraint_signal,FL,South,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-fe15096791933169822d.txt,954424911b924e560842db99ccae79c3935ce40df0170035a72fc6c5729c09bc,168910,168230,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-9a6c7203680f43d50efe,RS556-f4bf6cb1c9b5297bb544,TS4L-8aa7fe920c90c171f6c4,lane_1,non_safety_constraint_signal,PA,Northeast,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-9a6c7203680f43d50efe.txt,3cd188ba08d6f2021af89f1cc9e29c059bab82635786a60c4c1f2cbc11a188ed,63962,63841,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-8902029d8ef8a2b3c5e6,RS556-f4f688a5a4f753ec9679,TS4L-f64992999c70bd8bf23c,lane_1,non_safety_constraint_signal,TX,South,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-8902029d8ef8a2b3c5e6.txt,6e2c95c6fbe818d6e0dc56f75dbf20540476aa30bb449a86fb6f5517a2383307,199922,198278,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-d128d7c5eb49e3fb9d4e,RS556-fb0b3a65dcb158dac287,TS4L-c316c2bc49da98c2c91f,lane_1,non_safety_constraint_signal,OH,Midwest,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-d128d7c5eb49e3fb9d4e.txt,b403eff5eeb80c86b389ae87353d12a622130db33938a2ea199258dc3a2ea0f5,164707,164323,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-fdceae202142ad2a3d05,RS556-fcfc118a958a15d7273b,TS4L-b51db7dd9dc83c620dc4,lane_1,non_safety_constraint_signal,CA,West,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-fdceae202142ad2a3d05.txt,9e4a0174e3b87fa409d0650ed4f4cac9cd745a15c9d3d2b98138f8b997372a5f,57432,57430,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-d3854aa3638478ca544c,RS556-ff25607a2538788da5a5,TS4L-beb917d84ead6976356d,lane_1,non_safety_constraint_signal,WI,Midwest,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-d3854aa3638478ca544c.txt,a245c3c8968650941b931b7ac872504280a63ebc66e927e406ceceea2cfaa3bb,7573,7547,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-b4a397e7fb74430e4277,RS556-03448d3461bd9485384d,TS4L-3cf16f6fd1fb9aeeb02d,lane_2,strike_or_no_strike_constraint,OH,Midwest,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-b4a397e7fb74430e4277.txt,e49c30916fc86cf686521c7ec849691db83864b5b4dabdc35e1dbd2a05e186b7,3712,3704,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-667b1075961ce19de3ec,RS556-07e4bcb36aaa07ac2638,TS4L-522da8adaa9096e6c603,lane_2,strike_or_no_strike_constraint,NJ,Northeast,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-667b1075961ce19de3ec.txt,680915c4d8da84ed04f32a89cb2f6d54f6251302a7995cbf896f0fcbe19ed767,11250,11213,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-af7137adb82a925f1d54,RS556-0ad9c12c0e9ef7444d05,TS4L-11ddad3bce7c4878ddf5,lane_2,strike_or_no_strike_constraint,OH,Midwest,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-af7137adb82a925f1d54.txt,4699661754d13fc13ff43630ec6b3297d0e509d580a63a1d2569dd9c302fb605,161295,161272,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-7e1d705283b46512ccda,RS556-0e8ce358e26158fea498,TS4L-4207c829bf7c304d5022,lane_2,strike_or_no_strike_constraint,TX,South,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-7e1d705283b46512ccda.txt,3a643a8fa5ceb2d8afbba87f7a2ccd1f639174383cfff3133fab455f0bda0594,1098,1078,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-611bedb2c0c5c8b05e8a,RS556-11d8c03e2d61eafa719c,TS4L-afa05c440788c7a436b5,lane_2,strike_or_no_strike_constraint,PA,Northeast,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-611bedb2c0c5c8b05e8a.txt,1d1e14fbbbca371a39a4e4d40d17882a7043ab65bc44f025f0380a18f08b1a6c,43782,43159,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-132924bb7b31a41448f7,RS556-18aac014014a525fba15,TS4L-c5eb7a83c877ae3b978e,lane_2,strike_or_no_strike_constraint,NJ,Northeast,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-132924bb7b31a41448f7.txt,8c27abbc62f7a69485533fc03db07594c2d73f40da8add94e6b64cc2f5534571,91080,90727,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-f37d92a52afe2d8a53ea,RS556-1bb6bd2d0997a0ffa290,TS4L-8fd111d3d86df418c258,lane_2,strike_or_no_strike_constraint,AZ,West,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-f37d92a52afe2d8a53ea.txt,cf205d167b74fa82af9b8121ad852a88d68afbe96b2ea2ea3ed3cbbd3258c0a3,34184,33490,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-96d27a051bed11c24187,RS556-215c19ad827b6733ab6c,TS4L-6457e802212d6d965f42,lane_2,strike_or_no_strike_constraint,IL,Midwest,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-96d27a051bed11c24187.txt,d9333fe8caf10ddbaab13b12e1bc146362041dedbf8827adda2d6af1f189a83e,102540,102350,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-a594a03febb82da23f7b,RS556-219343f790452966e6ec,TS4L-d7f92861fb5121e236d8,lane_2,strike_or_no_strike_constraint,PA,Northeast,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-a594a03febb82da23f7b.txt,1320e351485ea278ff6b16232bae7256e0225546b5265cf6603ccb8d10e8b54e,57316,56028,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-4347f5aca7bcfb44f93d,RS556-26bb04ddafe19af24ee5,TS4L-6edb8d6c837151de7ee7,lane_2,strike_or_no_strike_constraint,MI,Midwest,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-4347f5aca7bcfb44f93d.txt,bf84b55c76a96360db22eb8336f21d5b5a2a50b3246c0aac7b0a4059fe54d388,133698,133648,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-b60adcbe8914eb295372,RS556-2ec2e53a8d0226a0b826,TS4L-68d9967c322bec0b3847,lane_2,strike_or_no_strike_constraint,MI,Midwest,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-b60adcbe8914eb295372.txt,8365ecaac6ce660f7f02c408f1d31355629747f9c5104ed86f606507902e1297,31443,31206,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-0647a7e28134d038446e,RS556-30164074ba0e0324e1a0,TS4L-8a3b59885450dedb34d1,lane_2,strike_or_no_strike_constraint,IL,Midwest,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-0647a7e28134d038446e.txt,6dedfba5dee223e02b32ec3c17674be0dad0c008c8c78f5df2f4585c8f69aece,2375,2369,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-4fd16bf174ccc04b30cd,RS556-32d018c840478c551ec7,TS4L-d8ac274f1b6376578d3f,lane_2,strike_or_no_strike_constraint,OH,Midwest,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-4fd16bf174ccc04b30cd.txt,09dc27f37f27c9ac36a40bf24c112efa4ff6311deeca55d9645f0fb33c0d8f74,3297,3295,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-ebde70775abdf182d7d8,RS556-338dd3eaa9bba61f6fa1,TS4L-ca61ab81e2c619cd71cc,lane_2,strike_or_no_strike_constraint,PA,Northeast,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-ebde70775abdf182d7d8.txt,0aba27a75ec6c973b810e273b954adc4714a98ebc538e5f08d80cb755f321c68,44648,44460,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-fa1a58996a646a515b3d,RS556-3571125b6cfceaafccf7,TS4L-d1d315c16e317be1178b,lane_2,strike_or_no_strike_constraint,PA,Northeast,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-fa1a58996a646a515b3d.txt,012fe2a4e9feb0d8c44802f596ef41902e27b4d0111c6fecf27487dbb2bd5093,6578,6545,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-3506594b7cfb34f121d7,RS556-35c3b744ab047447fbdc,TS4L-3a971fb93837705eb027,lane_2,strike_or_no_strike_constraint,PA,Northeast,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-3506594b7cfb34f121d7.txt,83f0f7e77ad447875d72b5041e87b97fbdbae44eaab1c47f20e80bb62ce55991,9731,9635,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-a05ec178c10b5b7857fd,RS556-36eaa2416e765b1640da,TS4L-3a9e3d6a07ff0bc230b0,lane_2,strike_or_no_strike_constraint,NJ,Northeast,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-a05ec178c10b5b7857fd.txt,38c85c71c3d64d302fa8777efb8eed2d4b7ea50bdbc69f17bc85d49dd06d13ef,55812,55765,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-0be42c30daae73fe0f60,RS556-37667299f14eaf264ae9,TS4L-0c6ddde88e4816eecb2e,lane_2,strike_or_no_strike_constraint,NJ,Northeast,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-0be42c30daae73fe0f60.txt,33d9c947fffe5702ae3085f12b97e838b7b122ba6473d90077549a89d903f0d9,42015,41757,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-e670f728070dd45f9d57,RS556-39ed086a86c4af747b45,TS4L-f66d025da77c732069af,lane_2,strike_or_no_strike_constraint,PA,Northeast,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-e670f728070dd45f9d57.txt,5d7dab4b524ff91317e098a7c131e2b5a4ff74f69b5837da6abdb768d3958b13,19925,19776,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-f554d600affb232df33c,RS556-3bb2f6ca7717b75dac61,TS4L-13dee3ba7e4e39857528,lane_2,strike_or_no_strike_constraint,NJ,Northeast,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-f554d600affb232df33c.txt,af2c8bd1b7f184c34eee10540fe91fa8b008a3a6d9831099c8459fd18c4b8e41,7936,7890,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-88f43ac3860861eb0f7a,RS556-3c1af260b48940b1adfc,TS4L-61fa8c42d7b67e446075,lane_2,strike_or_no_strike_constraint,IL,Midwest,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-88f43ac3860861eb0f7a.txt,f9df218afafc6f5b40fba8f2e05700c8924223099ce948914ad10588753344b3,55445,55432,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-e0e0c251ed4661c2f57b,RS556-3e7a308af62b0c66e678,TS4L-3d658f09d33d25ffc2ec,lane_2,strike_or_no_strike_constraint,OH,Midwest,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-e0e0c251ed4661c2f57b.txt,6479b718f89ab1ef8b744e5cb287fffc1991440fb1def3d041659a5b1ddf324f,136097,135665,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-52d94a1a44f35df5f115,RS556-3ec7e016a8465b142104,TS4L-dbe8fa9089712456c5d5,lane_2,strike_or_no_strike_constraint,AZ,West,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-52d94a1a44f35df5f115.txt,066c722695bf1c4b93d5dff9ed0eaecbc083be37a57b6f5e764c88088e6326e0,67369,67363,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-c1f31f82b1a54ca5a2c9,RS556-4922acff87fd53d7d25d,TS4L-67d6887c63536ca592cf,lane_2,strike_or_no_strike_constraint,PA,Northeast,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-c1f31f82b1a54ca5a2c9.txt,360b130e1a5125e89f21efe562b3dbd04be119129825c3421a17d8dbf57b5305,16686,16507,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-b412961675f2bfc174eb,RS556-54200f09175c0516624c,TS4L-afa4c28d5e57ed164940,lane_2,strike_or_no_strike_constraint,MI,Midwest,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-b412961675f2bfc174eb.txt,c6771019d7a8cf1188f7c36c507963c7321a8497cefa372a8e15cae39b2f7f09,118530,117699,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-da1387e6339dc20998e4,RS556-5bc08ab30fbb01333c7b,TS4L-05b83750d671b4cfa9a3,lane_2,strike_or_no_strike_constraint,OH,Midwest,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-da1387e6339dc20998e4.txt,2cc00ab09f811f5bd0667c9b154c948de9e3ebb73cd871f6e347c2d8741c31ec,18319,18302,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-9ef7ac1bdc2d84d11a20,RS556-5e475bf160c261e0fa58,TS4L-5d340161aa6c4726f709,lane_2,strike_or_no_strike_constraint,PA,Northeast,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-9ef7ac1bdc2d84d11a20.txt,f2c01ea71bf70e4051f5a0af15f7442fd1da901da2613960de9b991b1a0a71d4,31118,30720,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-5c03d9cc6335ec5b2457,RS556-606236c213a29d0f9153,TS4L-d64f97b3ed4367347a9d,lane_2,strike_or_no_strike_constraint,RI,Northeast,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-5c03d9cc6335ec5b2457.txt,b49e5c36ce3159db657f7947205fb4c0c1d76d6501ce896be7481aa01175d140,111902,111800,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-fae1686836c72180e16e,RS556-6121e581e7bdecbaa657,TS4L-b153e89734b95d163152,lane_2,strike_or_no_strike_constraint,PA,Northeast,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-fae1686836c72180e16e.txt,e06ddbf04bb90a1d5007deaef404ebc24bd3e9fd531d51117cfb618d4e7cd2f7,8224,8156,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-78d277bd8ec390687320,RS556-63e157576c182f68d2d9,TS4L-f408fa3b539007fb3739,lane_2,strike_or_no_strike_constraint,MI,Midwest,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-78d277bd8ec390687320.txt,8fd05e135e3facbdc28b75a2a19da6e8682e55d9faf4b60117ed6e73691edcad,63695,63140,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-4dfcfae8f0edfef1745b,RS556-6652b040026ae64048d3,TS4L-5eff08dd59bd661531c5,lane_2,strike_or_no_strike_constraint,NJ,Northeast,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-4dfcfae8f0edfef1745b.txt,3858c3f41cbef55edc618c71fe702f22d74ad5ab17232d7650ff07f2bf90c894,3774,3764,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-f4b37c37d3f85692b3f9,RS556-70ec8b4011e745142973,TS4L-9d4fb416edd8335ec617,lane_2,strike_or_no_strike_constraint,IL,Midwest,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-f4b37c37d3f85692b3f9.txt,5873caf036acd6f90b622d7bf5d70721c57a5c2c3c20e78d14887aeb7603cce4,88018,87996,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-81435b4b0d8bdd6dea29,RS556-74c6f5a309669a6f880d,TS4L-13b9c9263f6aa0e67696,lane_2,strike_or_no_strike_constraint,NJ,Northeast,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-81435b4b0d8bdd6dea29.txt,44659c731fc4b123e6af8bd70112685e2bacba69df96d964c87097c3126cfae3,7460,7418,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-8784989046e10a5421b1,RS556-75a136da22d47c9be546,TS4L-76c7c936d87bc5bdb024,lane_2,strike_or_no_strike_constraint,RI,Northeast,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-8784989046e10a5421b1.txt,3cac35e023f95751bad5d83456d44a752991fbf613312de7128f147c6681c4d8,113571,113280,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-158aeccaa20c8eb40507,RS556-775ca6c88e75953b675f,TS4L-f03c1ac3d7a353ad013a,lane_2,strike_or_no_strike_constraint,PA,Northeast,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-158aeccaa20c8eb40507.txt,1423ab9459df534575ee75219b595a02b65fee328a1baad3753552b364850495,18066,17971,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-63d46aa6c8c0b6524d84,RS556-797a0153d27350f84352,TS4L-50ad524a992fcb4a3da4,lane_2,strike_or_no_strike_constraint,IL,Midwest,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-63d46aa6c8c0b6524d84.txt,b5be5cd089beae2fae10b9b2cf1b1a83298688c65ec2353e0064569de22a074b,204409,204296,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-c64bece871f835d29457,RS556-7f6974e882b3131a6584,TS4L-8ad962390e418a99fc0e,lane_2,strike_or_no_strike_constraint,NJ,Northeast,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-c64bece871f835d29457.txt,4549fe2ca574337a4d2f55ca76caa5cd018b45091ed882f92751431222de812c,48816,48696,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-5755230e315e186d93b2,RS556-81149b41c496a5cb1b88,TS4L-90392c083f32b9fbde9d,lane_2,strike_or_no_strike_constraint,NJ,Northeast,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-5755230e315e186d93b2.txt,e127ac5855cfe8886cbf9143a3369bc8e4a4d8cf8d6389819560fc00b28a3530,10693,10657,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
TXT378-be7c087d818c1ffe91bc,RS556-88fdc9d283895d7c717a,TS4L-6ea2b659933613064b0f,lane_2,strike_or_no_strike_constraint,OH,Midwest,parse_text_layer_later,extracted_ok,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-be7c087d818c1ffe91bc.txt,62f6486f676df132fcf85663f29c570f2db4877a5c8ac6a287df22b2a9bf6db9,138278,137763,pdftotext_local_non_ocr,not_rated,not_ingested,not_codified,not_causal_evidence,false
