span_extraction_id,extracted_text_id,retained_source_id,candidate_id,lane_id,priority_tier,quality_label,source_url_or_locator,source_title,municipality,state,derived_region,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,local_extracted_text_path,extracted_text_sha256,source_file_sha256,span_status,span_status_reason,span_record_count,mechanism_family,span_text,span_start_offset,span_end_offset,span_sha256,context_before,context_after,extraction_rule_id,extraction_rule_family,span_specificity,documentary_claim_support,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes
SPAN378-3625e423244881bd42e1f381,TXT378-6e00e268419b28e21db7,RS556-9467ec89024c5babae39,TS4L-2b7d774f062793ab2985,lane_2,tier_c,verification_ready_medium,https://www.whitelaketwp.com/sites/default/files/fileattachments/human_resources/page/23310/cba_ext_2022-2026_final_with_attachments.pdf,COLLECTIVE BARGAINING AGREEMENT EXTENSION — IAFF / Fire Fighters (White Lake Township) (2022-2026),White Lake charter,MI,Midwest,safety_and_non_safety_bargaining_units,Public safety (Fire/EMS),"International Association of Fire Fighters (IAFF), Local 5295 (as referenced in agreement)","January 1, 2022 through December 31, 2026",2022-01-01,2026-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-6e00e268419b28e21db7.txt,3b259cf6db5f9b80dd1c59a02650fe1114906ad8a1d04f06bef91a4996672476,efc41aaa79848270034dea4a7f63949b0df150238da730da474ede2ce259e51f,span_extracted,exact_documentary_mechanism_span_extracted,1,strike_or_no_strike_constraint,"pay, etc., will be accepted by the Clerk’s Office until 9:00 a.m. on the Monday
following the end of the payroll period.

ARTICLE XIII - NO STRIKE - NO LOCKOUT
1.

Under no circumstances will the Union cause, authorize, or permit

its members to cause, nor will any member of the bargaining unit take part in any
strike, sit-down, stay-in, slow-down, or any violation of any State Law. In the
event of a work stoppage or other curtailment, the Union shall immediately
instruct the involved Employees in writing that their conduct is in violation of the
contract and all such persons shall immediately cease the offending conduct.
2.

Any Employee who violates",29352,30011,2a41050c6a741844fcc5e1a51ee8d95cef787825f0e7757cbf41659809e564d6,"
Payroll checks to be issued on the Wednesday immediately following the end of
the payroll period. Pay vouchers for the pay period, including overtime, holiday
"," this Section will be subject to discharge

by the Employer.

25

ARTICLE XIV - WORK SCHEDULE
A work schedule showing the Employee’s shifts, work days and hours",STRIKE_LOCKOUT,lockout_restriction,high,strong,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SPAN378-7e8e052172029ee4ee8289ca,TXT378-f5124f3e4ad90fe23a65,RS556-9dd0c6138e1af1b2a201,TS4L-08c341a03fdc41c49e69,lane_2,tier_c,verification_ready_low,https://www.danversma.gov/DocumentCenter/View/396/Police-Department---Contract-PDF,"Police Department - Contract (Danvers, MA) (PDF)",Danvers,MA,Northeast,safety_and_non_safety_bargaining_units,Police,Police Department bargaining unit (Danvers),Not stated in lead listing (source appears to be a multi-year/continuing fiscal-year contract; target window inferred),2014,2024,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-f5124f3e4ad90fe23a65.txt,807891d72b1fc4ce22659c96adc9771056327d1946b4fbd8205bc70a9dd48a6b,208ec38bb84300bfe309ef03f1461d59615dccef80fb6b036217341cdddb2604,span_extracted,exact_documentary_mechanism_span_extracted,1,strike_or_no_strike_constraint,"nefit, as set forth in the Rules and
Regulation of the Danvers Fire Department but not specifically covered by this Agreement, shall
remain in full force and effect.
SECTION 3: The Association agrees not to engage in, induce or encourage any strike, work
stoppage, slowdown or withholding of services by employees in the bargaining units.
SECTION 4: The Employer shall maintain a reporting system that will enable the department head’s
office to respond fully and completely with up-to-date information as to the sick leave and other leave
balances of an employee upon the request of any employee. The Employer’s accounting office also
shall fully and completely respond to any reasonable request for more detailed information concerning
such employee records.",51353,52113,b258aae6da850e035d604d6a3bc8a2904df4e4d8aa15b2104b58d81402f36b5e,"by a court of competent jurisdiction, all other provisions of this Agreement shall remain in
full force and effect for the duration of this Agreement and any be","

FY25 – FY27 Fire Union Contract

Page 24 of 43

SECTION 5: Should the Fire Chief or their authorized designee assign a replacement who is working
out of grade",STRIKE_STOPPAGE,work_stoppage_restriction,high,strong,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SPAN378-d8cbf3619b86a58155cb6b51,TXT378-f7abecbf0820c94c6389,RS556-9e8a6fcebe7d12518f9f,TS4L-fe0f46351a93bc4487b4,lane_2,tier_c,verification_ready_medium,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-06-0577.pdf,"Collective Bargaining Agreement (Deerfield Township; Deerfield Professional Firefighters Union, IAFF Local #4286) — SERB Case 19-MED-06-0577",Deerfield,OH,Midwest,safety_and_non_safety_bargaining_units,Firefighters (IAFF Local 4286),Deerfield Professional Firefighters Union (International Association of Firefighters Local #4286),CBA associated with SERB Case 19-MED-06-0577 (contract document in SERB Contracts repository; dated/period details inside record),2019 (case-linked in,2022 (case-linked in,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-f7abecbf0820c94c6389.txt,8d4b5319263abf344300a97980acac81c59fcc6c4fad26173272758179fba98c,47251a29964ac5edf5d6f22f122dd4309023d4fb731699b6cdf7c974ebf22cfc,span_extracted,exact_documentary_mechanism_span_extracted,1,strike_or_no_strike_constraint,"The representatives of the parties shall attempt to agree on an arbitrator. Should
the representatives fail to agree on an arbitrator, the arbitrator shall be selected
in the following manner: The Federal Mediation and Conciliation Service shall
be jointly requested to submit a panel list of seven (7) arbitrators from Ohio.
The cost, if any, of obtaining a list of arbitrators shall be split equally by the
parties. The order of who will first strike shall be determined by a flip of a coin.
The parties shall alternately strike the names of the arbitrators until only one (1)
name remains. Each party may once reject the list and request from FMCS
another list",27909,28572,77ffa7bfe7adda441c610d689def0003c849a5770796554f6f760dfda3a02704,"thin the twenty (20) calendar day period described above shall be deemed settled
on the basis of the last answer given by the Employer’s representative(s).
A.

"," of seven (7) arbitrators until a mutually agreeable arbitrator is
selected. The parties may at any time mutually agree to an alternate arbitration
service or m",STRIKE_SUBSTITUTE,dispute_resolution_substitute,medium,moderate,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SPAN378-47fb691bc09c5c7b1343b0ff,TXT378-f7abecbf0820c94c6389,RS556-9e8a6fcebe7d12518f9f,TS4L-fe0f46351a93bc4487b4,lane_2,tier_c,verification_ready_medium,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-06-0577.pdf,"Collective Bargaining Agreement (Deerfield Township; Deerfield Professional Firefighters Union, IAFF Local #4286) — SERB Case 19-MED-06-0577",Deerfield,OH,Midwest,safety_and_non_safety_bargaining_units,Firefighters (IAFF Local 4286),Deerfield Professional Firefighters Union (International Association of Firefighters Local #4286),CBA associated with SERB Case 19-MED-06-0577 (contract document in SERB Contracts repository; dated/period details inside record),2019 (case-linked in,2022 (case-linked in,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-f7abecbf0820c94c6389.txt,8d4b5319263abf344300a97980acac81c59fcc6c4fad26173272758179fba98c,47251a29964ac5edf5d6f22f122dd4309023d4fb731699b6cdf7c974ebf22cfc,span_extracted,exact_documentary_mechanism_span_extracted,1,strike_or_no_strike_constraint,"There shall be no strikes, work stoppages, or interruption or impending of work.
No officer or representative of the Union shall authorize, instigate, aid, or condone
any such activities. No employee shall participate in any such activities.",88862,89103,be3d345587c4f08e9f7b6ac74ff2ddecb55b06983aa0a5c07d1f5e4f8ac5e295,"ions of this Agreement.
Section 36.2
In addition to the responsibilities that may be provided elsewhere in this Agreement, the following
shall be observed:
1.

","

2.

There shall be no lockouts.

56

ARTICLE 37
WAIVER IN CASE OF EMERGENCY
Section 37.1
In cases of emergency declared by the President of the United States,",STRIKE_NO_STRIKE,no_strike_clause,high,strong,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SPAN378-70f9b4c811d4cfa0a701fb40,TXT378-f7abecbf0820c94c6389,RS556-9e8a6fcebe7d12518f9f,TS4L-fe0f46351a93bc4487b4,lane_2,tier_c,verification_ready_medium,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-06-0577.pdf,"Collective Bargaining Agreement (Deerfield Township; Deerfield Professional Firefighters Union, IAFF Local #4286) — SERB Case 19-MED-06-0577",Deerfield,OH,Midwest,safety_and_non_safety_bargaining_units,Firefighters (IAFF Local 4286),Deerfield Professional Firefighters Union (International Association of Firefighters Local #4286),CBA associated with SERB Case 19-MED-06-0577 (contract document in SERB Contracts repository; dated/period details inside record),2019 (case-linked in,2022 (case-linked in,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-f7abecbf0820c94c6389.txt,8d4b5319263abf344300a97980acac81c59fcc6c4fad26173272758179fba98c,47251a29964ac5edf5d6f22f122dd4309023d4fb731699b6cdf7c974ebf22cfc,span_extracted,exact_documentary_mechanism_span_extracted,1,strike_or_no_strike_constraint,"the Union shall authorize, instigate, aid, or condone
any such activities. No employee shall participate in any such activities.

2.

There shall be no lockouts.

56

ARTICLE 37
WAIVER IN CASE OF EMERGENCY
Section 37.1
In cases of emergency declared by the President of the United States, the Governor of the State of
Ohio, the Deerfield Township Trustees, Warren County Emergency Management Agency (Warren
County EMA), the Director of Homeland Security, or the Federal or State Legislature, such as acts
of God or civil disorder, the following conditions of this Agreement may be temporarily suspended
by the Employer:
A.

Time limits for the processing of gr",88975,89635,52fc788db904bf8e1a9d0d452319dda638bbd09c91e47d2e7c044aa8c5ba588a,"greement, the following
shall be observed:
1.

There shall be no strikes, work stoppages, or interruption or impending of work.
No officer or representative of ","ievances; and

B.

All work rules and/or agreements and practices relating to the assignment of
employees.

Section 37.2
Upon termination of the emergency, grie",STRIKE_LOCKOUT,lockout_restriction,high,strong,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SPAN378-7d2892f7424640b539f3eb6b,TXT378-ac84db04a1fca21adf05,RS556-b05bc560d6cf941234ab,TS4L-65d33665a6a527e5953f,lane_2,tier_c,verification_ready_medium,https://www.westseneca.gov/Archive/ViewFile/Item/95,"Agreement: Town of West Seneca, NY & West Seneca Police Benevolent Association (PBA) (effective Jan 1, 2020 – Dec 31, 2022)",West Seneca,NY,Northeast,safety_and_non_safety_bargaining_units,police (safety),West Seneca Police Benevolent Association (Police negotiating unit),"Effective January 1, 2020 to December 31, 2022",2020-01-01,2022-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-ac84db04a1fca21adf05.txt,e5ffb75beba2729f605cb44f3e54f3ea0d0d84bc6eb1780604b830d1081975c4,6c95db0377043e3a81be8113ddab4a2b256b06e19339fb8dd094f751e27eb3f6,span_extracted,exact_documentary_mechanism_span_extracted,1,strike_or_no_strike_constraint,"nt.
SECTION 1.2 - PROHIBITION OF STRIKE
The employee organization agrees that it adheres to the provisions contained in
Section 210 of the New York State Civil Service Law prohibiting strikes. It further agrees it shall
not engage in a strike and it shall not cause, instigate, encourage or condone a strike.",14433,14741,1fa6848f175d5c0955f44ba5a8f92a76faa1441924da8a3c49c1183c3b14ca5c,"on of this agreement and agrees not to negotiate
with any other organization, on behalf of police officers, other than the Club for the duration of
this agreeme","

6

ARTICLE 2
SECTION 2.1 - MANAGEMENT RIGHTS
Unless expressly limited by other provisions of this agreement, all of the
authority, right and responsibilities,",STRIKE_PROHIBITION,strike_right_or_prohibition,high,strong,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SPAN378-6768cf325fa1c758830c8834,TXT378-53a80254f701db71f9c2,RS556-bdd9de11180bb6622249,TS4L-7d00caacb9c091e4f754,lane_2,tier_c,verification_ready_low,https://www.brooklinema.gov/DocumentCenter/View/62119/STS-FINAL-2022---2024?bidId=,STS/Town of Brookline FY2022–FY2024 (Agreement) — includes “ARTICLE XVI - No Strikes”,Brookline,MA,Northeast,safety_and_non_safety_bargaining_units,School Transportation Services (STS),STS Bargaining Unit (Town of Brookline) / Union,"Effective July 1, 2021 through June 30, 2024",2014-01-01,2024-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-53a80254f701db71f9c2.txt,a973bb7d037b828fa1054a1cdaf2a5ac7671f3a6c5bad25bf954ebaca5ca02fa,36dcdfd7c2ce84e8d7deb26851a1c0cf4aa26106d5d2c44d0cbeea72d46e8005,span_extracted,exact_documentary_mechanism_span_extracted,1,strike_or_no_strike_constraint,"....................................................................... 15
ARTICLE XV - Uniforms ....................................................................................................................................... 15
ARTICLE XVI - No Strikes .................................................................................................................................... 16
ARTICLE XVII - Inability To Work During and After Pregnancy ........................................................................... 16
ARTICLE XVIII - Grievance Procedure ................................................................................................................ 16
ARTICLE XIX - Posting.",2402,3112,b24bde5afc472065a38e0c992028b66750b793485d18c680287932bd2910d9d0,"...................................................................... 15
ARTICLE XIV - Civil Service ..........................................................","........................................................................................................................................ 18
ARTICLE XX - (Intent",STRIKE_NO_STRIKE,no_strike_clause,high,strong,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SPAN378-4db8264c9c0fffd640a2e488,TXT378-53a80254f701db71f9c2,RS556-bdd9de11180bb6622249,TS4L-7d00caacb9c091e4f754,lane_2,tier_c,verification_ready_low,https://www.brooklinema.gov/DocumentCenter/View/62119/STS-FINAL-2022---2024?bidId=,STS/Town of Brookline FY2022–FY2024 (Agreement) — includes “ARTICLE XVI - No Strikes”,Brookline,MA,Northeast,safety_and_non_safety_bargaining_units,School Transportation Services (STS),STS Bargaining Unit (Town of Brookline) / Union,"Effective July 1, 2021 through June 30, 2024",2014-01-01,2024-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-53a80254f701db71f9c2.txt,a973bb7d037b828fa1054a1cdaf2a5ac7671f3a6c5bad25bf954ebaca5ca02fa,36dcdfd7c2ce84e8d7deb26851a1c0cf4aa26106d5d2c44d0cbeea72d46e8005,span_extracted,exact_documentary_mechanism_span_extracted,1,strike_or_no_strike_constraint,"ARTICLE XVI - No Strikes
a) The term ""strike"", wherever used in this Agreement, shall be deemed to include any strike, sitdown,
slowdown, or any other work stoppage, or concerted refusal to perform normal work duties on the
part of any employee covered by this Agreement.
b) The Union agrees that there shall be no strike during the term of this Agreement.
c) It is understood and agreed that in the event of any strike on the part of any employee or employees
during the te",46170,46644,73e4d4e3f81a39d33c3a526484fd4af0065730e4fcb22e6ef60e57dfb9127739,"nce. Group 3 employees shall receive a prorated allowance.
3)

Uniforms remain the property of the Town and shall be returned upon resignation or termination.

","rm of this Agreement, the Union shall, upon the occurrence of such strike, and upon
the request of the Employer, notify, in writing, the employees involved that",STRIKE_NO_STRIKE,no_strike_clause,high,strong,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SPAN378-33f01b5d473c344c7f535302,TXT378-53a80254f701db71f9c2,RS556-bdd9de11180bb6622249,TS4L-7d00caacb9c091e4f754,lane_2,tier_c,verification_ready_low,https://www.brooklinema.gov/DocumentCenter/View/62119/STS-FINAL-2022---2024?bidId=,STS/Town of Brookline FY2022–FY2024 (Agreement) — includes “ARTICLE XVI - No Strikes”,Brookline,MA,Northeast,safety_and_non_safety_bargaining_units,School Transportation Services (STS),STS Bargaining Unit (Town of Brookline) / Union,"Effective July 1, 2021 through June 30, 2024",2014-01-01,2024-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-53a80254f701db71f9c2.txt,a973bb7d037b828fa1054a1cdaf2a5ac7671f3a6c5bad25bf954ebaca5ca02fa,36dcdfd7c2ce84e8d7deb26851a1c0cf4aa26106d5d2c44d0cbeea72d46e8005,span_extracted,exact_documentary_mechanism_span_extracted,1,strike_or_no_strike_constraint,"ARTICLE XVI - No Strikes
a) The term ""strike"", wherever used in this Agreement, shall be deemed to include any strike, sitdown,
slowdown, or any other work stoppage, or concerted refusal to perform normal work duties on the
part of any employee covered by this Agreement.
b) The Union agrees that there shall be no strike during the term of this Agreement.
c) It is understood and agreed that in the event of any strike on the part of any employee or employees
during the term of this Agreement, the Union shall, upon the occurrence of such strike, and upon
the request of the Employer,",46170,46756,3c3fc9bc36ea77776cf6df008dc88358ae151af6d9eb0c8cecc1ebc4aebae3e7,"nce. Group 3 employees shall receive a prorated allowance.
3)

Uniforms remain the property of the Town and shall be returned upon resignation or termination.

"," notify, in writing, the employees involved that such action by said
employees was unauthorized and in violation of the provisions of the Agreement and shall di",STRIKE_SLOWDOWN,slowdown_sickout_restriction,high,strong,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SPAN378-711fb3a6622e04cbc2ffadb3,TXT378-53a80254f701db71f9c2,RS556-bdd9de11180bb6622249,TS4L-7d00caacb9c091e4f754,lane_2,tier_c,verification_ready_low,https://www.brooklinema.gov/DocumentCenter/View/62119/STS-FINAL-2022---2024?bidId=,STS/Town of Brookline FY2022–FY2024 (Agreement) — includes “ARTICLE XVI - No Strikes”,Brookline,MA,Northeast,safety_and_non_safety_bargaining_units,School Transportation Services (STS),STS Bargaining Unit (Town of Brookline) / Union,"Effective July 1, 2021 through June 30, 2024",2014-01-01,2024-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-53a80254f701db71f9c2.txt,a973bb7d037b828fa1054a1cdaf2a5ac7671f3a6c5bad25bf954ebaca5ca02fa,36dcdfd7c2ce84e8d7deb26851a1c0cf4aa26106d5d2c44d0cbeea72d46e8005,span_extracted,exact_documentary_mechanism_span_extracted,1,strike_or_no_strike_constraint,"ARTICLE XVI - No Strikes
a) The term ""strike"", wherever used in this Agreement, shall be deemed to include any strike, sitdown,
slowdown, or any other work stoppage, or concerted refusal to perform normal work duties on the
part of any employee covered by this Agreement.
b) The Union agrees that there shall be no strike during the term of this Agreement.
c) It is understood and agreed that in the event of any strike on the part of any employee or employees
during the term of this Agreement, the Union shall, upon the occurrence of such strike, and upon
the request of the Employer, notify, in writing, the emp",46170,46784,7a7eaea6eca0afc8331cee914acb9e7986d09db9788d9970fc4575dc5f1dfb55,"nce. Group 3 employees shall receive a prorated allowance.
3)

Uniforms remain the property of the Town and shall be returned upon resignation or termination.

","loyees involved that such action by said
employees was unauthorized and in violation of the provisions of the Agreement and shall direct
said employ to return t",STRIKE_STOPPAGE,work_stoppage_restriction,high,strong,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SPAN378-2ba80f87b92f58b7bae1f0fd,TXT378-53a80254f701db71f9c2,RS556-bdd9de11180bb6622249,TS4L-7d00caacb9c091e4f754,lane_2,tier_c,verification_ready_low,https://www.brooklinema.gov/DocumentCenter/View/62119/STS-FINAL-2022---2024?bidId=,STS/Town of Brookline FY2022–FY2024 (Agreement) — includes “ARTICLE XVI - No Strikes”,Brookline,MA,Northeast,safety_and_non_safety_bargaining_units,School Transportation Services (STS),STS Bargaining Unit (Town of Brookline) / Union,"Effective July 1, 2021 through June 30, 2024",2014-01-01,2024-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-53a80254f701db71f9c2.txt,a973bb7d037b828fa1054a1cdaf2a5ac7671f3a6c5bad25bf954ebaca5ca02fa,36dcdfd7c2ce84e8d7deb26851a1c0cf4aa26106d5d2c44d0cbeea72d46e8005,span_extracted,exact_documentary_mechanism_span_extracted,1,strike_or_no_strike_constraint,"ARTICLE XVI - No Strikes
a) The term ""strike"", wherever used in this Agreement, shall be deemed to include any strike, sitdown,
slowdown, or any other work stoppage, or concerted refusal to perform normal work duties on the
part of any employee covered by this Agreement.
b) The Union agrees that there shall be no strike during the term of this Agreement.
c) It is understood and agreed that in the event of any strike on the part of any employee or employees
during the term of this Agreement, the Union shall, upon the occurrence of such strike, and upon
the request of the Employer, notify, in writing, the employees involved that such action by said
employees was unauthorized and in violation of the provisions of the Agreement and shall direct
said employ to retur",46170,46941,9fabba42c18153de5727e5c22d7d340455c7de89f60ca547a07e3176035a0c86,"nce. Group 3 employees shall receive a prorated allowance.
3)

Uniforms remain the property of the Town and shall be returned upon resignation or termination.

","n to work promptly, and the Union shall take such further steps as may be
reasonable under the circumstances to bring about a termination of any such strike. A ",STRIKE_NO_STRIKE,no_strike_clause,high,strong,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SPAN378-2fe39d71ecd88d5aff1774e9,TXT378-4c7a674f19f46761fc82,RS556-c5644699bb618e6ff796,TS4L-c45efd5de8ba91f730fc,lane_2,tier_c,verification_ready_medium,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-10-1189.pdf,"Collective Bargaining Agreement (Clearcreek Township & OPBA - Sergeants), Contract 2021, 2022 and 2023 (SERB/mediation contract PDF: 20-MED-10-1189)",Clear Creek,OH,Midwest,safety_and_non_safety_bargaining_units,Police sergeants (OPBA),OPBA - Sergeants,2021-2023,2021-01-01,2023-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-4c7a674f19f46761fc82.txt,c3f8167ae786c8e88e353be1782ccdaf50599b649ee3c77f1a996137a31d1ff1,4e9f3dfff157859f108c7390246e6fb5a1fbd959462af2eda6594b3b257a63c6,span_extracted,exact_documentary_mechanism_span_extracted,1,strike_or_no_strike_constraint,"RECOGNITION...................................................
INTEGRITY OF AGREEMENT ·······················--···
MANAGEMENT'S RIGHTS············- ················•·EMPLOYEE'S RESPONSIBILITY............................
NO STRIKES••·····························--··········•····- ·····
NON-DISCRIMINATION..................................... .
DUES DEDUCTION.............................................
PROBATIONARY PERIOD·······-····················.......
GRIEVANCE PROCEDURE...................................
DISCIPLINE .......................................................
EDUCATION···-·················-···························-·
HOLIDAYS..............................",645,1325,d44cea43edc577a2cd872157a7fc65d2f8b910c777db9fbbc7a1aa34fcec8f8f,"CLE
ARTICLE
ARTICLE
ARTICLE
ARTICLE
ARTICLE

PAGE
3

1
2
3
4
5
6

7
8
9

10
11

12
13

14
15
16
17
18

19
20

21
22

23
24
25
26
27
28
29

30

31
32
33
34

35

","............................
HOURS OF WORK AND OVERTIME .................. ..
UNIFORM ALLOWANCE ·······················--···.......
SHIFTS
BEREAVEMENT LEAVE ...",STRIKE_NO_STRIKE,no_strike_clause,high,strong,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
SPAN378-68bacdc6d79ade7618dd903e,TXT378-4c7a674f19f46761fc82,RS556-c5644699bb618e6ff796,TS4L-c45efd5de8ba91f730fc,lane_2,tier_c,verification_ready_medium,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-10-1189.pdf,"Collective Bargaining Agreement (Clearcreek Township & OPBA - Sergeants), Contract 2021, 2022 and 2023 (SERB/mediation contract PDF: 20-MED-10-1189)",Clear Creek,OH,Midwest,safety_and_non_safety_bargaining_units,Police sergeants (OPBA),OPBA - Sergeants,2021-2023,2021-01-01,2023-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-4c7a674f19f46761fc82.txt,c3f8167ae786c8e88e353be1782ccdaf50599b649ee3c77f1a996137a31d1ff1,4e9f3dfff157859f108c7390246e6fb5a1fbd959462af2eda6594b3b257a63c6,span_extracted,exact_documentary_mechanism_span_extracted,1,strike_or_no_strike_constraint,"ARTICLES
NO STRIKES
SECTION SJ - NO STRIKES
The Union agrees that during the term of this Agreement, there shall be no strikes, work stoppages,
slow-downs, picketing, job actions, including any concerted activity. Union officers, stewards, and
employee representatives will continue to carry out their duties as employees and will take positive
action to bring the concerted activity to an end.",8522,8916,07f4d8b713ec65ebeba325b8267056580df8bcee8497c188ed52bd253d677b63,"ed.
Each employee covered by the Agreement has the primary responsibility to render the utmost in
efficient service to the Police Department and the Township.

","

5

ARTICLE6
NON-DJSCRIMINATION
SECTION 6.1 - NON-DISCRIMINATION

The Township and the Union agree that there should be no discrimination against any employee
",STRIKE_NO_STRIKE,no_strike_clause,high,strong,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Exact extracted-text span only; not a rating, causal finding, or global analysis record."
