whole_corpus_claim_record_id,unit_type,source_layer,original_record_id,municipality,state,region,source_family,cba_non_cba_hint,side_label,claim_family,claim_boundary,qa_status,mechanism_class,period_label,pay_basis,source_lineage,caveats,no_final_national_claim,no_causal_claim
WCCR-fbaeeb866426786858401225,rated_span,remaining_municipalities,WCRS-f2b8b03816b555f0bee8ca3f,Hammond,IN,Midwest,salary_ordinance,non_cba_or_unresolved_hint,police_direct,quantitative_compensation,claim_ready,mixed_quant_qual_claim_ready,budget_fiscal_constraint,AFTER 13 YEARS 2 000.00,,"{""candidate_id"": ""BRM5C-BRM5-20260731-08072-03"", ""final"": ""https://gohammond.com/document_library/city_council_ordinances_and_resolutions/ordinances/2025/ordinance_9686.pdf"", ""original"": ""https://www.gohammond.com/document_library/city_council_ordinances_and_resolutions/ordinances/2025/ordinance_9686.pdf"", ""scout_target_id"": ""BRM5-20260731-08072""}","[""internal_boundary_only""]",true,true
WCCR-eec7e14a4b2161a9081e743d,rated_span,remaining_municipalities,WCRS-b0d8787498634746761a6982,Hammond,IN,Midwest,salary_ordinance,non_cba_or_unresolved_hint,police_direct,quantitative_compensation,claim_ready,quantitative_direct_text_claim_ready,budget_fiscal_constraint,AFTER 13 YEARS 2 000.00,,"{""candidate_id"": ""BRM5C-BRM5-20260731-08072-03"", ""final"": ""https://gohammond.com/document_library/city_council_ordinances_and_resolutions/ordinances/2025/ordinance_9686.pdf"", ""original"": ""https://www.gohammond.com/document_library/city_council_ordinances_and_resolutions/ordinances/2025/ordinance_9686.pdf"", ""scout_target_id"": ""BRM5-20260731-08072""}","[""internal_boundary_only""]",true,true
WCCR-88ce22955039700c5c0670de,rated_span,remaining_municipalities,WCRS-43688474971e744aa676c04e,Hammond,IN,Midwest,salary_ordinance,non_cba_or_unresolved_hint,police_direct,quantitative_compensation,claim_ready,quantitative_direct_text_claim_ready,budget_fiscal_constraint,SECTION TEN - Animal Control and Police Department Civilian Personnel: Each civilian Police,,"{""candidate_id"": ""BRM5C-BRM5-20260731-08072-03"", ""final"": ""https://gohammond.com/document_library/city_council_ordinances_and_resolutions/ordinances/2025/ordinance_9686.pdf"", ""original"": ""https://www.gohammond.com/document_library/city_council_ordinances_and_resolutions/ordinances/2025/ordinance_9686.pdf"", ""scout_target_id"": ""BRM5-20260731-08072""}","[""internal_boundary_only""]",true,true
WCCR-342a078fad68419027023ca1,rated_span,remaining_municipalities,WCRS-f35a97ffa1875b94dbc156f4,Hammond,IN,Midwest,salary_ordinance,non_cba_or_unresolved_hint,remains_unclear,qualitative_mechanism,claim_ready,qualitative_mechanism_claim_ready,budget_fiscal_constraint,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-08072-03"", ""final"": ""https://gohammond.com/document_library/city_council_ordinances_and_resolutions/ordinances/2025/ordinance_9686.pdf"", ""original"": ""https://www.gohammond.com/document_library/city_council_ordinances_and_resolutions/ordinances/2025/ordinance_9686.pdf"", ""scout_target_id"": ""BRM5-20260731-08072""}","[""not_clear_side_anchor"",""internal_boundary_only""]",true,true
WCCR-984970cec7837c3ffac30358,rated_span,remaining_municipalities,WCRS-28186977f2681c4081fc5034,Hammond,IN,Midwest,salary_ordinance,non_cba_or_unresolved_hint,remains_unclear,quantitative_compensation,claim_ready,mixed_quant_qual_claim_ready,budget_fiscal_constraint,CITY OF HAMMOND CIVIL CITY SALARY ORDINANCE 2026,,"{""candidate_id"": ""BRM5C-BRM5-20260731-08072-03"", ""final"": ""https://gohammond.com/document_library/city_council_ordinances_and_resolutions/ordinances/2025/ordinance_9686.pdf"", ""original"": ""https://www.gohammond.com/document_library/city_council_ordinances_and_resolutions/ordinances/2025/ordinance_9686.pdf"", ""scout_target_id"": ""BRM5-20260731-08072""}","[""not_clear_side_anchor"",""internal_boundary_only""]",true,true
WCCR-28f3a991fe516af9ea9b668c,rated_span,remaining_municipalities,WCRS-a52e9f0a8ea713fe0100f134,Hammond,IN,Midwest,salary_ordinance,non_cba_or_unresolved_hint,police_direct,qualitative_mechanism,claim_ready,quantitative_direct_text_claim_ready,budget_fiscal_constraint,SECTION TEN - Animal Control and Police Department Civilian Personnel: Each civilian Police,,"{""candidate_id"": ""BRM5C-BRM5-20260731-08072-03"", ""final"": ""https://gohammond.com/document_library/city_council_ordinances_and_resolutions/ordinances/2025/ordinance_9686.pdf"", ""original"": ""https://www.gohammond.com/document_library/city_council_ordinances_and_resolutions/ordinances/2025/ordinance_9686.pdf"", ""scout_target_id"": ""BRM5-20260731-08072""}","[""internal_boundary_only""]",true,true
WCCR-db2051cc5b1b45c0b98eb580,rated_span,remaining_municipalities,WCRS-4686f4573032c72103b4b78c,Hammond,IN,Midwest,salary_ordinance,non_cba_or_unresolved_hint,remains_unclear,quantitative_compensation,claim_ready,quantitative_direct_text_claim_ready,budget_fiscal_constraint,SECTION EIGHT: Part-time employees shall be paid from the part-time line item budget within a,,"{""candidate_id"": ""BRM5C-BRM5-20260731-08072-03"", ""final"": ""https://gohammond.com/document_library/city_council_ordinances_and_resolutions/ordinances/2025/ordinance_9686.pdf"", ""original"": ""https://www.gohammond.com/document_library/city_council_ordinances_and_resolutions/ordinances/2025/ordinance_9686.pdf"", ""scout_target_id"": ""BRM5-20260731-08072""}","[""not_clear_side_anchor"",""internal_boundary_only""]",true,true
WCCR-757864ee675746d6f3ed573d,rated_span,remaining_municipalities,WCRS-4d1969673eb49f186ae9c091,Hammond,IN,Midwest,salary_ordinance,non_cba_or_unresolved_hint,police_direct,quantitative_compensation,claim_ready,quantitative_direct_text_claim_ready,budget_fiscal_constraint,SECTION TEN - Animal Control and Police Department Civilian Personnel: Each civilian Police,,"{""candidate_id"": ""BRM5C-BRM5-20260731-08072-03"", ""final"": ""https://gohammond.com/document_library/city_council_ordinances_and_resolutions/ordinances/2025/ordinance_9686.pdf"", ""original"": ""https://www.gohammond.com/document_library/city_council_ordinances_and_resolutions/ordinances/2025/ordinance_9686.pdf"", ""scout_target_id"": ""BRM5-20260731-08072""}","[""internal_boundary_only""]",true,true
WCCR-11437489e3c3ff2f88203248,rated_span,remaining_municipalities,WCRS-2d0afe117494d892ffd1d7f3,Hammond,IN,Midwest,salary_ordinance,non_cba_or_unresolved_hint,remains_unclear,quantitative_compensation,claim_ready,mixed_quant_qual_claim_ready,budget_fiscal_constraint,SECTION EIGHT: Part-time employees shall be paid from the part-time line item budget within a,,"{""candidate_id"": ""BRM5C-BRM5-20260731-08072-03"", ""final"": ""https://gohammond.com/document_library/city_council_ordinances_and_resolutions/ordinances/2025/ordinance_9686.pdf"", ""original"": ""https://www.gohammond.com/document_library/city_council_ordinances_and_resolutions/ordinances/2025/ordinance_9686.pdf"", ""scout_target_id"": ""BRM5-20260731-08072""}","[""not_clear_side_anchor"",""internal_boundary_only""]",true,true
WCCR-9961e58136873cd01f84d103,rated_span,remaining_municipalities,WCRS-92c1bf33ddcb1ca596d322bc,Hammond,IN,Midwest,salary_ordinance,non_cba_or_unresolved_hint,police_direct,quantitative_compensation,claim_ready,quantitative_direct_text_claim_ready,budget_fiscal_constraint,SECTION TEN - Animal Control and Police Department Civilian Personnel: Each civilian Police,,"{""candidate_id"": ""BRM5C-BRM5-20260731-08072-03"", ""final"": ""https://gohammond.com/document_library/city_council_ordinances_and_resolutions/ordinances/2025/ordinance_9686.pdf"", ""original"": ""https://www.gohammond.com/document_library/city_council_ordinances_and_resolutions/ordinances/2025/ordinance_9686.pdf"", ""scout_target_id"": ""BRM5-20260731-08072""}","[""internal_boundary_only""]",true,true
WCCR-fa78b1e21114f782148085c0,rated_span,remaining_municipalities,WCRS-e6062d7bb0286e364a8afb9d,Hammond,IN,Midwest,salary_ordinance,non_cba_or_unresolved_hint,remains_unclear,qualitative_mechanism,claim_ready,quantitative_direct_text_claim_ready,budget_fiscal_constraint,AFTER 13 YEARS 2 000.00,,"{""candidate_id"": ""BRM5C-BRM5-20260731-08072-03"", ""final"": ""https://gohammond.com/document_library/city_council_ordinances_and_resolutions/ordinances/2025/ordinance_9686.pdf"", ""original"": ""https://www.gohammond.com/document_library/city_council_ordinances_and_resolutions/ordinances/2025/ordinance_9686.pdf"", ""scout_target_id"": ""BRM5-20260731-08072""}","[""not_clear_side_anchor"",""internal_boundary_only""]",true,true
WCCR-bc79f88bc631d78517a96b40,rated_span,remaining_municipalities,WCRS-ea08d80b387b6eeae5daaea9,Hammond,IN,Midwest,salary_ordinance,non_cba_or_unresolved_hint,police_direct,qualitative_mechanism,claim_ready,qualitative_mechanism_claim_ready,budget_fiscal_constraint,AFTER 13 YEARS 2 000.00,,"{""candidate_id"": ""BRM5C-BRM5-20260731-08072-03"", ""final"": ""https://gohammond.com/document_library/city_council_ordinances_and_resolutions/ordinances/2025/ordinance_9686.pdf"", ""original"": ""https://www.gohammond.com/document_library/city_council_ordinances_and_resolutions/ordinances/2025/ordinance_9686.pdf"", ""scout_target_id"": ""BRM5-20260731-08072""}","[""internal_boundary_only""]",true,true
WCCR-a5c2113d11bc976a5953e965,rated_span,remaining_municipalities,WCRS-b6a9cb4e42d652062e95118a,Plymouth,PA,Northeast,wage_schedule,non_cba_or_unresolved_hint,remains_unclear,quantitative_compensation,claim_ready,quantitative_direct_text_claim_ready,budget_fiscal_constraint,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-03379-01"", ""final"": ""https://plymouthtownship.org/download/Human%20Resources/Employee-Resources/employee_documents/Plymouth-Township-Employee-Handbook.pdf"", ""original"": ""https://www.plymouthtownship.org/download/Human%20Resources/Employee-Resources/employee_documents/Plymouth-Township-Employee-Handbook.pdf"", ""scout_target_id"": ""BRM5-20260731-03379""}","[""not_clear_side_anchor"",""internal_boundary_only""]",true,true
WCCR-8fe50ba31376a7e1a089ef1c,rated_span,remaining_municipalities,WCRS-abde945c551873a325df3435,Plymouth,PA,Northeast,wage_schedule,non_cba_or_unresolved_hint,remains_unclear,qualitative_mechanism,claim_ready,qualitative_mechanism_claim_ready,budget_fiscal_constraint,457 DEFERRED COMPENSATION PLAN,,"{""candidate_id"": ""BRM5C-BRM5-20260731-03379-01"", ""final"": ""https://plymouthtownship.org/download/Human%20Resources/Employee-Resources/employee_documents/Plymouth-Township-Employee-Handbook.pdf"", ""original"": ""https://www.plymouthtownship.org/download/Human%20Resources/Employee-Resources/employee_documents/Plymouth-Township-Employee-Handbook.pdf"", ""scout_target_id"": ""BRM5-20260731-03379""}","[""not_clear_side_anchor"",""internal_boundary_only""]",true,true
WCCR-0cd96197655039cc69b95224,rated_span,remaining_municipalities,WCRS-8d4e721b11d89ae977513436,Plymouth,PA,Northeast,wage_schedule,non_cba_or_unresolved_hint,remains_unclear,qualitative_mechanism,claim_ready,qualitative_mechanism_claim_ready,budget_fiscal_constraint,ABOUT THIS HANDBOOK,,"{""candidate_id"": ""BRM5C-BRM5-20260731-03379-01"", ""final"": ""https://plymouthtownship.org/download/Human%20Resources/Employee-Resources/employee_documents/Plymouth-Township-Employee-Handbook.pdf"", ""original"": ""https://www.plymouthtownship.org/download/Human%20Resources/Employee-Resources/employee_documents/Plymouth-Township-Employee-Handbook.pdf"", ""scout_target_id"": ""BRM5-20260731-03379""}","[""not_clear_side_anchor"",""internal_boundary_only""]",true,true
WCCR-2e69412107623135c7e558d6,rated_span,remaining_municipalities,WCRS-a3a85808198fbbad05b6cbbd,Plymouth,PA,Northeast,wage_schedule,non_cba_or_unresolved_hint,remains_unclear,quantitative_compensation,claim_ready,quantitative_direct_text_claim_ready,budget_fiscal_constraint,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-03379-01"", ""final"": ""https://plymouthtownship.org/download/Human%20Resources/Employee-Resources/employee_documents/Plymouth-Township-Employee-Handbook.pdf"", ""original"": ""https://www.plymouthtownship.org/download/Human%20Resources/Employee-Resources/employee_documents/Plymouth-Township-Employee-Handbook.pdf"", ""scout_target_id"": ""BRM5-20260731-03379""}","[""not_clear_side_anchor"",""internal_boundary_only""]",true,true
WCCR-c0c54650f87ceed3d088a5e2,rated_span,remaining_municipalities,WCRS-3d194f68594c64c0b0c8f1ea,Plymouth,PA,Northeast,wage_schedule,non_cba_or_unresolved_hint,remains_unclear,qualitative_mechanism,claim_ready,qualitative_mechanism_claim_ready,budget_fiscal_constraint,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-03379-01"", ""final"": ""https://plymouthtownship.org/download/Human%20Resources/Employee-Resources/employee_documents/Plymouth-Township-Employee-Handbook.pdf"", ""original"": ""https://www.plymouthtownship.org/download/Human%20Resources/Employee-Resources/employee_documents/Plymouth-Township-Employee-Handbook.pdf"", ""scout_target_id"": ""BRM5-20260731-03379""}","[""not_clear_side_anchor"",""internal_boundary_only""]",true,true
WCCR-8dbc8dfcb882b5b85d66ea25,rated_span,remaining_municipalities,WCRS-f42b02914b57d510b408a078,Mackinac Island,MI,Midwest,cba,cba_arbitration_factfinding_hint,police_direct,quantitative_compensation,claim_ready,quantitative_direct_text_claim_ready,non_base_compensation,Section 10,,"{""candidate_id"": ""BRM5C-BRM5-20260731-12401-01"", ""final"": ""https://sanweb.lib.msu.edu/LIR/contracts/c6614.pdf"", ""original"": ""https://sanweb.lib.msu.edu/LIR/contracts/c6614.pdf"", ""scout_target_id"": ""BRM5-20260731-12401""}","[""internal_boundary_only""]",true,true
WCCR-31043e6d89a74528385db8dc,rated_span,remaining_municipalities,WCRS-226c7b12c076a5f605904a4c,Mackinac Island,MI,Midwest,cba,cba_arbitration_factfinding_hint,police_direct,qualitative_mechanism,claim_ready,qualitative_mechanism_claim_ready,strike_no_strike_dispute_process,Section 13,,"{""candidate_id"": ""BRM5C-BRM5-20260731-12401-01"", ""final"": ""https://sanweb.lib.msu.edu/LIR/contracts/c6614.pdf"", ""original"": ""https://sanweb.lib.msu.edu/LIR/contracts/c6614.pdf"", ""scout_target_id"": ""BRM5-20260731-12401""}","[""internal_boundary_only""]",true,true
WCCR-37bf8d228edadf6119b03ea2,rated_span,remaining_municipalities,WCRS-239472d7d4a950008926b7ed,Mackinac Island,MI,Midwest,cba,cba_arbitration_factfinding_hint,police_direct,qualitative_mechanism,claim_ready,qualitative_mechanism_claim_ready,strike_no_strike_dispute_process,Section 12 Insurance 13,,"{""candidate_id"": ""BRM5C-BRM5-20260731-12401-01"", ""final"": ""https://sanweb.lib.msu.edu/LIR/contracts/c6614.pdf"", ""original"": ""https://sanweb.lib.msu.edu/LIR/contracts/c6614.pdf"", ""scout_target_id"": ""BRM5-20260731-12401""}","[""internal_boundary_only""]",true,true
WCCR-e783b77481507fb1fc952bf9,rated_span,remaining_municipalities,WCRS-711e6274ca5d3c079a18b0f8,Mackinac Island,MI,Midwest,cba,cba_arbitration_factfinding_hint,police_direct,qualitative_mechanism,claim_ready,quantitative_direct_text_claim_ready,non_base_compensation,Section 10,,"{""candidate_id"": ""BRM5C-BRM5-20260731-12401-01"", ""final"": ""https://sanweb.lib.msu.edu/LIR/contracts/c6614.pdf"", ""original"": ""https://sanweb.lib.msu.edu/LIR/contracts/c6614.pdf"", ""scout_target_id"": ""BRM5-20260731-12401""}","[""internal_boundary_only""]",true,true
WCCR-d7a9e252567c17496d95883d,rated_span,remaining_municipalities,WCRS-d0b380e8f074cdb96c27763d,Rosendale,NY,Northeast,cba,cba_arbitration_factfinding_hint,police_direct,quantitative_compensation,claim_ready,quantitative_direct_text_claim_ready,budget_fiscal_constraint,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-10541-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/15/36/47/153647756793643489640406846733048428033"", ""original"": ""https://ecommons.cornell.edu/bitstreams/5c86d581-78d0-48b6-b9bb-e1ae4e665bfe/download"", ""scout_target_id"": ""BRM5-20260731-10541""}","[""internal_boundary_only""]",true,true
WCCR-c244f60424c15815cc85a2c4,rated_span,remaining_municipalities,WCRS-359d35cf1edfaf68bd80cd22,Rosendale,NY,Northeast,cba,cba_arbitration_factfinding_hint,police_direct,qualitative_mechanism,claim_ready,qualitative_mechanism_claim_ready,budget_fiscal_constraint,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-10541-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/15/36/47/153647756793643489640406846733048428033"", ""original"": ""https://ecommons.cornell.edu/bitstreams/5c86d581-78d0-48b6-b9bb-e1ae4e665bfe/download"", ""scout_target_id"": ""BRM5-20260731-10541""}","[""internal_boundary_only""]",true,true
WCCR-ed2fd26453a3ecf1a74a97d7,rated_span,remaining_municipalities,WCRS-21904f9050fea33b0b8dd154,Rosendale,NY,Northeast,cba,cba_arbitration_factfinding_hint,police_direct,qualitative_mechanism,claim_ready,qualitative_mechanism_claim_ready,budget_fiscal_constraint,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-10541-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/15/36/47/153647756793643489640406846733048428033"", ""original"": ""https://ecommons.cornell.edu/bitstreams/5c86d581-78d0-48b6-b9bb-e1ae4e665bfe/download"", ""scout_target_id"": ""BRM5-20260731-10541""}","[""internal_boundary_only""]",true,true
WCCR-e3e02858ca0356dada5ec8b7,rated_span,remaining_municipalities,WCRS-cb451fc89485c0a9a1344a2b,Rosendale,NY,Northeast,cba,cba_arbitration_factfinding_hint,police_direct,qualitative_mechanism,claim_ready,quantitative_direct_text_claim_ready,budget_fiscal_constraint,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-10541-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/15/36/47/153647756793643489640406846733048428033"", ""original"": ""https://ecommons.cornell.edu/bitstreams/5c86d581-78d0-48b6-b9bb-e1ae4e665bfe/download"", ""scout_target_id"": ""BRM5-20260731-10541""}","[""internal_boundary_only""]",true,true
WCCR-101b8a59b3cdde934bf42558,rated_span,remaining_municipalities,WCRS-9993163aa51bd9201b3c56bc,Rosendale,NY,Northeast,cba,cba_arbitration_factfinding_hint,police_direct,qualitative_mechanism,claim_ready,quantitative_direct_text_claim_ready,budget_fiscal_constraint,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-10541-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/15/36/47/153647756793643489640406846733048428033"", ""original"": ""https://ecommons.cornell.edu/bitstreams/5c86d581-78d0-48b6-b9bb-e1ae4e665bfe/download"", ""scout_target_id"": ""BRM5-20260731-10541""}","[""internal_boundary_only""]",true,true
WCCR-f23556309cc364c53fc9858a,rated_span,remaining_municipalities,WCRS-fe3ae77432fc7d06e652e8f7,Rosendale,NY,Northeast,cba,cba_arbitration_factfinding_hint,police_direct,quantitative_compensation,claim_ready,qualitative_mechanism_claim_ready,budget_fiscal_constraint,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-10541-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/15/36/47/153647756793643489640406846733048428033"", ""original"": ""https://ecommons.cornell.edu/bitstreams/5c86d581-78d0-48b6-b9bb-e1ae4e665bfe/download"", ""scout_target_id"": ""BRM5-20260731-10541""}","[""internal_boundary_only""]",true,true
WCCR-12a11d6e57389a2c69bbb865,rated_span,remaining_municipalities,WCRS-1d9dab30c0a3fcba23d0b183,Rosendale,NY,Northeast,cba,cba_arbitration_factfinding_hint,police_direct,quantitative_compensation,claim_ready,quantitative_direct_text_claim_ready,budget_fiscal_constraint,ARTICLE XXVl - SPECIAL STIPENDS,,"{""candidate_id"": ""BRM5C-BRM5-20260731-10541-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/15/36/47/153647756793643489640406846733048428033"", ""original"": ""https://ecommons.cornell.edu/bitstreams/5c86d581-78d0-48b6-b9bb-e1ae4e665bfe/download"", ""scout_target_id"": ""BRM5-20260731-10541""}","[""internal_boundary_only""]",true,true
WCCR-1193c20e9156cc66c5a037ce,rated_span,remaining_municipalities,WCRS-c46a6692dfee69b6c2351ca5,Rosendale,NY,Northeast,cba,cba_arbitration_factfinding_hint,police_direct,qualitative_mechanism,claim_ready,qualitative_mechanism_claim_ready,budget_fiscal_constraint,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-10541-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/15/36/47/153647756793643489640406846733048428033"", ""original"": ""https://ecommons.cornell.edu/bitstreams/5c86d581-78d0-48b6-b9bb-e1ae4e665bfe/download"", ""scout_target_id"": ""BRM5-20260731-10541""}","[""internal_boundary_only""]",true,true
WCCR-28ce6d9d1a8cd50319356474,rated_span,remaining_municipalities,WCRS-7d05f0d2b657b32f5bf8e166,Rosendale,NY,Northeast,cba,cba_arbitration_factfinding_hint,police_direct,quantitative_compensation,claim_ready,quantitative_direct_text_claim_ready,budget_fiscal_constraint,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-10541-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/15/36/47/153647756793643489640406846733048428033"", ""original"": ""https://ecommons.cornell.edu/bitstreams/5c86d581-78d0-48b6-b9bb-e1ae4e665bfe/download"", ""scout_target_id"": ""BRM5-20260731-10541""}","[""internal_boundary_only""]",true,true
WCCR-c29f75928087a17ec66c1663,rated_span,remaining_municipalities,WCRS-82fc96bcf2108ee872dcf1de,Rosendale,NY,Northeast,cba,cba_arbitration_factfinding_hint,police_direct,quantitative_compensation,claim_ready,quantitative_direct_text_claim_ready,budget_fiscal_constraint,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-10541-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/15/36/47/153647756793643489640406846733048428033"", ""original"": ""https://ecommons.cornell.edu/bitstreams/5c86d581-78d0-48b6-b9bb-e1ae4e665bfe/download"", ""scout_target_id"": ""BRM5-20260731-10541""}","[""internal_boundary_only""]",true,true
WCCR-26a8fff47964e5a9506e5af2,rated_span,remaining_municipalities,WCRS-5db68456d27d61ceacb3b913,Rosendale,NY,Northeast,cba,cba_arbitration_factfinding_hint,police_direct,quantitative_compensation,claim_ready,quantitative_direct_text_claim_ready,budget_fiscal_constraint,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-10541-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/15/36/47/153647756793643489640406846733048428033"", ""original"": ""https://ecommons.cornell.edu/bitstreams/5c86d581-78d0-48b6-b9bb-e1ae4e665bfe/download"", ""scout_target_id"": ""BRM5-20260731-10541""}","[""internal_boundary_only""]",true,true
WCCR-624dc4a6866898f5041db11d,rated_span,remaining_municipalities,WCRS-b932d682f16da3abea9dee7e,Rosendale,NY,Northeast,cba,cba_arbitration_factfinding_hint,police_direct,quantitative_compensation,claim_ready,quantitative_direct_text_claim_ready,budget_fiscal_constraint,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-10541-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/15/36/47/153647756793643489640406846733048428033"", ""original"": ""https://ecommons.cornell.edu/bitstreams/5c86d581-78d0-48b6-b9bb-e1ae4e665bfe/download"", ""scout_target_id"": ""BRM5-20260731-10541""}","[""internal_boundary_only""]",true,true
WCCR-802b6350ce93b71740369798,rated_span,remaining_municipalities,WCRS-2a4e11a17a34b8abf420bb0f,Rosendale,NY,Northeast,cba,cba_arbitration_factfinding_hint,police_direct,quantitative_compensation,claim_ready,quantitative_direct_text_claim_ready,budget_fiscal_constraint,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-10541-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/15/36/47/153647756793643489640406846733048428033"", ""original"": ""https://ecommons.cornell.edu/bitstreams/5c86d581-78d0-48b6-b9bb-e1ae4e665bfe/download"", ""scout_target_id"": ""BRM5-20260731-10541""}","[""internal_boundary_only""]",true,true
WCCR-87c7dd23d8b3be2233c122fa,rated_span,remaining_municipalities,WCRS-935b105bbb441855ef9c37c4,Fairmont,MN,Midwest,wage_schedule,non_cba_or_unresolved_hint,remains_unclear,quantitative_compensation,claim_ready,quantitative_direct_text_claim_ready,budget_fiscal_constraint,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-01404-02"", ""final"": ""https://fairmont.org/wp-content/uploads/2023/01/CCA012323.pdf"", ""original"": ""https://fairmont.org/wp-content/uploads/2023/01/CCA012323.pdf"", ""scout_target_id"": ""BRM5-20260731-01404""}","[""not_clear_side_anchor"",""internal_boundary_only""]",true,true
WCCR-d1b8e17d36f949fd58d9b36c,rated_span,remaining_municipalities,WCRS-a051b9737dbd7b209d5cbcd4,Fairmont,MN,Midwest,wage_schedule,non_cba_or_unresolved_hint,remains_unclear,qualitative_mechanism,claim_ready,mixed_quant_qual_claim_ready,budget_fiscal_constraint,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-01404-02"", ""final"": ""https://fairmont.org/wp-content/uploads/2023/01/CCA012323.pdf"", ""original"": ""https://fairmont.org/wp-content/uploads/2023/01/CCA012323.pdf"", ""scout_target_id"": ""BRM5-20260731-01404""}","[""not_clear_side_anchor"",""internal_boundary_only""]",true,true
WCCR-4cb77aa355185b9f32a133d0,rated_span,remaining_municipalities,WCRS-1e43fac22f58768995408b52,Fairmont,MN,Midwest,wage_schedule,non_cba_or_unresolved_hint,remains_unclear,qualitative_mechanism,claim_ready,mixed_quant_qual_claim_ready,budget_fiscal_constraint,PROMOTIONS AND TRANSFERS,,"{""candidate_id"": ""BRM5C-BRM5-20260731-01404-02"", ""final"": ""https://fairmont.org/wp-content/uploads/2023/01/CCA012323.pdf"", ""original"": ""https://fairmont.org/wp-content/uploads/2023/01/CCA012323.pdf"", ""scout_target_id"": ""BRM5-20260731-01404""}","[""not_clear_side_anchor"",""internal_boundary_only""]",true,true
WCCR-cbb2c691a24547551f3d0ba4,rated_span,remaining_municipalities,WCRS-cec618ebd95f1bb4297cd283,Fairmont,MN,Midwest,wage_schedule,non_cba_or_unresolved_hint,non_safety_direct,quantitative_compensation,claim_ready,quantitative_direct_text_claim_ready,budget_fiscal_constraint,Section 2. Training. The Director of Public Works/Public Utilities may permit an employee to,,"{""candidate_id"": ""BRM5C-BRM5-20260731-01404-02"", ""final"": ""https://fairmont.org/wp-content/uploads/2023/01/CCA012323.pdf"", ""original"": ""https://fairmont.org/wp-content/uploads/2023/01/CCA012323.pdf"", ""scout_target_id"": ""BRM5-20260731-01404""}","[""internal_boundary_only""]",true,true
WCCR-f73243b3ecc169d5d0676850,rated_span,remaining_municipalities,WCRS-384484b4e830ffe5eeff5e82,Fairmont,MN,Midwest,wage_schedule,non_cba_or_unresolved_hint,remains_unclear,quantitative_compensation,claim_ready,quantitative_direct_text_claim_ready,budget_fiscal_constraint,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-01404-02"", ""final"": ""https://fairmont.org/wp-content/uploads/2023/01/CCA012323.pdf"", ""original"": ""https://fairmont.org/wp-content/uploads/2023/01/CCA012323.pdf"", ""scout_target_id"": ""BRM5-20260731-01404""}","[""not_clear_side_anchor"",""internal_boundary_only""]",true,true
