quant_qual_record_id,source_layer,original_record_id,municipality,state,side_label,mechanism_class,link_status,claim_boundary,linkage_basis,confidence,no_causal_claim
BRMQLINKQA-b6ae5a671510f72583988674,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-189f115f955582984d20c3fc,Harris,OH,non_safety_direct,non_base_compensation,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_span"",""same_side""]",moderate,true
BRMQLINKQA-e3e166c516ed288d2a467974,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-e2c80cd6aef5bfcd72f20584,Liberty,MI,non_safety_direct,,not_linkable_write_off,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim",[],high,true
BRMQLINKQA-223423a8b02e7cb9db0e5a77,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-fb247befb215353f0545da57,East Sparta,OH,non_safety_direct,,not_linkable_write_off,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim",[],high,true
BRMQLINKQA-deb025ef1a66049701301def,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-487f2fd3d40594e33f60e598,Okawville,IL,police_direct,non_base_compensation,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_span"",""same_side""]",moderate,true
BRMQLINKQA-ba56fb113d32b81aae2015fc,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-15c18e032538ec52380953df,Hillsboro,WI,police_direct,non_base_compensation,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_span"",""same_side"",""same_period""]",high,true
BRMQLINKQA-01b1e46e260387827d6df547,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-c84a604499fde0bc6027b0e7,Franklin,OH,non_safety_direct,collective_bargaining,blocked_mechanism_link,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_period"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-5fcb92fe105e1baefc4824c5,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-4a3602ca9625b8ec20c24ccd,Hillsboro,WI,police_direct,non_base_compensation,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_span"",""same_side"",""same_period""]",high,true
BRMQLINKQA-4c2940ca0df9031e3270b830,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-e5f0500a694b5596745bf546,Lebanon,OH,police_direct,ordinance_council_adoption,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-2a837571809147667c5609af,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-0513e1d09e96c55439a80c1a,Killbuck,OH,non_safety_direct,non_base_compensation,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side""]",moderate,true
BRMQLINKQA-03dbd47f17cd292f8b4a0292,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-58cfa06952bfa0600a7ae9e5,Victory,MI,non_safety_direct,other_pay_setting_mechanism,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_span"",""same_side"",""same_period""]",high,true
BRMQLINKQA-6facdbeee0244de8bc96ce96,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-4492714ab515fb69c593e24c,Boyd,TX,police_direct,non_base_compensation,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side""]",moderate,true
BRMQLINKQA-4c293e3d1251bb3a3676521d,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-424c5a75b5849b0f0c7eb1f7,Ferdinand,IN,fire_direct,non_base_compensation,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_span"",""same_side"",""same_period""]",high,true
BRMQLINKQA-58a519f6870e97cc8bc29400,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-e24f088ad2aac36428f06694,Granville,NY,police_direct,classification_civil_service,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side""]",moderate,true
BRMQLINKQA-354ef85e2a5b96d1ae4b5767,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-20633b7e76f2866428d739a8,Monroe,OH,fire_direct,cola_cpi_indexing,weak_mechanism_link_review,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_side"",""mechanism_matches_quantitative_type""]",low,true
BRMQLINKQA-4ee8c60d1aee0a896f4b5158,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-3f5a29b00fe998153c600cae,Mandan,ND,police_direct,classification_civil_service,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""same_period"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-e9c83d409afa281f73e29f45,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-10da0324c770a0511197d9bf,Beaverton,MI,police_direct,ordinance_council_adoption,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""same_period""]",high,true
BRMQLINKQA-ebe06e9ea6ae226d7b4a6246,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-bc001ed3f982a47682e8db9b,Perry,OH,fire_direct,other_pay_setting_mechanism,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_span"",""same_side""]",moderate,true
BRMQLINKQA-de3b0e5a1772a0ae21f3add0,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-5da7f6b7b860f4201ea7c3ac,Mosinee,WI,police_direct,non_base_compensation,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side""]",moderate,true
BRMQLINKQA-8f5fdb10d825e50137f0d73f,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-e098a12f6f020df2b5db6373,Franklin,OH,police_direct,classification_civil_service,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side""]",moderate,true
BRMQLINKQA-fa8302c93984d31b08545e64,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-7b0c3aad983b51e0ed002edf,Theresa,NY,non_safety_direct,,not_linkable_write_off,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim",[],high,true
BRMQLINKQA-b30d72dfca5050f50f5c9ebb,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-7597525832900e4f15c68d52,Franklin,IN,non_safety_direct,non_base_compensation,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""same_period"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-664947c68a52e42c8e67a8a8,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-84c43b732539a74ebe1ba597,Floodwood,MN,police_direct,non_base_compensation,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""same_period"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-0bd0db367ecdabe49668a9ff,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-e0e2fc9899e65b8f07dada36,Hillsboro,WI,police_direct,non_base_compensation,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""same_period""]",high,true
BRMQLINKQA-69dddcb8361c07e2c558d6c9,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-a8dc0c5a21c1a85fb66bb596,Dublin,OH,police_direct,market_recruitment_retention,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side""]",moderate,true
BRMQLINKQA-56e5d24a82390ae7bd033576,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-67e958d367d474baa366078e,Kaukauna,WI,police_direct,non_base_compensation,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side""]",moderate,true
BRMQLINKQA-068503490f00da3e7e6daa06,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-f5c00bc7a59ddc756cfd6c6b,Tomah,WI,police_direct,collective_bargaining,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-27bf33ba36c6ac14f91001e6,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-32d2a652a61c04fbd88a1197,Hillsboro,WI,police_direct,non_base_compensation,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""same_period""]",high,true
BRMQLINKQA-0946ccc853c5e92c0d9afa15,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-1918d40a9d48c74053c3c7ce,Chatfield,MN,police_direct,ordinance_council_adoption,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-77d2e63bc68fe1ee7d489825,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-e9d976e912037132bed31892,Corning,NY,police_direct,collective_bargaining,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-7b9f6b882da655b4d844b99d,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-9ddfe1d6b037d72b712a596d,Hiram,OH,police_direct,,not_linkable_write_off,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim",[],high,true
BRMQLINKQA-c84486626cd70f5e282c1e7a,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-31267088da70344adaacafc0,Franklin,OH,fire_direct,non_base_compensation,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-d007b5b584113c6891a07636,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-e858ce9b4cbc83f0a1848d7d,Otter Creek,WI,police_direct,,not_linkable_write_off,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim",[],high,true
BRMQLINKQA-11115af23b60238575ceb79f,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-6b49e33757dbe6b7276b7d01,Virgil,IL,non_safety_direct,market_recruitment_retention,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-13d5f03a2ec2740a9d8ebcf9,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-d20155e2edff37dc70d6bff3,West Brownsville,PA,non_safety_direct,non_base_compensation,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_span"",""same_side""]",moderate,true
BRMQLINKQA-43985c1e07d545426fb91b5b,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-3fd4aca3dbf6f5dda7360909,Chilton,WI,police_direct,non_base_compensation,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_span"",""same_side""]",moderate,true
BRMQLINKQA-d4fddf5f55089956bd7c09b3,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-0912eb72b00b3325ed1fc19d,Salem,OH,police_direct,non_base_compensation,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side""]",moderate,true
BRMQLINKQA-74122aa804f793d6d65a5655,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-64a71d431bb416a22ef83fd1,Bedford,OH,police_direct,collective_bargaining,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side""]",moderate,true
BRMQLINKQA-af08cc9928ad7bddf80f8baf,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-8d91fefb90b8212cc06c3ba0,Bloomfield,MI,fire_direct,strike_no_strike_dispute_process,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side""]",moderate,true
BRMQLINKQA-3ddf797e0d63d02725b9ab12,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-8e448e92a0827f59a0f26972,Franklin,WI,police_direct,cola_cpi_indexing,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_span"",""same_side"",""same_period""]",high,true
BRMQLINKQA-413ce8e82f80b119f0e591c5,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-c01544190f0938852c9ee60b,Washington,WI,fire_direct,non_base_compensation,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""same_period"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-7b8f572109526a9dcf15ff05,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-70c6ab360aec07c328c6063a,New Baltimore,NY,non_safety_direct,,not_linkable_write_off,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim",[],high,true
BRMQLINKQA-c9175c2bfb2ff0cb5daf945a,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-ba81773d5b6f74bad1e7e9a7,Washington,IL,police_direct,collective_bargaining,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-87bb321e9353d19729ea71ad,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-324ad203473bf68f766c2cc7,Monroe,OH,police_direct,cola_cpi_indexing,blocked_mechanism_link,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_period"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-12368680b84256c807428fbe,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-294f6253489f423a8a43ea27,Hart,MI,police_direct,cola_cpi_indexing,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""same_period"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-a3917a3095a991422e4566ed,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-2d8783ec4617e3c2c5acd26b,Monroe,OH,police_direct,classification_civil_service,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-41694ba6bea6556b1cd8342a,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-e1825b0641599120551b7e7f,Monroe,OH,police_direct,retroactivity_implementation,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side""]",moderate,true
BRMQLINKQA-52e30243d89b853a15a93487,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-b231e85934b60da994946816,Granville,NY,police_direct,classification_civil_service,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side""]",moderate,true
BRMQLINKQA-9bc7047b1605ff0174feeb98,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-37f0bbe29c09d904debc7996,Jefferson,WI,police_direct,comparability_parity,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side""]",moderate,true
BRMQLINKQA-1c586177bab53c8f94704b95,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-13ef66e5022a6689a672693b,Dunn,WI,police_direct,cola_cpi_indexing,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""same_period""]",high,true
BRMQLINKQA-da7b821fbd304805dac757c3,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-162965040c34e699c85c0440,Monroe,OH,fire_direct,cola_cpi_indexing,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""same_period"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-4d1a0962da7041284c3efaee,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-d001de83c078949dcd398f6e,New Britain,PA,police_direct,non_base_compensation,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side""]",moderate,true
BRMQLINKQA-fa7982deeddecbd52be7e376,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-25f67967758edcff5575e99e,River Falls,WI,police_direct,market_recruitment_retention,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-478f95fd2719cd3fdbd1af45,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-cde1979df089937049a9afcc,Upper Uwchlan,PA,police_direct,non_base_compensation,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""same_period""]",high,true
BRMQLINKQA-518339204e2a61a4981b6bd8,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-d6d29528e4df69aeb45e7c92,East Fallowfield,PA,non_safety_direct,collective_bargaining,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-f096598b82edbb34f9d34a8b,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-f1d8e9902b655c0f119fc258,Elyria,OH,police_direct,classification_civil_service,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-9fa1625d5cc773fa7bb8ea17,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-80d58ce6c6fce3cf36f56479,Delaware,OH,fire_direct,retroactivity_implementation,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_span"",""same_side""]",moderate,true
BRMQLINKQA-4fcf7d249bc28d0a52b0d022,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-3ab9e4633b6d837e3b9b8854,Chatfield,MN,police_direct,ordinance_council_adoption,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-8a026d9d65614a7bef371233,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-48f93cb222c0f4a3f69f49f6,Floyd,NY,non_safety_direct,,not_linkable_write_off,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim",[],high,true
BRMQLINKQA-8088b027e2f561f0b6f33a35,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-2cddb08e7a0a0b8a76baa09a,Wilma,MN,non_safety_direct,other_pay_setting_mechanism,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""same_period""]",high,true
BRMQLINKQA-9655c13d6796de01a4c6e56e,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-1a4259b8dd1c76e367009282,Yorkshire,NY,non_safety_direct,,not_linkable_write_off,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim",[],high,true
BRMQLINKQA-57164bacb2f1c4a9d0f71c3e,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-8c9413489cd3fae311b6c0a3,Amsterdam,NY,police_direct,retroactivity_implementation,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_span"",""same_side""]",moderate,true
BRMQLINKQA-603b58ea47aac033847837bc,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-45f67ecc3e577a58deeef2cd,Morrice,MI,police_direct,other_pay_setting_mechanism,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side""]",moderate,true
BRMQLINKQA-568d8b558240a8c4d4ef3df8,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-23e4fd7ed0bc9055854e7ea8,Rye,PA,non_safety_direct,market_recruitment_retention,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-f8e67c22892d36582c29a2a4,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-ff41b6d9d0e581ab7ce9b514,New Sewickley,PA,non_safety_direct,,not_linkable_write_off,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim",[],high,true
BRMQLINKQA-26492e1eb07ad467536adb20,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-0e61f5335c57765e2997d23e,River Falls,WI,police_direct,market_recruitment_retention,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""mechanism_matches_quantitative_type""]",high,true
