blocker_record_id,source_layer,original_record_id,unit_type,claim_boundary,blocker_or_route,caveats,resolution
WCB-21ac490e83a8bc69026642c8,combined_broad,WCRS-b1d3ee579189bdc54ca5da45,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-af3381565294f251af858492,combined_broad,WCRS-5cfe22853ef081951f4fa326,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-3e08d89482361e1db80fb5e6,combined_broad,WCRS-4bfee518df8e9cd9c694cb5c,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-d88efde7b11e2216955c1023,combined_broad,WCRS-ff83182973149a8b44a88b5a,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-42b48df8d8f5b9aa87f2f3da,combined_broad,WCRS-9785fd61c30b64791ab5a8ac,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-c579f7efa1dd830c7560619c,combined_broad,WCRS-4c0885643465b816aaf4ecf7,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-e8009385b9ee014dcf32eb17,combined_broad,WCRS-52eaa473dc0a17ed83456bd4,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-e67699d48f364788bedff276,combined_broad,WCRS-23191b172a04b6bd55ec8b28,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-3dfcb55b5a7dda8dd8af62df,combined_broad,WCRS-5bbf406cf7d587392513d219,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-c4c3756347d3579ec18e3493,combined_broad,WCRS-b09a784d7155bce06eb380e1,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-e7aa0c0bbb2fa2bc0982fbf0,combined_broad,WCRS-aa13ae1b283d9439c61ba43d,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-d479aa076dc22f9a5ea0dd04,combined_broad,WCRS-10d4b48996c1c6957e822573,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-7ab230ed5ff2e54c0879d330,combined_broad,WCRS-91b0ea012eea70fba45e5e83,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-13236632d69f21f34140d8ba,combined_broad,WCRS-f544e55456dc4f79302ad15b,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-a4158ded426095692d7f4d27,combined_broad,WCRS-417ea28eb7c19b2d5508434f,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-ef5637b30dba04aafcacd523,combined_broad,WCRS-eacffbb4e903e03bc87c10f0,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-0e6f73c4344ed8e6bbe9bf0f,combined_broad,WCRS-d443ae27601b029ee315d99d,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-6cf18c0d73b74b14e9d4a7e3,combined_broad,WCRS-712d4fe01af1f4b7c40eb441,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-4b3fcaa71ba78eb5ad29017f,combined_broad,WCRS-72fa47366501296127442af1,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-3ea4bd15696a277af3816459,combined_broad,WCRS-3b60f12ccfa68021fc39471e,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-d1d4b45140e6c8a709233185,combined_broad,WCRS-64538d9f6bf88b56a7108b29,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-8e9d15d7efc7c66c2cee05ea,combined_broad,WCRS-e7075e11569bf5f119546109,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-afcac7239ba0003632cad00f,combined_broad,WCRS-099c46761765b47942babb7b,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-05787633521a16364a76cdda,combined_broad,WCRS-adf9c4ff81dae8af7b46be0e,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-4a364134e9c411379e094024,combined_broad,WCRS-cc3d83f474d7548a7ddaca14,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-8cccab581c0eb5a44d87ba56,combined_broad,WCRS-95eb9bdb36364632f70a2ae3,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-ea886c190b88f5a8556d7522,combined_broad,WCRS-8e42496722a4c0ec3a78641f,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-11c30827ecd4a883206a2e2b,combined_broad,WCRS-8f0fb512b9848f330dfe8832,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-0c7a9029d4caac3e67681d07,combined_broad,WCRS-5eddc8af2b269115d0cd3262,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-957ba7e45a4df6b1f636e868,combined_broad,WCRS-6a92b0e9e13384e603154088,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-126e27d3626650e44e3397d6,combined_broad,WCRS-8240bac6e8745e9b26ad8892,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-2aa25631d66dc90a07943d79,combined_broad,WCRS-b5145d03eaea2e74b5f9028c,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-8814bd39881beb68659ec8bc,combined_broad,WCRS-0cc283c42c0fc85165859775,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-960ca34fd2d318107870ac12,combined_broad,WCRS-6ff1b5d3a48b69d285df0fa4,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-ca21df4cfc39487b636829b2,combined_broad,WCRS-508c1de95becf794ec5be59c,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-a5ee8f2f02f013e4dab4d4e9,combined_broad,WCRS-9e43dadc00823a7af42dfd04,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-1a759290846dd27a171c7ce8,combined_broad,WCRS-9954d2fca43e99152162dc9b,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-8ffa5b48c5678b4e05da8afb,combined_broad,WCRS-80f3f80808e3aaec365ed858,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-e768d74b189e3ac5b7a91d01,combined_broad,WCRS-519210af25a6a93f874623e6,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-6f6bc16b8f3b732a64d087ef,combined_broad,WCRS-fbc84b8b69cc53a33dfce3a8,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-cfd88347b62e02551af01203,combined_broad,WCRS-4ba4fbf0da5aabb12380c7ce,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-9f39423821b458623fb9f800,combined_broad,WCRS-a0d1c85acff20061cdf402e3,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-93604cb6f0a1f4d4160237cb,combined_broad,WCRS-6c5e7c94d50759c53ff10222,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-4c61f33e3370c343998b2a5b,combined_broad,WCRS-3f9d14dad5cf537f8ae632d8,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-287ed1fb14ca28531c26eeb4,combined_broad,WCRS-ff2db9e538833d61a2f8e9d0,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-74d77d7aba17b80ea1ff5b6c,combined_broad,WCRS-d5de52f75896dcff69f26448,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-21371e2293ba662e0f1665e4,combined_broad,WCRS-2b4bbbefdbe3c4811414d2dd,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-6796b75190a4834b4d3f0331,combined_broad,WCRS-2df3c9b140089b00303c48de,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-599742b2a232ef94c472d098,combined_broad,WCRS-37c1a61c518a2be39b6dea67,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-43b1f90b9ac2589f18b4e607,combined_broad,WCRS-041934994652a78900311a8c,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-55f23d0b09bbec12ddad68de,combined_broad,WCRS-6938faf5d43482be2a2921a6,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-2d88d33ac990c759fb4d2e1d,combined_broad,WCRS-8c090e464646180fa1d6b6dc,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-c4ac0220e3a8116f2f1a10a2,combined_broad,WCRS-a088bbb7c3789ac1042d6bf9,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-8268f72ad8f98265f17f0871,combined_broad,WCRS-5929c3670606f5e8b1609baf,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-3243e14a24ea4ab6f4229bfb,combined_broad,WCRS-360e1dc767f58c1e47db7154,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-fd0b42802f29f1cb2826238a,combined_broad,WCRS-125f13fe38c4ca4002138cbb,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-7ac970c4003774b519f16d53,combined_broad,WCRS-fa69b8561bb3c53e163a0c81,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-0e3d21fce0735e7725c3627e,combined_broad,WCRS-8abad433ea0786b9202b7487,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-daea00ff993936e455f301da,combined_broad,WCRS-3b9686ac1a1a111dd7430965,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-a13994bd9cfbc6336184e5e8,combined_broad,WCRS-bc1a219bb526207c3c1184a1,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-0580f1ca0394e52625d46fff,combined_broad,WCRS-2af127dea2902aab301ebfb0,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-21d09e6565ff72663ca92307,combined_broad,WCRS-ddf93c36e6719c364dfdb729,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-ab0be34dd2a27dca84a79d9e,combined_broad,WCRS-331ca3ee5ac8aacc82172d9b,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-66762e51ad421a5e834d0aba,combined_broad,WCRS-445df159c4cbf44c9d363652,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-df637940987405aac24e2ea9,combined_broad,WCRS-025cc97859ade906e3919be0,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-ec44f73ba4d311344b3b2b8f,combined_broad,WCRS-b16bdea3ed2c2dfeb4cba281,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-8f3570563eb7fc07e04ee4e0,combined_broad,WCRS-096e9ac753b334b6efc3f57e,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-ce1006d10eb978aa96a49eff,combined_broad,WCRS-994883c734175b011665266c,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-0f963361572677cb0efd1cb0,combined_broad,WCRS-a7c9f2208ebfe9f89b080caf,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-1d5ea24fa6cb7bbac1b2d6b9,combined_broad,WCRS-1cc2c2099ce6755e715e4e6a,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-a4052fa7dccbbaf12d4e593e,combined_broad,WCRS-afb8cf2b32a60f80f9f73671,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-79843e04801d9bdbfc685df6,combined_broad,WCRS-407e96229d4ec4dc30f10c6b,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-1a032ad63c5d56964e115bfb,combined_broad,WCRS-f16ce69a51b8284ebe8f20fa,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-df836175ba07c4d7f0cb214a,combined_broad,WCRS-aa107ceec683afa2661c533f,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-62b61eac023b794675459b4e,combined_broad,WCRS-57a39b04432d9bbd36b4cecd,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-eb7b6ca0ea850a9e0bc83c04,combined_broad,WCRS-88d540ad61f8d3ab52b3b255,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-a7a067f4acc6a2343e45d31d,combined_broad,WCRS-f0489c52cc64b3a8db69cb77,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-24916ee65c29504253bbdcd6,combined_broad,WCRS-dd87a95786a976d0005e8d5c,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-e6d83b0dccc0f1c47dcaf503,combined_broad,WCRS-cc745e40ba38a7209ccbc29f,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-0d3490df8fec86de66e30bae,combined_broad,WCRS-bb8a313d74648652cd7e4b6d,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-0f27af6f2f6382cbdab77ebb,combined_broad,WCRS-f2b4a0b536233ed2419d98b4,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-4c21c0b6cad05a5e7065493a,combined_broad,WCRS-d8b056952f6380476fc8d1ec,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-6624f2f07c298399e3480bc6,combined_broad,WCRS-01beaa82fcb872a25bc077f1,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-aaac9080d7dbd27236305dda,combined_broad,WCRS-13654c09b45ac67fe660f3dd,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-a9de24a677c57c1c491787ed,combined_broad,WCRS-f7e55d82099a86a20213a1b6,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-8c1e07087388c87633edc805,combined_broad,WCRS-6601ff6d725f078a41911e70,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-d031bb4429faf76d6e25deab,combined_broad,WCRS-cd0c53781074a0ec7e851609,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-aeb9495158f408ff5cab40e4,combined_broad,WCRS-e0430dddaefc00a75ed5b875,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-6df2855b38435d06734cf4a2,combined_broad,WCRS-bc8b8f80f1a31262603870b7,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-64a3647dffc02b4e492789de,combined_broad,WCRS-ce77894f6a219e7db898e12b,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-d039418d9dfa1c006de3c822,combined_broad,WCRS-b6e4c8dfe3e972779da713d2,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-3535a72ac6189b7dbf8eaa3f,combined_broad,WCRS-b7e1748c61a424fe5556181d,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-6139f5dea44949d0527c5919,combined_broad,WCRS-84d6360d040563eaab12e1d2,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-e8c22c219dc76f04ea1a966a,combined_broad,WCRS-b5547d36c572ff826bee9353,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-523a02cb97034ee1f7b11112,combined_broad,WCRS-22a76c0ff122b7ccb1f971d3,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-98342643aa3e83b3e383f250,combined_broad,WCRS-e8992a265edf934fa53de8cd,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-2d26e8bc6d75c0d991e77007,combined_broad,WCRS-cd4f8ce0b4cdf291e581721c,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-8097f6d6bcd9caab606be28f,combined_broad,WCRS-b4e9d23ddb57cbe4a1c7876d,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-8c191de7fc298fa5fac2301f,combined_broad,WCRS-83c3782e18f664dbb5e90d80,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-344a0d9dcb599ce0194782c3,combined_broad,WCRS-3aa8921dc661c41b01aca93f,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-503bffda06a943569539c10e,combined_broad,WCRS-8778deb21f082c36dfed51c0,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-b05bda797c6abcbe9844472d,combined_broad,WCRS-aac57627e021f7f93ce285fc,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-ca6e0bbe95786fd3a39e4a1a,combined_broad,WCRS-e2a3f8c55cf939a22a566c13,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-5a3d89c7f45c0e4089a64ba5,combined_broad,WCRS-f496f5d27bec660fc9b8d781,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-a10b1318964510b8abf60920,combined_broad,WCRS-093a9020c57a2a6e074a9065,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-eea595083b163d0619c4327f,combined_broad,WCRS-c1e5282f12ab049c5be92c52,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-7201d6f1adb78b292817ec3d,combined_broad,WCRS-4116f4d7f97fd6c91a144f76,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-b2f3a92ef86da19e2bb68349,combined_broad,WCRS-a4add581416cb823eed036d5,rated_span,repair_needed,source_navigation_only,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-fee8ac6426a4e49d07795e58,combined_broad,WCRS-35ba7f9e162f6951b28b4c4a,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-f1a012b73e63ca6457c29c8d,combined_broad,WCRS-bb6053f3a7b5620b73e8297f,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-8f8d96d3f53fd2d64eef3762,combined_broad,WCRS-38a004eec6f6d3f208c3b79b,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-6d78e1ec96a1cb30a91a3f87,combined_broad,WCRS-3cc1fc988a4c9ec91a6558b9,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-0e9c67b70fa8eaa832b58b77,combined_broad,WCRS-9e91c6ac44f7eda809f335b8,rated_span,write_off,weak_or_not_supported,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-fc8e7db1498e43d0304523e5,combined_broad,WCRS-8f0eb0a65e8a6993d062d348,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
WCB-874c7206260a19c80e0594a6,combined_broad,WCRS-a20db8aefaf976f21a91dbf5,rated_span,repair_needed,quant_needs_normalization,"[""snippet_pointer_only"",""not_clear_side_anchor""]",preserved_for_repair_readiness_or_write_off_denominator
