evidence_id,row_document_id,attribute_taxonomy_version,primary_attribute,overall_evidence_quality,scout_priority_signal,no_wage_gap_claim,no_final_causal_claim,gabriel_backend,gabriel_model,gabriel_request_id,gabriel_attempt_count,qa_status,automatic_raise_mechanism__attribute_present,automatic_raise_mechanism__direction_of_pressure,automatic_raise_mechanism__evidence_strength,automatic_raise_mechanism__claim_relevance,automatic_raise_mechanism__reason_code,automatic_raise_mechanism__supporting_quote,automatic_raise_mechanism__claim_boundary,bargaining_power_signal__attribute_present,bargaining_power_signal__direction_of_pressure,bargaining_power_signal__evidence_strength,bargaining_power_signal__claim_relevance,bargaining_power_signal__reason_code,bargaining_power_signal__supporting_quote,bargaining_power_signal__claim_boundary,market_or_comparability_pressure__attribute_present,market_or_comparability_pressure__direction_of_pressure,market_or_comparability_pressure__evidence_strength,market_or_comparability_pressure__claim_relevance,market_or_comparability_pressure__reason_code,market_or_comparability_pressure__supporting_quote,market_or_comparability_pressure__claim_boundary,rank_or_specialization_premium__attribute_present,rank_or_specialization_premium__direction_of_pressure,rank_or_specialization_premium__evidence_strength,rank_or_specialization_premium__claim_relevance,rank_or_specialization_premium__reason_code,rank_or_specialization_premium__supporting_quote,rank_or_specialization_premium__claim_boundary,implementation_or_retroactivity_advantage__attribute_present,implementation_or_retroactivity_advantage__direction_of_pressure,implementation_or_retroactivity_advantage__evidence_strength,implementation_or_retroactivity_advantage__claim_relevance,implementation_or_retroactivity_advantage__reason_code,implementation_or_retroactivity_advantage__supporting_quote,implementation_or_retroactivity_advantage__claim_boundary,fiscal_constraint_signal__attribute_present,fiscal_constraint_signal__direction_of_pressure,fiscal_constraint_signal__evidence_strength,fiscal_constraint_signal__claim_relevance,fiscal_constraint_signal__reason_code,fiscal_constraint_signal__supporting_quote,fiscal_constraint_signal__claim_boundary,parity_or_internal_equity_signal__attribute_present,parity_or_internal_equity_signal__direction_of_pressure,parity_or_internal_equity_signal__evidence_strength,parity_or_internal_equity_signal__claim_relevance,parity_or_internal_equity_signal__reason_code,parity_or_internal_equity_signal__supporting_quote,parity_or_internal_equity_signal__claim_boundary,non_base_compensation_signal__attribute_present,non_base_compensation_signal__direction_of_pressure,non_base_compensation_signal__evidence_strength,non_base_compensation_signal__claim_relevance,non_base_compensation_signal__reason_code,non_base_compensation_signal__supporting_quote,non_base_compensation_signal__claim_boundary,base_wage_direct_value__attribute_present,base_wage_direct_value__direction_of_pressure,base_wage_direct_value__evidence_strength,base_wage_direct_value__claim_relevance,base_wage_direct_value__reason_code,base_wage_direct_value__supporting_quote,base_wage_direct_value__claim_boundary,safety_advantage_signal__attribute_present,safety_advantage_signal__direction_of_pressure,safety_advantage_signal__evidence_strength,safety_advantage_signal__claim_relevance,safety_advantage_signal__reason_code,safety_advantage_signal__supporting_quote,safety_advantage_signal__claim_boundary,non_safety_constraint_signal__attribute_present,non_safety_constraint_signal__direction_of_pressure,non_safety_constraint_signal__evidence_strength,non_safety_constraint_signal__claim_relevance,non_safety_constraint_signal__reason_code,non_safety_constraint_signal__supporting_quote,non_safety_constraint_signal__claim_boundary,gap_narrowing_signal__attribute_present,gap_narrowing_signal__direction_of_pressure,gap_narrowing_signal__evidence_strength,gap_narrowing_signal__claim_relevance,gap_narrowing_signal__reason_code,gap_narrowing_signal__supporting_quote,gap_narrowing_signal__claim_boundary,strike_or_no_strike_constraint__attribute_present,strike_or_no_strike_constraint__direction_of_pressure,strike_or_no_strike_constraint__evidence_strength,strike_or_no_strike_constraint__claim_relevance,strike_or_no_strike_constraint__reason_code,strike_or_no_strike_constraint__supporting_quote,strike_or_no_strike_constraint__claim_boundary,weak_or_no_claim_support__attribute_present,weak_or_no_claim_support__direction_of_pressure,weak_or_no_claim_support__evidence_strength,weak_or_no_claim_support__claim_relevance,weak_or_no_claim_support__reason_code,weak_or_no_claim_support__supporting_quote,weak_or_no_claim_support__claim_boundary
qualitative:lobs_7983d846789ea6a209e3b8e6,lobs_7983d846789ea6a209e3b8e6,v1.1,weak_or_no_claim_support,low,low,true,true,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_03fe34a8bcf23ff9006a66590896688193abadb3328d1a1e08,2,schema_valid_exact_quote_verified,false,not_applicable,not_supported,not_claim_ready,no_auto_rule_in_span,,not_applicable,false,not_applicable,not_supported,not_claim_ready,no_bargaining_or_negotiation_terms,,not_applicable,false,not_applicable,not_supported,not_claim_ready,no_market_comparison_language,,not_applicable,false,not_applicable,not_supported,not_claim_ready,rank_only_without_compensation_details,,not_applicable,false,not_applicable,not_supported,not_claim_ready,no_effective_date_or_timing_terms,,not_applicable,false,not_applicable,not_supported,not_claim_ready,no_funding_or_budget_constraints,,not_applicable,false,not_applicable,not_supported,not_claim_ready,no_parity_or_internal_equity_terms,,not_applicable,false,not_applicable,not_supported,not_claim_ready,no_overtime_stipend_benefit_leave_terms,,not_applicable,false,not_applicable,not_supported,not_claim_ready,no_wage_rate_or_salary_value_in_span,,not_applicable,false,not_applicable,not_supported,not_claim_ready,no_safety_relative_mechanism_terms,,not_applicable,false,not_applicable,not_supported,not_claim_ready,no_non_safety_constraint_or_standardization_language,,not_applicable,false,not_applicable,not_supported,not_claim_ready,no_equity_compression_gap_mechanism_terms,,not_applicable,false,not_applicable,not_supported,not_claim_ready,no_strike_or_no_strike_terms,,not_applicable,true,not_applicable,weak,not_claim_ready,insufficient_context_only_rank_header_without_pay_or_mechanism,Rank Differential.,not_applicable
qualitative:lobs_799a22fa2ccdc235830f2054,lobs_799a22fa2ccdc235830f2054,v1.1,weak_or_no_claim_support,low,low,true,true,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_03eab7f2c45a4a05006a6658dfcd408197af24bca599400139,1,schema_valid_exact_quote_verified,false,not_applicable,not_supported,not_claim_ready,no_automatic_formula_or_escalator_mentioned,,The evidence does not mention any automatic pay increase mechanism.,false,not_applicable,not_supported,not_claim_ready,no_union_or_negotiation_mechanism_stated,,"The evidence does not discuss bargaining, arbitration, or negotiated leverage.",false,not_applicable,not_supported,not_claim_ready,no_market_or_competiveness_justification_given,,The evidence provides no market/comparability rationale.,false,not_applicable,not_supported,not_claim_ready,no_rank_or_specialty_based_pay_differentiation,,The evidence does not reference different pay by rank or role.,false,not_applicable,not_supported,not_claim_ready,no_effective_date_or_timing_terms_present,,The evidence does not provide implementation or retroactivity timing.,false,not_applicable,not_supported,not_claim_ready,no_budget_or_affordability_constraints_mentioned,,The evidence does not cite fiscal or budget limits.,false,not_applicable,not_supported,not_claim_ready,no_parity_or_internal_equity_language,,The evidence does not reference parity/compression/internal equity.,false,not_applicable,not_supported,not_claim_ready,mentions_salary_reduction_protection_not_specific_nonbase_benefit,,The evidence does not describe overtime/stipends/benefits as non-base compensation.,false,not_applicable,not_supported,not_claim_ready,no_base_pay_amount_or_rate_reported,,"The evidence does not state a base wage rate, amount, or raise percentage.",false,not_applicable,not_supported,not_claim_ready,no_safety_related_comparative_compensation_mechanism,,The evidence contains no safety-vs-non-safety compensation mechanism.,false,not_applicable,not_supported,not_claim_ready,no_constraining_terms_for_non_safety_pay,,The evidence does not constrain non-safety pay or differentiate it.,false,not_applicable,not_supported,not_claim_ready,no_gap_or_equity_narrowing_mechanism_described,,The evidence does not mention narrowing a wage gap.,false,not_applicable,not_supported,not_claim_ready,no_strike_or_no_strike_or_labor_disruption_terms,,The evidence does not discuss strike rights or strike-related constraints.,true,neutral_or_unclear,weak,not_claim_ready,protects_against_salary_reduction_without_link_to_raise_or_comparison,No salary reduction shall be made for an employee who does not work on one of the above specified,"This clause only addresses salary reduction for non-working situations and does not provide sufficient information about pay level changes, mechanisms, or safety-vs-non-safety comparisons in this phase."
qualitative:lobs_79f29bc1a59ae22724268ff0,lobs_79f29bc1a59ae22724268ff0,v1.1,automatic_raise_mechanism,low,low,true,true,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_0b9e80ddebe5eeff006a6658e2661481939beb9e614fb9f1b2,1,schema_valid_exact_quote_verified,true,gap_narrowing,moderate,provisional_causal_candidate,step_promotion_governs_increase_formula,the date of promotion shall govern all step,"indicates step changes governed by promotion timing alongside a minimum percent increase, without identifying automatic COLA/CPI language or comparative safety/non-safety effects",false,not_applicable,not_supported,not_claim_ready,no_bargaining_or_negotiation_terms_in_span,,:3,false,not_applicable,not_supported,not_claim_ready,no_market_comparison_or_competitiveness_terms_in_span,,:3,false,not_applicable,not_supported,not_claim_ready,no_rank_or_classification_based_differentiation_in_span,,:3,false,not_applicable,not_supported,not_claim_ready,no_effective_date_retroactive_or_staged_implementation_language_in_span,,:3,false,not_applicable,not_supported,not_claim_ready,no_budget_or_affordability_constraints_in_span,,:3,false,not_applicable,not_supported,not_claim_ready,no_parity_or_internal_equity_or_compression_terms_in_span,,:3,false,not_applicable,not_supported,not_claim_ready,no_overtime_stipend_longevity_benefits_terms_in_span,,:3,false,not_applicable,not_supported,not_claim_ready,span_mentions_minimum_percent_increase_not_base_rate_amount_or_salary_value,,:3,false,not_applicable,not_supported,not_claim_ready,no_safety_versus_non_safety_comparative_mechanism_in_span,,:3,false,not_applicable,not_supported,not_claim_ready,no_non_safety_constraint_or_delay_or_standardization_terms_in_span,,:3,false,not_applicable,not_supported,not_claim_ready,no_comparative_equity_or_gap_narrowing_language_in_span,,:3,false,not_applicable,not_supported,not_claim_ready,no_strike_or_no_strike_or_labor_peace_language_in_span,,:3,false,not_applicable,not_supported,not_claim_ready,weak_support_not_needed_when_other_attribute_is_present,,:3
qualitative:lobs_7a5a7c05de08d81d0e46ceab,lobs_7a5a7c05de08d81d0e46ceab,v1.1,weak_or_no_claim_support,low,low,true,true,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_0cbaeb79a4726c2e006a66590894588194828b8d255254df89,2,schema_valid_exact_quote_verified,false,not_applicable,not_supported,not_claim_ready,no_automatic_rule_language_in_span,,no substantiated mechanism language in span,false,not_applicable,not_supported,not_claim_ready,no_bargaining_or_negotiation_language_in_span,,span only states an effective date range,false,not_applicable,not_supported,not_claim_ready,no_market_or_comparability_rationale_in_span,,no mention of market/competitiveness,false,not_applicable,not_supported,not_claim_ready,no_rank_or_specialty_pay_differentiation_in_span,,no pay differentiation by role/classification,false,not_applicable,not_supported,not_claim_ready,span_only_has_effective_date_range_no_comparative_timing_terms,,does not state staged increases or retroactivity comparative advantage,false,not_applicable,not_supported,not_claim_ready,no_budget_or_funding_constraint_language_in_span,,no fiscal constraint wording present,false,not_applicable,not_supported,not_claim_ready,no_parity_or_internal_equity_language_in_span,,no equity/compression language present,false,not_applicable,not_supported,not_claim_ready,no_non_base_compensation_items_in_span,,no overtime/stipend/benefits language,false,not_applicable,not_supported,not_claim_ready,no_wage_amount_or_base_pay_rate_in_span,,no direct base wage/amount stated,false,not_applicable,not_supported,not_claim_ready,no_safety_vs_non_safety_mechanism_in_span,,span provides no safety-compensation comparison,false,not_applicable,not_supported,not_claim_ready,no_non_safety_constraint_or_standardization_in_span,,no constraint language for non-safety pay,false,not_applicable,not_supported,not_claim_ready,no_equity_or_gap_narrowing_mechanism_in_span,,no mechanism suggesting gap narrowing,false,not_applicable,not_supported,not_claim_ready,no_strike_or_no_strike_terms_in_span,,no labor dispute/strike clause text present,true,not_applicable,weak,not_claim_ready,span_is_only_an_effective_date_range_without_compensation_mechanism_or_value,"Effective July 1, 2020 through June 30, 2027","This date-range alone does not provide wage-related mechanisms, amounts, constraints, or comparative claims for rating."
qualitative:lobs_7a6a91a755145bf455273919,lobs_7a6a91a755145bf455273919,v1.1,rank_or_specialization_premium,low,medium,true,true,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_08e9226edc5c675e006a66590f31a88197b86ba044386a7142,2,schema_valid_exact_quote_verified,false,not_applicable,not_supported,not_claim_ready,no_automatic_rule_in_span,,"The span does not mention an automatic pay rule such as COLA, CPI, or step/seniority automation.",false,not_applicable,not_supported,not_claim_ready,no_union_or_negotiation_language_in_span,,The span contains no bargaining/negotiation or labor-process language.,false,not_applicable,not_supported,not_claim_ready,no_market_or_competitive_language_in_span,,"The span does not reference market comparisons, peers, or competitiveness.",true,gap_narrowing,strong,direct_text_claim,rank_relative_pay_percentage_stated,SERGEANT - Step B 15°/o above Step 5 Patrol Officer,This indicates a rank-based pay difference (Sergeant vs. Patrol Officer) but does not establish a wage-gap effect beyond the text.,false,not_applicable,not_supported,not_claim_ready,no_effective_date_or_timing_terms_in_span,,No implementation/retroactivity timing language is present in the span.,false,not_applicable,not_supported,not_claim_ready,no_budget_or_funding_constraints_in_span,,The span does not mention fiscal limits or budget/funding constraints.,false,not_applicable,not_supported,not_claim_ready,no_parity_internal_equity_language_in_span,,"The span does not mention parity, compression, or internal-equity mechanisms.",false,not_applicable,not_supported,not_claim_ready,no_overtime_stipend_or_benefits_language_in_span,,"The span does not mention overtime, stipends, longevity, benefits, or other non-base compensation.",true,gap_narrowing,moderate,direct_text_claim,percentage_above_pay_value_specified_in_span,15°/o above,This provides a stated pay relationship (15% above) but does not provide wage levels for a base-wage effect analysis.,false,not_applicable,not_supported,not_claim_ready,no_safety_vs_non_safety_comparative_mechanism_in_span,,The span references law-enforcement roles but does not provide a safety vs non-safety comparative compensation mechanism.,false,not_applicable,not_supported,not_claim_ready,no_non_safety_constraint_mechanism_in_span,,The span does not mention any non-safety pay constraint or limitation.,false,not_applicable,not_supported,not_claim_ready,no_equity_or_gap_narrowing_mechanism_terms_in_span,,The span states a rank-based comparison but does not state an equity mechanism intended to narrow a safety/non-safety wage gap.,false,not_applicable,not_supported,not_claim_ready,no_strike_or_labor_restriction_language_in_span,,"The span does not mention strike rights, no-strike clauses, or related labor-peace mechanisms.",false,not_applicable,not_supported,not_claim_ready,other_attributes_supported_in_span,,Not used because other attributes are supported by the span.
qualitative:lobs_7a6d465fcb6017a0db561021,lobs_7a6d465fcb6017a0db561021,v1.1,implementation_or_retroactivity_advantage,low,low,true,true,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_08d771a7b8367e1d006a6658ea2c188196a6fe923035940713,1,schema_valid_exact_quote_verified,false,not_applicable,not_supported,not_claim_ready,no_automatic_rule_stated,,": highest step effective January 1, 2020.",false,not_applicable,not_supported,not_claim_ready,no_bargaining_or_negotiation_language,,"highest step effective January 1, 2020.",false,not_applicable,not_supported,not_claim_ready,no_market_comparability_terms,,"highest step effective January 1, 2020.",false,not_applicable,not_supported,not_claim_ready,no_rank_or_differentiated_pay_terms,,"highest step effective January 1, 2020.",true,gap_narrowing,moderate,documentary_mechanism_claim,effective_date_implementation_term_only,"effective January 1, 2020.",The span indicates an effective date for a 'highest step' but does not establish a comparative advantage.,false,not_applicable,not_supported,not_claim_ready,no_fiscal_budget_or_affordability_constraints,,"highest step effective January 1, 2020.",false,not_applicable,not_supported,not_claim_ready,no_parity_or_equity_language,,"highest step effective January 1, 2020.",false,not_applicable,not_supported,not_claim_ready,no_non_base_compensation_types_mentioned,,"highest step effective January 1, 2020.",false,not_applicable,not_supported,not_claim_ready,no_base_wage_amount_or_rate_stated,,"highest step effective January 1, 2020.",false,not_applicable,not_supported,not_claim_ready,no_safety_relative_compensation_mechanism,,"highest step effective January 1, 2020.",false,not_applicable,not_supported,not_claim_ready,no_non_safety_pay_constraint_terms,,"highest step effective January 1, 2020.",false,not_applicable,not_supported,not_claim_ready,no_compression_or_comparative_gap_mechanism,,"highest step effective January 1, 2020.",false,not_applicable,not_supported,not_claim_ready,no_strike_or_no_strike_language,,"highest step effective January 1, 2020.",false,not_applicable,not_supported,not_claim_ready,omitted_because_another_attribute_is_supported,,"highest step effective January 1, 2020."
qualitative:lobs_7a9923aa08a97994e1c21766,lobs_7a9923aa08a97994e1c21766,v1.1,implementation_or_retroactivity_advantage,low,low,true,true,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_0668eb7bc38ea627006a6658eb00e88193b6bce7f60bd38022,1,schema_valid_exact_quote_verified,false,not_applicable,not_supported,not_claim_ready,no_automatic_formula_or_step_language,,N/A,false,not_applicable,not_supported,not_claim_ready,no_bargaining_or_negotiation_or_arbitration_terms,,N/A,false,not_applicable,not_supported,not_claim_ready,no_market_or_competitive_comparability_language,,N/A,false,not_applicable,not_supported,not_claim_ready,no_rank_classification_or_specialty_pay_differentiation,,N/A,true,neutral_or_unclear,weak,context_only,only_effective_date_range_provided_without_timing_advantage_terms,"EFFECTIVE JULY 1, 2022 THROUGH JUNE 30, 2026","Indicates an effective date range, but does not state retroactivity, staged increases, or an implementation advantage.",false,not_applicable,not_supported,not_claim_ready,no_budget_or_affordability_or_fiscal_limit_language,,N/A,false,not_applicable,not_supported,not_claim_ready,no_parity_internal_equity_or_compression_language,,N/A,false,not_applicable,not_supported,not_claim_ready,no_non_base_compensation_components_listed,,N/A,false,not_applicable,not_supported,not_claim_ready,no_base_wage_rate_or_salary_or_step_amount_reported,,N/A,false,not_applicable,not_supported,not_claim_ready,no_safety_vs_non_safety_compensation_mechanism_language,,N/A,false,not_applicable,not_supported,not_claim_ready,no_language_indicating_non_safety_pay_constraints_or_standardization,,N/A,false,not_applicable,not_supported,not_claim_ready,no_equity_or_compression_relief_mechanism_described,,N/A,false,not_applicable,not_supported,not_claim_ready,no_strike_or_no_strike_or_labor_peace_terms_present,,N/A,false,not_applicable,not_supported,not_claim_ready,an_attribute_is_supported_by_effective_date_context,,N/A
qualitative:lobs_7b2d13d2c2a556a2945e58df,lobs_7b2d13d2c2a556a2945e58df,v1.1,automatic_raise_mechanism,medium,medium,true,true,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_0589f91e22d40488006a6658ee384881948464679f94f49678,1,schema_valid_exact_quote_verified,true,gap_narrowing,moderate,documentary_mechanism_claim,anniversary_based_step_increase_rule,anniversary date shall be the eligibility date for any and all step increases,"This supports the presence of an automatic eligibility rule for step increases tied to an anniversary date, not the magnitude of any wage effect.",false,not_applicable,not_supported,not_claim_ready,no_union_or_negotiation_language_in_span,,"Span does not mention bargaining, negotiation, or labor leverage.",false,not_applicable,not_supported,not_claim_ready,no_market_or_comparability_terms_in_span,,Span does not reference market comparisons or recruitment/retention competitiveness.,false,not_applicable,not_supported,not_claim_ready,no_rank_or_specialty_pay_differentiation_in_span,,"Span does not state pay differences by rank, certification, or specialty.",false,not_applicable,not_supported,not_claim_ready,no_retroactive_or_timing_advantage_language_in_span,,Span specifies an eligibility date concept but does not describe retroactivity or comparative timing advantage.,false,not_applicable,not_supported,not_claim_ready,no_budget_or_affordability_constraints_in_span,,"Span does not reference budgets, funding limits, or fiscal constraints.",false,not_applicable,not_supported,not_claim_ready,no_parity_or_internal_equity_language_in_span,,"Span does not mention parity, compression, or internal equity alignment.",false,not_applicable,not_supported,not_claim_ready,no_overtime_stipend_or_benefits_terms_in_span,,Span discusses step increases but does not mention non-base compensation types.,false,not_applicable,not_supported,not_claim_ready,no_wage_amount_or_rate_stated_in_span,,"Span does not directly state any base wage rate, salary, or step amount.",false,not_applicable,not_supported,not_claim_ready,no_safety_vs_non_safety_comparative_mechanism_in_span,,Span does not indicate safety-specific compensation relative to non-safety.,false,not_applicable,not_supported,not_claim_ready,no_non_safety_constraint_terms_in_span,,"Span does not describe constraints, standardization, or delayed increases for non-safety pay.",false,not_applicable,not_supported,not_claim_ready,no_comparative_gap_or_equity_compression_language_in_span,,Span does not compare safety vs non-safety pay or state a gap-narrowing mechanism.,false,not_applicable,not_supported,not_claim_ready,no_strike_or_work_stoppage_terms_in_span,,Span does not address strike rights or no-strike/essential-service provisions.,false,not_applicable,not_supported,not_claim_ready,automatic_raise_mechanism_is_supported_by_span,,Not needed because the span supports an automatic step-increase eligibility mechanism.
qualitative:lobs_7b7241aeae013376dc16b393,lobs_7b7241aeae013376dc16b393,v1.1,automatic_raise_mechanism,medium,medium,true,true,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_0431c595a240e8db006a6658f113ec8194a1e40964122e7882,1,schema_valid_exact_quote_verified,true,neutral_or_unclear,moderate,documentary_mechanism_claim,step_in_pay_schedule_indicates_automatic_progression,"(6) months of continuous employment (Step IA to Step 2B effective January 1, 2023).","Indicates a step progression tied to continuous employment, not a final wage effect.",false,not_applicable,not_supported,not_claim_ready,no_bargaining_or_negotiation_language_present,,N/A,false,not_applicable,not_supported,not_claim_ready,no_market_or_competitive_rationale_provided,,N/A,false,not_applicable,not_supported,not_claim_ready,no_role_or_specialty_based_compensation_differentiation_stated,,N/A,true,neutral_or_unclear,moderate,documentary_mechanism_claim,effective_date_terms_for_step_progression,"effective January 1, 2023).",Provides timing for a step change; does not establish comparative advantage.,false,not_applicable,not_supported,not_claim_ready,no_budget_or_affordability_language_present,,N/A,false,not_applicable,not_supported,not_claim_ready,no_parity_or_internal_equity_comparison_language_present,,N/A,false,not_applicable,not_supported,not_claim_ready,only_step_progression_stated_without_other_benefits_or_stipends,,N/A,true,neutral_or_unclear,weak,provisional_causal_candidate,mentions_step_levels_in_salary_progression_without_specific_dollar_amount,(Step IA to Step 2B,References a step change but does not provide a numeric wage value in the span.,false,not_applicable,not_supported,not_claim_ready,no_safety_vs_non_safety_comparison_or_policy_mechanism_present,,N/A,false,not_applicable,not_supported,not_claim_ready,no_non_safety_constraint_or_standardization_language_present,,N/A,false,not_applicable,not_supported,not_claim_ready,no_gap_equity_or_compression_mechanism_between_groups_stated,,N/A,false,not_applicable,not_supported,not_claim_ready,no_strike_or_labor_provision_language_present,,N/A,false,not_applicable,not_supported,not_claim_ready,another_attribute_is_supported_by_exact_span,,N/A
qualitative:lobs_7befee0765f547277f3e395e,lobs_7befee0765f547277f3e395e,v1.1,automatic_raise_mechanism,low,low,true,true,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_0a3006d15903fc5d006a6658f2017481949e04175013894f11,1,schema_valid_exact_quote_verified,true,gap_narrowing,weak,provisional_causal_candidate,step_advancement_language_without_amount,requirements herein above shall be advanced to the next applicable Pay Step,"Indicates movement to a next pay step but does not state any specific automatic formula, amount, or comparison outcome.",false,not_applicable,not_supported,not_claim_ready,no_bargaining_language_present,,: no evidence span about bargaining/negotiation/arbitration.,false,not_applicable,not_supported,not_claim_ready,no_market_comparability_language_present,,: no evidence span about market/peer/recruitment/retention.,false,not_applicable,not_supported,not_claim_ready,no_rank_or_specialty_language_present,,: no evidence span about rank/certification/specialty pay differentials.,true,gap_narrowing,weak,provisional_causal_candidate,effective_date_timing_without_retro_compare,effective on,Mentions an effective timing for the next pay step but does not provide retroactivity/staging details or comparative advantage.,false,not_applicable,not_supported,not_claim_ready,no_fiscal_or_budget_language_present,,": no evidence span about budgets, funding limits, or fiscal constraints.",false,not_applicable,not_supported,not_claim_ready,no_parity_equity_language_present,,: no evidence span about parity/compression/internal alignment.,false,not_applicable,not_supported,not_claim_ready,no_non_base_comp_language_present,,": no evidence span about overtime, stipends, longevity, benefits, or reimbursements.",false,not_applicable,not_supported,not_claim_ready,no_base_wage_amount_or_rate_stated,,: no explicit wage value/amount is stated in the evidence span.,false,not_applicable,not_supported,not_claim_ready,no_safety_vs_non_safety_comparison_language_present,,: no evidence span about police/fire/safety advantage.,false,not_applicable,not_supported,not_claim_ready,no_non_safety_constraint_language_present,,: no evidence span about non-safety pay constraints/differences.,false,not_applicable,not_supported,not_claim_ready,no_gap_narrowing_mechanism_or_comparison_expressed,,: no explicit gap-narrowing/parity mechanism or quantitative comparison is provided.,false,not_applicable,not_supported,not_claim_ready,no_strike_or_no_strike_language_present,,: no evidence span about strike rights or labor-peace/essential-service limits.,false,not_applicable,not_supported,not_claim_ready,other_attribute_signals_present,,: not used because automatic_raise_mechanism and implementation timing are (weakly) supported.
qualitative:lobs_7c4776d57eb21135f35a11ce,lobs_7c4776d57eb21135f35a11ce,v1.1,weak_or_no_claim_support,low,low,true,true,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_0bce4702fa05bf31006a6658f4441881939a2d02d35351ac70,1,schema_valid_exact_quote_verified,false,not_applicable,not_supported,not_claim_ready,no_supporting_wage_rule_in_span,,">=14.1 scope is investigation rights, not pay adjustment mechanism",false,not_applicable,not_supported,not_claim_ready,span_mentions_investigation_not_negotiation_or_leverage,,Section 14.1 employee may during formal investigation; no bargaining/negotiated pay stated,false,not_applicable,not_supported,not_claim_ready,no_market_or_comparability_language_in_span,,no reference to recruitment/retention/market comparisons,false,not_applicable,not_supported,not_claim_ready,no_rank_or_classification_pay_difference_in_span,,Section 14.1 does not describe differentiated compensation by role/rank,false,not_applicable,not_supported,not_claim_ready,no_effective_date_or_staged_increase_terms_in_span,,no timing of pay changes described,false,not_applicable,not_supported,not_claim_ready,no_budget_or_affordability_constraint_in_span,,"span is about investigation commencement, not fiscal limits",false,not_applicable,not_supported,not_claim_ready,no_parity_or_equity_language_in_span,,no internal equity/compression language,false,not_applicable,not_supported,not_claim_ready,no_overtime_stipend_benefit_or_nonbase_pay_terms_in_span,,"span concerns formal investigation, not non-base compensation",false,not_applicable,not_supported,not_claim_ready,no_wage_rate_salary_or_raise_amount_in_span,,no base wage or pay amounts stated,false,not_applicable,not_supported,not_claim_ready,no_safety_vs_non_safety_compensation_mechanism_in_span,,span does not discuss safety pay mechanisms,false,not_applicable,not_supported,not_claim_ready,no_constraint_on_non_safety_pay_in_span,,span does not discuss constraints or limitations on pay,false,not_applicable,not_supported,not_claim_ready,no_compression_parity_or_gap_mechanism_in_span,,no mechanism described to narrow differences,false,not_applicable,not_supported,not_claim_ready,no_strike_or_labor_disruption_language_in_span,,span is about formal investigation; no strike/no-strike terms,true,neutral_or_unclear,weak,not_claim_ready,span_describes_employee_rights_during_investigation_without_pay_content,"Section 14.1 Upon commencing a formal investigation of an employee, the employee may",This excerpt contains investigation context only and does not provide wage/compensation mechanism evidence needed for claim-oriented rating.
