review_type,extraction_case_id,page_number,lane,observation_ids,observation_count,qa_reason,resolution_classification,resolution_status,unresolved_flag,structured_basis,canonical_observation_id,duplicate_observation_ids
potential_quantitative_conflict,cexrem_6c9c5eb799e576d14a95ad10,14,quantitative,qobs_631c4ae528d5a9b5b4cf4d8f|qobs_e948e91ae61b5375faa08770|qobs_d168224ccffbb93344a22275|qobs_ec20dc260f11f43d9e298868,4,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_effective_period,resolved,false,Different year tokens identify distinct effective periods.,,
potential_quantitative_conflict,cexrem_dab56921778c4897f80f92b3,3,quantitative,qobs_385b65477fc10d7f7e75ea04|qobs_807ac4fbdef04119190cea92,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,insufficient_evidence_needs_review,unresolved,true,"Different rate/salary values lack a captured rank, step, grade, or distinct reason.",,
potential_quantitative_conflict,cexrem_9912821b51d9e593a00167ac,1,quantitative,qobs_4a1c3ca7714c258dd0a0454e|qobs_d873c5dda67baac7c3527d57|qobs_720b28cb3bdcab6c4c14bb7a|qobs_00404927aa0bcef6e91e9a53|qobs_da3a99c999e5977d01aef733,5,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,insufficient_evidence_needs_review,unresolved,true,"Different rate/salary values lack a captured rank, step, grade, or distinct reason.",,
potential_quantitative_conflict,cexrem_dddfbff18efa9f5a9a1df240,6,quantitative,qobs_46983205c2e812a6f5cee715|qobs_c0b5784beb20227d7400fa7b,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_schedule_cell,resolved,false,Distinct reason codes identify separate percentage components/cells.,,
potential_quantitative_conflict,cexrem_dddfbff18efa9f5a9a1df240,6,quantitative,qobs_5fcf81d93b02b3a4066cde87|qobs_38d1dc7ca772c7f2f8e6c5da,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_schedule_cell,resolved,false,Distinct reason codes identify separate percentage components/cells.,,
potential_quantitative_conflict,cexrem_7bad44470df012d8f55204ce,3,quantitative,qobs_e4165ffcac2bf3b3db87d0ba|qobs_76d2e9c9827378219ac67508|qobs_f85f954ee2f10efef7429bda,3,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_schedule_cell,resolved,false,Distinct reason codes identify separate percentage components/cells.,,
potential_quantitative_conflict,cexrem_a9e55bc0aa6bfdef69a5909e,4,quantitative,qobs_1c316c2b1f0edd6989940ae1|qobs_607aea7d85024b899c0451d6,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,insufficient_evidence_needs_review,unresolved,true,"Different rate/salary values lack a captured rank, step, grade, or distinct reason.",,
potential_quantitative_conflict,cexrem_a9e55bc0aa6bfdef69a5909e,5,quantitative,qobs_d4ce04e08316696c3f53c9fd|qobs_1023a414cb004adbcd96fd4c|qobs_9d2607efbee146824bce505b,3,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,insufficient_evidence_needs_review,unresolved,true,"Different rate/salary values lack a captured rank, step, grade, or distinct reason.",,
potential_quantitative_conflict,cexrem_ce26b64091aa0e4e7c18d845,17,quantitative,qobs_09cd60c5aa682f48ef9a3c1c|qobs_ecbeffd3a26b84ff9b12b1d9,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_schedule_cell,resolved,false,Distinct reason codes identify separate percentage components/cells.,,
potential_quantitative_conflict,cexrem_0b4d1de0c905c0e502656083,29,quantitative,qobs_eef8184f99a83ea8906c8088|qobs_6249ef3cdf7b905d51728288,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_schedule_cell,resolved,false,Distinct reason codes identify separate percentage components/cells.,,
potential_quantitative_conflict,cexrem_b07dd566b242de8eafb00f46,29,quantitative,qobs_25fb85325140469b4fa0cd01|qobs_24ffef991e72480c736af4a1|qobs_5d3ab3444d886ea18afc5b03,3,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,insufficient_evidence_needs_review,unresolved,true,"Different rate/salary values lack a captured rank, step, grade, or distinct reason.",,
potential_quantitative_conflict,cexrem_e14bc19b183ecaefb2ada9a9,3,quantitative,qobs_b8e3b2f54f60129894f60caf|qobs_1163418c3a21917003f54895,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_schedule_cell,resolved,false,Distinct reason codes identify separate percentage components/cells.,,
potential_quantitative_conflict,cexrem_c9a3a7065c794a7102c1f5f7,9,quantitative,qobs_55377aeba2dc31c908dcbd65|qobs_a65f775c96c88b3ccbf3ca7e,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_classification_or_rank,resolved,false,Distinct structured reason codes identify separate schedule rows/cells.,,
potential_quantitative_conflict,cexrem_bc003451d8f670262c031511,13,quantitative,qobs_1542090aec0ae417a714cb2e|qobs_525f3957473fdc58b6a6a52d,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_schedule_cell,resolved,false,Distinct reason codes identify separate percentage components/cells.,,
potential_quantitative_conflict,cexrem_bc003451d8f670262c031511,13,quantitative,qobs_29cffb2730f0f7e4e9210da8|qobs_b7d5ff5a8ec42c242924a4c7,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_schedule_cell,resolved,false,Distinct reason codes identify separate percentage components/cells.,,
potential_quantitative_conflict,cexrem_41997921f28ec3d321430450,1,quantitative,qobs_d27bc5de805671eb54f04222|qobs_123f1062b56d8ebd7279e681|qobs_0a4d2169190dc9e4bf9527b6|qobs_a044999566cd2f5d88c34e7c|qobs_d8b8a5a37d0355df483e3f47,5,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_schedule_cell,resolved,false,Distinct reason codes identify separate percentage components/cells.,,
potential_quantitative_conflict,cexrem_4b7930faa9295221b271789e,9,quantitative,qobs_f748713d284c85102c14e8cf|qobs_f2e16bc12a2abda3085ada7b,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_classification_or_rank,resolved,false,Distinct structured reason codes identify separate schedule rows/cells.,,
potential_quantitative_conflict,cexrem_4b7930faa9295221b271789e,10,quantitative,qobs_a93aa59d3bb2511a1db60e2e|qobs_9d00373c67ca5ad96f6084e7,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_classification_or_rank,resolved,false,Distinct structured reason codes identify separate schedule rows/cells.,,
potential_quantitative_conflict,cexrem_c6fcceea1d1b43be17bdbd43,3,quantitative,qobs_4768e06f934e18b2581dfdd9|qobs_e2836019e7b25caab342eb18|qobs_2f40f2b9887eee3d2c9d7191|qobs_c04be138033451e2dbc728fd|qobs_5360d3974d4cd9bbb3cca854,5,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_classification_or_rank,resolved,false,Distinct structured reason codes identify separate schedule rows/cells.,,
potential_quantitative_conflict,cexrem_49dfe4f44d1064b2d1c1f338,1,quantitative,qobs_f36e3f4b3de743590affc1ba|qobs_3b3350f26db53b5da83a959a,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,insufficient_evidence_needs_review,unresolved,true,"Different rate/salary values lack a captured rank, step, grade, or distinct reason.",,
potential_quantitative_conflict,cexrem_49dfe4f44d1064b2d1c1f338,1,quantitative,qobs_ec4f52fc46e62858d1a51c77|qobs_83c4551fa846e056b9a96ae7,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,insufficient_evidence_needs_review,unresolved,true,"Different rate/salary values lack a captured rank, step, grade, or distinct reason.",,
potential_quantitative_conflict,cexrem_6f84956cfa5eea6688384aa8,4,quantitative,qobs_b9e8cd16e0a8e3e39efda5c6|qobs_68b0b869b7dcbb66b248e257,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,insufficient_evidence_needs_review,unresolved,true,"Different rate/salary values lack a captured rank, step, grade, or distinct reason.",,
potential_quantitative_conflict,cexrem_72a875159031c729f3d65f02,1,quantitative,qobs_2c788bbe37c8cc493cab6895|qobs_d7fed1f60dc41e75cd4b53c6|qobs_282674d0fc88f33bca6ff6bb,3,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_schedule_cell,resolved,false,Distinct reason codes identify separate structured values on the page.,,
potential_quantitative_conflict,cexrem_72a875159031c729f3d65f02,1,quantitative,qobs_fb9d3cf0432b18ffd57d529b|qobs_586a5c8e1f00ae0c9806550f,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_schedule_cell,resolved,false,Distinct reason codes identify separate structured values on the page.,,
potential_quantitative_conflict,cexrem_06793183fc66b16266a50be9,1,quantitative,qobs_30f33af72e7dcdedb44109d0|qobs_086068f28aab7a71ab14ff42|qobs_e9a4749e922d218db9cf4b53|qobs_6cae89ae33fca66fe4dcc5a7,4,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_classification_or_rank,resolved,false,Distinct structured reason codes identify separate schedule rows/cells.,,
potential_quantitative_conflict,cexrem_5dedfead530241fbce590d1d,26,quantitative,qobs_b240512058d0572b0f7c9765|qobs_1bd00843fc299a3fdc5cda36|qobs_9d4cbec043d55973014f224d|qobs_e69ee64427af35166d97e9f5|qobs_84335743d4955d6a7ed7585a,5,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_schedule_cell,resolved,false,Distinct reason codes identify separate percentage components/cells.,,
potential_quantitative_conflict,cexrem_1301e6955416ea4378194e19,1,quantitative,qobs_02cf16b14ae780a5964de0af|qobs_c46cc6b991eacd85d1e1a665,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_classification_or_rank,resolved,false,Distinct structured reason codes identify separate schedule rows/cells.,,
potential_quantitative_conflict,cexrem_7f1105c2f3d7e32e8a31a84e,1,quantitative,qobs_9f7206abf05bba95449c3012|qobs_e151f5fa531d8830e5ce09b2|qobs_cdfb760e73b52438509a38f7|qobs_d28c8a409c3625c353fbdf4c|qobs_e2129a53ac3a2414c5e534ac,5,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_classification_or_rank,resolved,false,Distinct structured reason codes identify separate schedule rows/cells.,,
potential_quantitative_conflict,cexrem_6fd95c95b20ddfaf57833af1,3,quantitative,qobs_d911ac73b68387ad95aa49f1|qobs_4cbf15290d2942e0f5d0d55b,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_schedule_cell,resolved,false,Distinct reason codes identify separate percentage components/cells.,,
potential_quantitative_conflict,cexrem_a3565a8d972777f398364637,1,quantitative,qobs_fdda756b3b8f4e4e2ba46944|qobs_494daed872c3955f6e91757a|qobs_6b1354afb455a3a30cba3069,3,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_classification_or_rank,resolved,false,Distinct structured reason codes identify separate schedule rows/cells.,,
potential_quantitative_conflict,cexrem_a3565a8d972777f398364637,1,quantitative,qobs_d98c579683378624293f686d|qobs_e742bdffa609075ef764d423,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_classification_or_rank,resolved,false,Distinct structured reason codes identify separate schedule rows/cells.,,
potential_quantitative_conflict,cexrem_128b1f1036eeb14cac60dabc,3,quantitative,qobs_1def84dd841d6398db7754af|qobs_a6b739d19d3cda8905e4f690|qobs_d13d4ea98baeedcfc63c5b1b,3,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_effective_period,resolved,false,Different year tokens identify distinct effective periods.,,
potential_quantitative_conflict,cexrem_f21fae4d8174c655137bc513,5,quantitative,qobs_4bb5a1594319d7ea34946c34|qobs_59b323dfd80ab585addca82b|qobs_c197731be206ec83e64ea7e2,3,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,insufficient_evidence_needs_review,unresolved,true,"Different rate/salary values lack a captured rank, step, grade, or distinct reason.",,
potential_quantitative_conflict,cexrem_f21fae4d8174c655137bc513,5,quantitative,qobs_8c2bc82f477980d60d998149|qobs_e845ee2d9ac248946c848da3,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,insufficient_evidence_needs_review,unresolved,true,"Different rate/salary values lack a captured rank, step, grade, or distinct reason.",,
potential_quantitative_conflict,cexrem_3418466149a7b81e242c905f,19,quantitative,qobs_98e030a58ebbbd9e5a15dd6d|qobs_206fddd299b2727c9aa4a745,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_schedule_cell,resolved,false,Distinct reason codes identify separate percentage components/cells.,,
potential_quantitative_conflict,cexrem_cafa624e78038f24b742d906,31,quantitative,qobs_673f1157a566753eab1824f9|qobs_6767c141cd71d40768c126a7|qobs_0df1d7696c5cc89dbca4cf2c,3,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,insufficient_evidence_needs_review,unresolved,true,"Different rate/salary values lack a captured rank, step, grade, or distinct reason.",,
potential_quantitative_conflict,cexrem_153da8b4d5299d394fa4652f,23,quantitative,qobs_163bb32f3c7268e2f28e76ea|qobs_241da1d2d48a37676f796dd1|qobs_63c4f6e6df8f8425e1fc7c40|qobs_bdba000b52604a3c62aca3dd|qobs_72c361e472e10d9b2d41ed3b,5,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_classification_or_rank,resolved,false,Distinct structured reason codes identify separate schedule rows/cells.,,
potential_quantitative_conflict,cexrem_80021c9ab0c0dfe13e018498,33,quantitative,qobs_080a5c596af4aded2e2024bb|qobs_d2c873454eee9ae0894add69|qobs_80da70883316022ab772c079|qobs_90a9d499cb756cc68b6e41c7|qobs_71cde6b875761e01b1e9196c,5,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,insufficient_evidence_needs_review,unresolved,true,"Different rate/salary values lack a captured rank, step, grade, or distinct reason.",,
potential_quantitative_conflict,cexrem_9aff3a6793ab96240acc33ee,10,quantitative,qobs_4b5db992df89fc51db7bae19|qobs_555594ca210035c9fab0d150|qobs_9de6044cf801424a7364453b,3,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,insufficient_evidence_needs_review,unresolved,true,"Different rate/salary values lack a captured rank, step, grade, or distinct reason.",,
potential_quantitative_conflict,cexrem_9aff3a6793ab96240acc33ee,10,quantitative,qobs_4ca8277e1572486ab52efc23|qobs_70703c3b95cd8b9a8df805b3,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,insufficient_evidence_needs_review,unresolved,true,"Different rate/salary values lack a captured rank, step, grade, or distinct reason.",,
potential_quantitative_conflict,cexrem_f7c71aaea36ad780d761d55d,27,quantitative,qobs_d659cc5397c4737304264242|qobs_c19e62eb95802a3aaf8476cc,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_classification_or_rank,resolved,false,Distinct structured reason codes identify separate schedule rows/cells.,,
potential_quantitative_conflict,cexrem_53da5c66a91b90d1e3a52e00,22,quantitative,qobs_bb0a78edce97ee37973f86c2|qobs_79f8c855e271a337bb17d7a3,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_schedule_cell,resolved,false,Distinct reason codes identify separate percentage components/cells.,,
potential_quantitative_conflict,cexrem_be9b4651078031ad6ad6f094,6,quantitative,qobs_0a80a0c9516e6d795062ac6d|qobs_8cd629732fd6361d30656b0d|qobs_ff3d0aa041feb91e1a977e8b,3,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,insufficient_evidence_needs_review,unresolved,true,"Different rate/salary values lack a captured rank, step, grade, or distinct reason.",,
potential_quantitative_conflict,cexrem_be9b4651078031ad6ad6f094,6,quantitative,qobs_0ec556d85f4c3baf97ae622d|qobs_97d3510856d02e7f4759d640,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_classification_or_rank,resolved,false,Distinct structured reason codes identify separate schedule rows/cells.,,
potential_quantitative_conflict,cexrem_29acc0796104006e45b08159,45,quantitative,qobs_8382d147653b017b1a4e93c3|qobs_5d96a1d1cadd58ceda73379f,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_schedule_cell,resolved,false,Distinct reason codes identify separate percentage components/cells.,,
potential_quantitative_conflict,cexrem_8ffb0372469bc6f5fb511516,1,quantitative,qobs_f161de0b9e2e2888c1b3630d|qobs_28a619e1243f82e38e5bc4f2,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_schedule_cell,resolved,false,Distinct reason codes identify separate percentage components/cells.,,
potential_quantitative_conflict,cexrem_8ffb0372469bc6f5fb511516,2,quantitative,qobs_203b167a837475aa75c8ba2c|qobs_c4f5fbfe506411f64a85f8c0,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_classification_or_rank,resolved,false,Distinct structured reason codes identify separate schedule rows/cells.,,
potential_quantitative_conflict,cexrem_b3646c01768f35941537e4b0,2,quantitative,qobs_486297f154183b49e73b6ad6|qobs_b5bc1f9534cae235535aa98f,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_schedule_cell,resolved,false,Distinct reason codes identify separate percentage components/cells.,,
potential_quantitative_conflict,cexrem_13a980edadc9fc0fb1f3d516,7,quantitative,qobs_394f913aea7e067e9f65cc3b|qobs_fc88dddf59047c0f702cdd2c|qobs_14d280169d4efe7cc27e8202|qobs_9edcf6f23e340d0c97288d9a|qobs_1e34b9ed9569642eebb329e9,5,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,insufficient_evidence_needs_review,unresolved,true,"Different rate/salary values lack a captured rank, step, grade, or distinct reason.",,
potential_quantitative_conflict,cexrem_b69769c81ab263924ff32cfa,25,quantitative,qobs_a8bac322ee72239842bead5f|qobs_acef12979886c4ed750fb87b|qobs_c2a2a1f2e55b98e263082b87,3,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_classification_or_rank,resolved,false,Distinct structured reason codes identify separate schedule rows/cells.,,
potential_quantitative_conflict,cexrem_b69769c81ab263924ff32cfa,25,quantitative,qobs_f3ed4995a6b02d8e88eb5371|qobs_e6a821f0d3d015f0703b9d23,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_classification_or_rank,resolved,false,Distinct structured reason codes identify separate schedule rows/cells.,,
potential_quantitative_conflict,cexrem_c6b8b6978de206bf6a727c5b,25,quantitative,qobs_bd0dbf2c064a2b43fa212f93|qobs_2b6101512f340062a033073c,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,insufficient_evidence_needs_review,unresolved,true,"Different rate/salary values lack a captured rank, step, grade, or distinct reason.",,
potential_quantitative_conflict,cexrem_e04fe9257e124fd76e09ee8e,1,quantitative,qobs_bd2b1bdcf5f4f10e63c9522b|qobs_de8582b16281d5f8cc342407,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES,distinct_classification_or_rank,resolved,false,Distinct structured reason codes identify separate schedule rows/cells.,,
