extraction_case_id,document_identity_id,text_table_detection_id,page_number,page_role,bounded_evidence_pointer,text_chars,wage_term_count,numeric_token_count,table_like_line_count,qualitative_mechanism_term_count,non_base_wage_term_count,reference_signal,rendered_image_available,rendered_image_path,packet_page_count,packet_text_chars,packet_status,cumulative_cohort
cexrem_1fdb38c7edf5487c95713849,doc_a33f37ad383605eb2a5a3e9e,ttd_78bb484f44078998b39f0474,9,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0026_sr_dbfe20fb5952e73279906617.pdf#page=9,1493,7,24,0,0,3,no,no,,6,5993,bounded_valid,remaining_parse_text_826_new
cexrem_1fdb38c7edf5487c95713849,doc_a33f37ad383605eb2a5a3e9e,ttd_78bb484f44078998b39f0474,8,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0026_sr_dbfe20fb5952e73279906617.pdf#page=8,1469,5,22,0,0,9,no,no,,6,5993,bounded_valid,remaining_parse_text_826_new
cexrem_1fdb38c7edf5487c95713849,doc_a33f37ad383605eb2a5a3e9e,ttd_78bb484f44078998b39f0474,10,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0026_sr_dbfe20fb5952e73279906617.pdf#page=10,1453,2,21,0,0,1,no,no,,6,5993,bounded_valid,remaining_parse_text_826_new
cexrem_1fdb38c7edf5487c95713849,doc_a33f37ad383605eb2a5a3e9e,ttd_78bb484f44078998b39f0474,13,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0026_sr_dbfe20fb5952e73279906617.pdf#page=13,1495,4,24,1,0,8,no,no,,6,5993,bounded_valid,remaining_parse_text_826_new
cexrem_1fdb38c7edf5487c95713849,doc_a33f37ad383605eb2a5a3e9e,ttd_78bb484f44078998b39f0474,12,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0026_sr_dbfe20fb5952e73279906617.pdf#page=12,72,0,4,0,0,3,no,no,,6,5993,bounded_valid,remaining_parse_text_826_new
cexrem_1fdb38c7edf5487c95713849,doc_a33f37ad383605eb2a5a3e9e,ttd_78bb484f44078998b39f0474,14,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0026_sr_dbfe20fb5952e73279906617.pdf#page=14,11,0,1,0,0,0,no,no,,6,5993,bounded_valid,remaining_parse_text_826_new
cexrem_fe9c305b08962e966b2361f7,doc_f45bfe941d302c6f9f14a2e4,ttd_b5ba862e2d9ec9413a2bab9d,2,candidate,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0069_sr_818ca4fea69537a82bd747a8.pdf#page=2,1498,1,9,0,3,1,no,no,,6,5995,bounded_valid,remaining_parse_text_826_new
cexrem_fe9c305b08962e966b2361f7,doc_f45bfe941d302c6f9f14a2e4,ttd_b5ba862e2d9ec9413a2bab9d,1,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0069_sr_818ca4fea69537a82bd747a8.pdf#page=1,363,0,4,0,0,0,no,no,,6,5995,bounded_valid,remaining_parse_text_826_new
cexrem_fe9c305b08962e966b2361f7,doc_f45bfe941d302c6f9f14a2e4,ttd_b5ba862e2d9ec9413a2bab9d,3,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0069_sr_818ca4fea69537a82bd747a8.pdf#page=3,1465,0,3,0,1,0,no,no,,6,5995,bounded_valid,remaining_parse_text_826_new
cexrem_fe9c305b08962e966b2361f7,doc_f45bfe941d302c6f9f14a2e4,ttd_b5ba862e2d9ec9413a2bab9d,9,candidate,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0069_sr_818ca4fea69537a82bd747a8.pdf#page=9,1492,4,5,1,0,4,no,no,,6,5995,bounded_valid,remaining_parse_text_826_new
cexrem_fe9c305b08962e966b2361f7,doc_f45bfe941d302c6f9f14a2e4,ttd_b5ba862e2d9ec9413a2bab9d,8,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0069_sr_818ca4fea69537a82bd747a8.pdf#page=8,243,0,1,0,0,1,no,no,,6,5995,bounded_valid,remaining_parse_text_826_new
cexrem_fe9c305b08962e966b2361f7,doc_f45bfe941d302c6f9f14a2e4,ttd_b5ba862e2d9ec9413a2bab9d,10,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0069_sr_818ca4fea69537a82bd747a8.pdf#page=10,934,5,15,0,1,7,no,no,,6,5995,bounded_valid,remaining_parse_text_826_new
cexrem_7f7baa521f6ac8fbc0f69088,doc_f33a881d924a6af4f9d12d0e,ttd_4138125b43aeb1d98318ae34,1,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0482_sr_c84717bfc675be3efbed7bb1.pdf#page=1,1114,5,70,0,0,0,no,no,,1,1114,bounded_valid,remaining_parse_text_826_new
cexrem_72a875159031c729f3d65f02,doc_152a54a84090563e570ee778,ttd_732b653ae67f3b39e30da2c8,1,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0466_sr_36ccf9f8ec616d596dc3a0cd.pdf#page=1,649,5,42,0,0,0,no,no,,1,649,bounded_valid,remaining_parse_text_826_new
cexrem_06793183fc66b16266a50be9,doc_57c14ec82e4eefbdc4a2bdf4,ttd_c4d3c4549305b568be046506,1,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0497_sr_982e3d978294d76b87e6eecc.pdf#page=1,1460,14,17,0,0,1,no,yes,/Users/joachimjohnson/Documents/RA_2026/Pol_Fire/gabriel-wages/docs/analysis/text_table_calibration/TEXT-TABLE-INDEPENDENT-ADJUDICATION-PREP1-2026-07-24/rendered_pages/adj_93b3857f5afaebbdb210/page_0001.jpg,4,5122,bounded_valid,remaining_parse_text_826_new
cexrem_06793183fc66b16266a50be9,doc_57c14ec82e4eefbdc4a2bdf4,ttd_c4d3c4549305b568be046506,2,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0497_sr_982e3d978294d76b87e6eecc.pdf#page=2,1388,8,59,0,2,1,no,yes,/Users/joachimjohnson/Documents/RA_2026/Pol_Fire/gabriel-wages/docs/analysis/text_table_calibration/TEXT-TABLE-INDEPENDENT-ADJUDICATION-PREP1-2026-07-24/rendered_pages/adj_93b3857f5afaebbdb210/page_0002.jpg,4,5122,bounded_valid,remaining_parse_text_826_new
cexrem_06793183fc66b16266a50be9,doc_57c14ec82e4eefbdc4a2bdf4,ttd_c4d3c4549305b568be046506,3,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0497_sr_982e3d978294d76b87e6eecc.pdf#page=3,1021,8,44,0,0,1,no,yes,/Users/joachimjohnson/Documents/RA_2026/Pol_Fire/gabriel-wages/docs/analysis/text_table_calibration/TEXT-TABLE-INDEPENDENT-ADJUDICATION-PREP1-2026-07-24/rendered_pages/adj_93b3857f5afaebbdb210/page_0003.jpg,4,5122,bounded_valid,remaining_parse_text_826_new
cexrem_06793183fc66b16266a50be9,doc_57c14ec82e4eefbdc4a2bdf4,ttd_c4d3c4549305b568be046506,4,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0497_sr_982e3d978294d76b87e6eecc.pdf#page=4,1253,7,45,1,0,2,no,yes,/Users/joachimjohnson/Documents/RA_2026/Pol_Fire/gabriel-wages/docs/analysis/text_table_calibration/TEXT-TABLE-INDEPENDENT-ADJUDICATION-PREP1-2026-07-24/rendered_pages/adj_93b3857f5afaebbdb210/page_0004.jpg,4,5122,bounded_valid,remaining_parse_text_826_new
cexrem_b66fb9a598f404e0f3ad5495,doc_f23ba0bfd87661cf36768dbd,ttd_f59fd13e1c81218dd2576e64,17,candidate,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0069_sr_8b4f6a0df74dce7a20724c15.pdf#page=17,1319,7,26,0,3,0,no,yes,/Users/joachimjohnson/Documents/RA_2026/Pol_Fire/gabriel-wages/docs/analysis/text_table_calibration/TEXT-TABLE-INDEPENDENT-ADJUDICATION-PREP1-2026-07-24/rendered_pages/adj_9e69b3116083128b0545/page_0017.jpg,6,5996,bounded_valid,remaining_parse_text_826_new
cexrem_b66fb9a598f404e0f3ad5495,doc_f23ba0bfd87661cf36768dbd,ttd_f59fd13e1c81218dd2576e64,16,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0069_sr_8b4f6a0df74dce7a20724c15.pdf#page=16,1454,0,7,0,1,2,no,yes,/Users/joachimjohnson/Documents/RA_2026/Pol_Fire/gabriel-wages/docs/analysis/text_table_calibration/TEXT-TABLE-INDEPENDENT-ADJUDICATION-PREP1-2026-07-24/rendered_pages/adj_9e69b3116083128b0545/page_0016.jpg,6,5996,bounded_valid,remaining_parse_text_826_new
cexrem_b66fb9a598f404e0f3ad5495,doc_f23ba0bfd87661cf36768dbd,ttd_f59fd13e1c81218dd2576e64,18,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0069_sr_8b4f6a0df74dce7a20724c15.pdf#page=18,1498,0,326,0,0,0,no,no,,6,5996,bounded_valid,remaining_parse_text_826_new
cexrem_b66fb9a598f404e0f3ad5495,doc_f23ba0bfd87661cf36768dbd,ttd_f59fd13e1c81218dd2576e64,49,candidate,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0069_sr_8b4f6a0df74dce7a20724c15.pdf#page=49,1485,8,15,0,8,6,no,no,,6,5996,bounded_valid,remaining_parse_text_826_new
cexrem_b66fb9a598f404e0f3ad5495,doc_f23ba0bfd87661cf36768dbd,ttd_f59fd13e1c81218dd2576e64,48,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0069_sr_8b4f6a0df74dce7a20724c15.pdf#page=48,227,3,4,0,0,3,no,no,,6,5996,bounded_valid,remaining_parse_text_826_new
cexrem_b66fb9a598f404e0f3ad5495,doc_f23ba0bfd87661cf36768dbd,ttd_f59fd13e1c81218dd2576e64,50,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0069_sr_8b4f6a0df74dce7a20724c15.pdf#page=50,13,0,1,0,0,0,no,no,,6,5996,bounded_valid,remaining_parse_text_826_new
cexrem_75caee7975111f05982e761a,doc_3153ad14ffbbf2e3398ca8a6,ttd_1a1b16545b283d8010fd221d,1,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0467_sr_40322db1cd615a2939187ba4.pdf#page=1,1498,2,32,0,2,0,yes,yes,/Users/joachimjohnson/Documents/RA_2026/Pol_Fire/gabriel-wages/docs/analysis/text_table_calibration/TEXT-TABLE-INDEPENDENT-ADJUDICATION-PREP1-2026-07-24/rendered_pages/adj_c555d07847f008e304f3/page_0001.jpg,4,5691,bounded_valid,remaining_parse_text_826_new
cexrem_75caee7975111f05982e761a,doc_3153ad14ffbbf2e3398ca8a6,ttd_1a1b16545b283d8010fd221d,2,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0467_sr_40322db1cd615a2939187ba4.pdf#page=2,1499,14,22,0,1,0,no,yes,/Users/joachimjohnson/Documents/RA_2026/Pol_Fire/gabriel-wages/docs/analysis/text_table_calibration/TEXT-TABLE-INDEPENDENT-ADJUDICATION-PREP1-2026-07-24/rendered_pages/adj_c555d07847f008e304f3/page_0002.jpg,4,5691,bounded_valid,remaining_parse_text_826_new
cexrem_75caee7975111f05982e761a,doc_3153ad14ffbbf2e3398ca8a6,ttd_1a1b16545b283d8010fd221d,3,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0467_sr_40322db1cd615a2939187ba4.pdf#page=3,1333,34,71,34,0,0,no,yes,/Users/joachimjohnson/Documents/RA_2026/Pol_Fire/gabriel-wages/docs/analysis/text_table_calibration/TEXT-TABLE-INDEPENDENT-ADJUDICATION-PREP1-2026-07-24/rendered_pages/adj_c555d07847f008e304f3/page_0003.jpg,4,5691,bounded_valid,remaining_parse_text_826_new
cexrem_75caee7975111f05982e761a,doc_3153ad14ffbbf2e3398ca8a6,ttd_1a1b16545b283d8010fd221d,4,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0467_sr_40322db1cd615a2939187ba4.pdf#page=4,1361,30,62,30,0,3,no,yes,/Users/joachimjohnson/Documents/RA_2026/Pol_Fire/gabriel-wages/docs/analysis/text_table_calibration/TEXT-TABLE-INDEPENDENT-ADJUDICATION-PREP1-2026-07-24/rendered_pages/adj_c555d07847f008e304f3/page_0004.jpg,4,5691,bounded_valid,remaining_parse_text_826_new
cexrem_f9af85c4444ec3ceb8f63741,doc_5de1d37ee664c60461ec7609,ttd_9456f79277d29a3f5b5039b1,1,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0499_sr_44be66e4afe92d3adbfdde29.pdf#page=1,1499,12,45,0,0,0,no,yes,/Users/joachimjohnson/Documents/RA_2026/Pol_Fire/gabriel-wages/docs/analysis/text_table_calibration/TEXT-TABLE-INDEPENDENT-ADJUDICATION-PREP1-2026-07-24/rendered_pages/adj_78ddc8473ba33deded62/page_0001.jpg,5,5998,bounded_valid,remaining_parse_text_826_new
cexrem_f9af85c4444ec3ceb8f63741,doc_5de1d37ee664c60461ec7609,ttd_9456f79277d29a3f5b5039b1,2,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0499_sr_44be66e4afe92d3adbfdde29.pdf#page=2,1479,2,11,0,2,0,no,yes,/Users/joachimjohnson/Documents/RA_2026/Pol_Fire/gabriel-wages/docs/analysis/text_table_calibration/TEXT-TABLE-INDEPENDENT-ADJUDICATION-PREP1-2026-07-24/rendered_pages/adj_78ddc8473ba33deded62/page_0002.jpg,5,5998,bounded_valid,remaining_parse_text_826_new
cexrem_f9af85c4444ec3ceb8f63741,doc_5de1d37ee664c60461ec7609,ttd_9456f79277d29a3f5b5039b1,11,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0499_sr_44be66e4afe92d3adbfdde29.pdf#page=11,1498,7,28,0,2,1,no,yes,/Users/joachimjohnson/Documents/RA_2026/Pol_Fire/gabriel-wages/docs/analysis/text_table_calibration/TEXT-TABLE-INDEPENDENT-ADJUDICATION-PREP1-2026-07-24/rendered_pages/adj_78ddc8473ba33deded62/page_0011.jpg,5,5998,bounded_valid,remaining_parse_text_826_new
cexrem_f9af85c4444ec3ceb8f63741,doc_5de1d37ee664c60461ec7609,ttd_9456f79277d29a3f5b5039b1,10,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0499_sr_44be66e4afe92d3adbfdde29.pdf#page=10,1497,0,11,1,2,2,no,no,,5,5998,bounded_valid,remaining_parse_text_826_new
cexrem_f9af85c4444ec3ceb8f63741,doc_5de1d37ee664c60461ec7609,ttd_9456f79277d29a3f5b5039b1,12,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0499_sr_44be66e4afe92d3adbfdde29.pdf#page=12,25,0,2,0,0,0,no,yes,/Users/joachimjohnson/Documents/RA_2026/Pol_Fire/gabriel-wages/docs/analysis/text_table_calibration/TEXT-TABLE-INDEPENDENT-ADJUDICATION-PREP1-2026-07-24/rendered_pages/adj_78ddc8473ba33deded62/page_0012.jpg,5,5998,bounded_valid,remaining_parse_text_826_new
cexrem_0bbdf83846d16e021115eeb7,doc_252e21bd4e8873c65b04248d,ttd_932198829851e30986ed55b1,14,candidate,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0041_sr_81818a204439f7b18118b420.pdf#page=14,1480,0,21,0,2,1,no,yes,/Users/joachimjohnson/Documents/RA_2026/Pol_Fire/gabriel-wages/docs/analysis/text_table_calibration/TEXT-TABLE-INDEPENDENT-ADJUDICATION-PREP1-2026-07-24/rendered_pages/adj_159755eed10c992bc776/page_0014.jpg,6,5999,bounded_valid,remaining_parse_text_826_new
cexrem_0bbdf83846d16e021115eeb7,doc_252e21bd4e8873c65b04248d,ttd_932198829851e30986ed55b1,13,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0041_sr_81818a204439f7b18118b420.pdf#page=13,1491,3,12,0,13,0,no,yes,/Users/joachimjohnson/Documents/RA_2026/Pol_Fire/gabriel-wages/docs/analysis/text_table_calibration/TEXT-TABLE-INDEPENDENT-ADJUDICATION-PREP1-2026-07-24/rendered_pages/adj_159755eed10c992bc776/page_0013.jpg,6,5999,bounded_valid,remaining_parse_text_826_new
cexrem_0bbdf83846d16e021115eeb7,doc_252e21bd4e8873c65b04248d,ttd_932198829851e30986ed55b1,15,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0041_sr_81818a204439f7b18118b420.pdf#page=15,1499,0,28,0,2,0,no,no,,6,5999,bounded_valid,remaining_parse_text_826_new
cexrem_0bbdf83846d16e021115eeb7,doc_252e21bd4e8873c65b04248d,ttd_932198829851e30986ed55b1,30,candidate,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0041_sr_81818a204439f7b18118b420.pdf#page=30,1487,0,12,0,1,0,no,no,,6,5999,bounded_valid,remaining_parse_text_826_new
cexrem_0bbdf83846d16e021115eeb7,doc_252e21bd4e8873c65b04248d,ttd_932198829851e30986ed55b1,29,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0041_sr_81818a204439f7b18118b420.pdf#page=29,42,0,0,0,0,1,no,no,,6,5999,bounded_valid,remaining_parse_text_826_new
cexrem_0bbdf83846d16e021115eeb7,doc_252e21bd4e8873c65b04248d,ttd_932198829851e30986ed55b1,31,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0041_sr_81818a204439f7b18118b420.pdf#page=31,0,0,0,0,0,0,no,no,,6,5999,bounded_valid,remaining_parse_text_826_new
cexrem_9e21e274ac1069ec1970ea28,doc_4eecf48a3f75b98b5c69970f,ttd_e6f2f2b5549d61a0b920589b,1,fallback_front,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0484_sr_6d406e95a2a2e86c2afb6bc7.pdf#page=1,1491,0,13,0,1,0,no,yes,/Users/joachimjohnson/Documents/RA_2026/Pol_Fire/gabriel-wages/docs/analysis/text_table_calibration/TEXT-TABLE-INDEPENDENT-ADJUDICATION-PREP1-2026-07-24/rendered_pages/adj_eec3f2a6fc8f4540a35f/page_0001.jpg,1,1491,bounded_valid,remaining_parse_text_826_new
cexrem_ce47d3ccac5a7c599ec9b667,doc_ac1afc105dc1fc8dcf609388,ttd_683e662bbb9f9f4eea213d67,15,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0402_sr_a06fd236cda977acbfc40558.pdf#page=15,1499,1,14,1,1,0,no,no,,6,5997,bounded_valid,remaining_parse_text_826_new
cexrem_ce47d3ccac5a7c599ec9b667,doc_ac1afc105dc1fc8dcf609388,ttd_683e662bbb9f9f4eea213d67,14,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0402_sr_a06fd236cda977acbfc40558.pdf#page=14,1469,1,11,0,1,1,no,no,,6,5997,bounded_valid,remaining_parse_text_826_new
cexrem_ce47d3ccac5a7c599ec9b667,doc_ac1afc105dc1fc8dcf609388,ttd_683e662bbb9f9f4eea213d67,16,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0402_sr_a06fd236cda977acbfc40558.pdf#page=16,1489,0,9,0,0,3,no,no,,6,5997,bounded_valid,remaining_parse_text_826_new
cexrem_ce47d3ccac5a7c599ec9b667,doc_ac1afc105dc1fc8dcf609388,ttd_683e662bbb9f9f4eea213d67,29,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0402_sr_a06fd236cda977acbfc40558.pdf#page=29,1488,4,14,0,7,11,no,no,,6,5997,bounded_valid,remaining_parse_text_826_new
cexrem_ce47d3ccac5a7c599ec9b667,doc_ac1afc105dc1fc8dcf609388,ttd_683e662bbb9f9f4eea213d67,28,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0402_sr_a06fd236cda977acbfc40558.pdf#page=28,36,0,1,0,1,0,no,no,,6,5997,bounded_valid,remaining_parse_text_826_new
cexrem_ce47d3ccac5a7c599ec9b667,doc_ac1afc105dc1fc8dcf609388,ttd_683e662bbb9f9f4eea213d67,30,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0402_sr_a06fd236cda977acbfc40558.pdf#page=30,16,0,0,0,0,1,no,no,,6,5997,bounded_valid,remaining_parse_text_826_new
cexrem_ba94f9d501d6d15dfab9fb6b,doc_95226c1febe0cfba4edd7372,ttd_471431566cf205853dae9e5b,2,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0089_sr_a1e98caff7932c00ec881126.pdf#page=2,1169,0,74,0,2,11,yes,no,,6,5991,bounded_valid,remaining_parse_text_826_new
cexrem_ba94f9d501d6d15dfab9fb6b,doc_95226c1febe0cfba4edd7372,ttd_471431566cf205853dae9e5b,1,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0089_sr_a1e98caff7932c00ec881126.pdf#page=1,168,0,9,0,1,0,no,no,,6,5991,bounded_valid,remaining_parse_text_826_new
cexrem_ba94f9d501d6d15dfab9fb6b,doc_95226c1febe0cfba4edd7372,ttd_471431566cf205853dae9e5b,3,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0089_sr_a1e98caff7932c00ec881126.pdf#page=3,1493,1,16,0,6,1,no,no,,6,5991,bounded_valid,remaining_parse_text_826_new
cexrem_ba94f9d501d6d15dfab9fb6b,doc_95226c1febe0cfba4edd7372,ttd_471431566cf205853dae9e5b,6,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0089_sr_a1e98caff7932c00ec881126.pdf#page=6,1499,4,15,3,12,1,no,no,,6,5991,bounded_valid,remaining_parse_text_826_new
cexrem_ba94f9d501d6d15dfab9fb6b,doc_95226c1febe0cfba4edd7372,ttd_471431566cf205853dae9e5b,5,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0089_sr_a1e98caff7932c00ec881126.pdf#page=5,1498,3,15,0,2,0,no,no,,6,5991,bounded_valid,remaining_parse_text_826_new
cexrem_ba94f9d501d6d15dfab9fb6b,doc_95226c1febe0cfba4edd7372,ttd_471431566cf205853dae9e5b,7,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0089_sr_a1e98caff7932c00ec881126.pdf#page=7,164,3,3,0,0,0,no,no,,6,5991,bounded_valid,remaining_parse_text_826_new
cexrem_e2f8addc4ad1c9c40ffa7701,doc_d0aad00271222e6594b4ca45,ttd_60f6d9bf194d94252de3af80,26,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0049_sr_5a36dc9c9d5950cbf169719f.pdf#page=26,1493,4,17,0,1,7,no,no,,6,5999,bounded_valid,remaining_parse_text_826_new
cexrem_e2f8addc4ad1c9c40ffa7701,doc_d0aad00271222e6594b4ca45,ttd_60f6d9bf194d94252de3af80,25,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0049_sr_5a36dc9c9d5950cbf169719f.pdf#page=25,1477,20,3,0,1,7,no,no,,6,5999,bounded_valid,remaining_parse_text_826_new
cexrem_e2f8addc4ad1c9c40ffa7701,doc_d0aad00271222e6594b4ca45,ttd_60f6d9bf194d94252de3af80,27,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0049_sr_5a36dc9c9d5950cbf169719f.pdf#page=27,1497,3,14,0,5,11,no,no,,6,5999,bounded_valid,remaining_parse_text_826_new
cexrem_e2f8addc4ad1c9c40ffa7701,doc_d0aad00271222e6594b4ca45,ttd_60f6d9bf194d94252de3af80,43,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0049_sr_5a36dc9c9d5950cbf169719f.pdf#page=43,1494,4,9,0,2,4,no,no,,6,5999,bounded_valid,remaining_parse_text_826_new
