span_extraction_id,rating_lane_id,stage,attempt,request_id,backend,model,status,schema_valid,input_sha256,input_chars,span_chars,context_chars,input_tokens,output_tokens,total_tokens,elapsed_seconds,error_type,error_code,raw_prompt_saved,raw_response_saved
CBSPAN-20260728-0e62302da0d58a42278656f3,rating_lane_001,live,1,resp_0dcd013ff179a7fb006a6961994f808197834cc70aae1b3c1e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,0a2d78cc9391c2dbc13602538045b042f3063cf0f68c6279181c80ccffcfcf9a,2344,192,500,1027,432,1459,5.873828,,,false,false
CBSPAN-20260728-557c937315b7d1cc20f54eed,rating_lane_001,live,1,resp_03a50df399fc7886006a69619962888195b687648c329d1226,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,91cb0792c3e1309eed437bb738d6bde2e07b0c6f68fb80cd4f83ceec12e990a6,2228,59,500,1003,234,1237,4.980010,,,false,false
CBSPAN-20260728-a23f90240f401d4aa48fe48a,rating_lane_001,live,1,resp_012ee808b6844830006a69619a08c481908e2e6f99ba648df8,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,9839ebf22e1004aeea1a0ca591a9515a359b2d0adff7511f69fb6b11436f5c3f,2223,77,500,1006,407,1413,6.066287,,,false,false
CBSPAN-20260728-20298d15b274e8834e0ea9cd,rating_lane_001,live,1,resp_01fbf8702de91572006a69619a16008194bac2eb7fdb3f38db,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,9d877c372b37ab54afd9a3eef0a801c3275d58e7d4b72980a4dce00781b980a6,2266,87,500,1011,246,1257,5.524778,,,false,false
CBSPAN-20260728-34fbd0b15c4f95944bad7661,rating_lane_001,live,1,resp_0ee27f83ae5c7c18006a69619baeec81979c28945559bbff1c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,0e053bd1566622bfbe93e240263a14e50149410762cdabd680d41052ed3563d1,2231,78,500,995,291,1286,7.386081,,,false,false
CBSPAN-20260728-5da827c46851e2afb3b57d0d,rating_lane_001,live,1,resp_0dded4a344c8d501006a69619bcb808195ad9318768e7ff6a7,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2eca4f68268ba9604fd463546666a63fde944f3074c9f76efc261befb7b3c69c,2226,54,500,996,342,1338,7.829927,,,false,false
CBSPAN-20260728-4937665124ad8eaa543633a4,rating_lane_001,live,1,resp_0b9dc082d14a7e3e006a69619bf418819493716e579657fc95,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,05a3d3b1836cd627ddf133367283df233d40471ca46e0bb4794a410f23db75cd,2307,56,500,1009,229,1238,7.851238,,,false,false
CBSPAN-20260728-3b37677ce5e07881796e045c,rating_lane_001,live,1,resp_0b088dc65df46c40006a69619bfef88195a8c614ac7592562b,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,7b652acc654e0b3db70099f3d035dd97207cd0219420bc4ebf488d80d39edb03,2286,37,500,1010,270,1280,7.454468,,,false,false
CBSPAN-20260728-60956b4f4cc61e2e9a174cb1,rating_lane_001,live,1,resp_0d2b23a10557c794006a69619c53488190b59b4827d4a43104,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,e875168b059b74de469e88343eb64ca8b91407aef06418d544a5f7443e37c75b,2339,91,500,985,204,1189,7.083830,,,false,false
CBSPAN-20260728-6313e61a2e142363db88c6dc,rating_lane_001,live,1,resp_00e6fef1c19fa1ca006a69619c88548194a55bb4541b68290b,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,cfc8c2aefca8621d45defa27d5a8203f9e8f1b0340b4288d3ab089bc0823f190,2329,67,500,1038,229,1267,7.625675,,,false,false
CBSPAN-20260728-f852a89a3e7645714de802ab,rating_lane_001,live,1,resp_030cbd1f1cfc96e8006a69619d355481958eeaecb876efcc8b,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,af6fd41922aa64922b34db33b6d4ae1da4cf2e163b7738bbf87d0c8e1e70e5d6,2330,60,500,1034,267,1301,12.020898,,,false,false
CBSPAN-20260728-0bce34a38af915b2474ad764,rating_lane_001,live,1,resp_0e2d288502599c93006a69619d15948196b752de6c6e71ccad,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,0384c05e66b0092bc814c57670fcb7409753ab2569ff60976ba5a344189782ac,2017,38,266,951,177,1128,7.813759,,,false,false
CBSPAN-20260728-fc1aa516fe66074795cae591,rating_lane_001,live,1,resp_0293392b092fef8c006a69619e1cc48190a5b7ec4b6497106e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,60cafc9db43356911f095ae232b11baa7e6072fb3abcafcd2783f3dfbd14e40a,2301,85,500,979,254,1233,9.250347,,,false,false
CBSPAN-20260728-2d96af0268a570e706a6b574,rating_lane_001,live,1,resp_0324e582248f6fd2006a69619e6bc08196bfd5179933bc269e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,b30e38cbd1cfaeeac9ad7d26a0a2d3c071ee864acc97636deff29d08af2e59aa,2299,86,500,988,286,1274,9.818084,,,false,false
CBSPAN-20260728-c39676c66e430f1a539cd006,rating_lane_001,live,1,resp_0158e5c74ee10891006a69619e78ac8194b163514719fd589b,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,a1e989a751e032980341e3c393c8c024e6d2f3f2e1b0c5818b061f3d15045511,2287,75,500,992,242,1234,9.679240,,,false,false
CBSPAN-20260728-ecf8c230c77f850cdb9e7275,rating_lane_001,live,1,resp_06e7b72c3e41f629006a69619ea6648195a0b45fcca553bf67,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,e1167bc56a7dc5df982ff07d451513b2a891f247b74858c151a56734566fb5ab,2299,87,500,995,239,1234,9.735645,,,false,false
CBSPAN-20260728-dc155caecf4b819988e10742,rating_lane_001,live,1,resp_0da18e1e2b139840006a69619ed45c8196a264a881a34f5899,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,051019231eaa7888a6061d9725ac4ffbc5247b6e0c77021f798daa3232ee9d96,2245,43,500,988,277,1265,10.629152,,,false,false
CBSPAN-20260728-4ac3ff89ab9f0ddfb43143c5,rating_lane_001,live,1,resp_0b627966575fc48a006a69619ee7448197950b1cd64c228933,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,21e30c6a0886a2ae331bbb5c4bac55e122f96101a7758f96e51ebebf3f07615c,2284,80,500,991,282,1273,10.453611,,,false,false
CBSPAN-20260728-35813e8f60925cb78045b5e5,rating_lane_001,live,1,resp_0db2ad13acb8a214006a69619ee7088195980984413ca44c7b,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,db59aceaaf8b056c171392d0d111bae41d7710a9172d72b7dcf1e88ac9dbc6d7,2290,101,500,1009,375,1384,10.878370,,,false,false
CBSPAN-20260728-0ccc3cc232487ae06b83aad0,rating_lane_001,live,1,resp_098f0a2968c61f12006a6961a045b88194afbf0d3407dd72ce,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,bb2aa49779d110f2bc9f8f70b3ad1b7ba65098674216d88dab983d54781121f6,2241,43,500,989,355,1344,12.118254,,,false,false
CBSPAN-20260728-868dbb9e8392e8996d0f73ab,rating_lane_001,live,1,resp_01c4ecc98454e527006a6961a0b1bc81908a4b82d36e51dad9,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,7619c4c03acc4c308e2cd82abc0aa588faba359e4dd70b5c9888dbf8cb130c7f,2409,220,500,1008,263,1271,11.950875,,,false,false
CBSPAN-20260728-167b2caf887cd4015265c6ad,rating_lane_001,live,1,resp_0fbb0a117a0a48c6006a6961a3508c819391c30a5a2a97a64d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,b7f909894fedeb6b9a49c400201b7697ec6c21f291a5287943b104fadb626ec3,2282,96,500,982,286,1268,2.223141,,,false,false
CBSPAN-20260728-2fc59f61a0c37ecfb240c68a,rating_lane_001,live,1,resp_0d7d305e00b4f341006a6961a34a448193bb0ef056156f27d4,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,55eb88db6b3356a09485eb062cf27868682e2a02b405d00ff2dd424b26e187a2,2264,76,500,978,235,1213,2.185304,,,false,false
CBSPAN-20260728-30deda94f5435d25379121d8,rating_lane_001,live,1,resp_06852c8ce5a821d2006a6961a34a7c819783cd1ec8e1f0723c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,6f1354666d0831897e0d76c5f2fc44ab85a08dc17428c02a000e3f3d0fff3821,2236,20,500,1015,281,1296,2.688170,,,false,false
CBSPAN-20260728-94e2d30237732d1d33945a6f,rating_lane_001,live,1,resp_0cabdb9e8457bf33006a6961a3545081969e435abfd235a22e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,bcb1beaa2d18638fe76f0a5fcb6327776c1fbe8492b317782da1b3cd7d34067e,2442,246,500,1039,344,1383,2.790351,,,false,false
CBSPAN-20260728-2b34574f115f40d8474990dd,rating_lane_001,live,1,resp_0128199e8421d56e006a6961a350a48190bf89e5e12ca72c60,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2db3d35796929dd286306b0c3e565cf7a21ca7f68c5dd0a15f8b62d23b6fe097,2442,246,500,1035,268,1303,2.851547,,,false,false
CBSPAN-20260728-16ab39a28830dd8397c113fb,rating_lane_001,live,1,resp_0111e1c1b3f707f7006a6961a3520881948a7c302b63925624,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4b80e039ce48dee43bf5a2e834e8fc9da1b6d96e31c75bed5fd3c4332b7c3eb9,2296,92,500,949,232,1181,2.330005,,,false,false
CBSPAN-20260728-14c64616e43e57bffd8cd461,rating_lane_001,live,1,resp_0b6be729fbaf750e006a6961a3558c81959aa814a5d87fbd40,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,a70c2a8155119c1beb9d29c4dd630d7272309281f1b7f38b12fd81bac6328104,2071,90,283,968,225,1193,2.714318,,,false,false
CBSPAN-20260728-ccb7188106d7967372e32a81,rating_lane_001,live,1,resp_0199b8875a95598a006a6961a351088197896f5b585eae77af,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,941b4eead639650e95f0c0b5ec04d9f11f482f9cc3c1e654dd5bffc2982c7a12,2256,60,500,1003,308,1311,2.750695,,,false,false
CBSPAN-20260728-054854281e1d108f39f4feff,rating_lane_001,live,1,resp_04037209498d3313006a6961a56c0c8193b8660557ebb248be,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,3d51f7e0308930ca6ec20469c0a6d895082bc2691f62732d4cf93e2853849c81,2249,66,500,970,252,1222,4.639467,,,false,false
CBSPAN-20260728-28cb4ca92c1852cc76c041f5,rating_lane_001,live,1,resp_01f11f344ea1943d006a6961a573108197a5de94ee71a092d3,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,d4d12ac25301aed1aaac2101f2e1ddee59a336cca2f71ee91028da9f05186cf1,2262,81,500,996,166,1162,4.012515,,,false,false
CBSPAN-20260728-2ef00409f6ce8becf4ac24d1,rating_lane_001,live,1,resp_0f548c806b12137f006a6961a590bc819483c5a6788debdb6b,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,0354bcc5f4ee52227d496196dda86b70f5260ae7e201a44d70d2993e3b408726,2261,81,500,991,213,1204,4.556058,,,false,false
CBSPAN-20260728-bd38676e3f3f6538ac3f5d3f,rating_lane_001,live,1,resp_03db66b23e2f2ae7006a6961a5ed9c819685eb9b75b7a7ea8e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,d65bb523acf846a8841f2380545334a2a1db1dea26e7eed91fa25d37d88b4c8b,2264,95,485,1045,321,1366,5.374334,,,false,false
CBSPAN-20260728-ce65119e1d764101fb969baa,rating_lane_001,live,1,resp_0bcad43ab8536585006a6961a5f1a08194afbabff2296d00a4,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,cf97dd0d67827261b20128f0c770fc49118d77daa02aa3bba64b215b8bdc4893,2259,84,500,1055,214,1269,4.964319,,,false,false
CBSPAN-20260728-f97fc4c7a46e714487287e4c,rating_lane_001,live,1,resp_04743d4da683f4c5006a6961a6bcbc819585911d92bb94b020,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,666bbb2d2756dba24e6c81bfd006d888e5a9fca84adac4cf05f5476863e1909a,2214,58,500,1060,397,1457,6.289119,,,false,false
CBSPAN-20260728-a34087eeb394ed8d4e47f1f7,rating_lane_001,live,1,resp_0e8e8429e0c60ecd006a6961a6103c8196aace9d36c751db77,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,8ed332c1923ee0055f68fdad4cec4296157d462a129d4becd93b0a8b401bd529,2216,53,500,1059,437,1496,6.096953,,,false,false
CBSPAN-20260728-4448834d5114c5aa097431dd,rating_lane_001,live,1,resp_08457328c9431101006a6961a615748197aac21403951369d6,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,e8773ae5aac879c56106ba9cdb1f3a417ee4806339cfd69689de8e6ab5cb940f,2215,53,500,1047,359,1406,5.682070,,,false,false
CBSPAN-20260728-aeb8e48e12cdd2f0223a599e,rating_lane_001,live,1,resp_014c06b77ba565aa006a6961a73f0c81909430650a89321ff3,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,f56bb97c4b01f9d964b7ceafcee4a715fa76d62380ab9a9b0424f9df20174d10,2248,92,500,1063,371,1434,7.249004,,,false,false
CBSPAN-20260728-7db9c69b44a8e3fa1db5f9d7,rating_lane_001,live,1,resp_0741e12f46c519b9006a6961a7e3bc8197a13130c944c46966,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,b180b516e452909fad69ecb4794abb14242f9d23bc002c056fdb8a904e6d4ce8,2256,96,500,1065,373,1438,7.621733,,,false,false
CBSPAN-20260728-5e33b127b13953e892a9b294,rating_lane_001,live,1,resp_0e83afee9afe9992006a6961a7dcb8819498b2a79b7cfeec08,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,aebc21702b8c0871ba86c0b47617bc0ae367cd15dd875f0bad8a0eb06f07ac38,2322,161,500,1109,277,1386,6.965799,,,false,false
CBSPAN-20260728-72ed77ce5f5194beb5e4c226,rating_lane_001,live,1,resp_09267d5f31c5a74e006a6961a83054819599236180cfed07be,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,89303a41de4cd76ae4542c5d44bd3090883fb24744022f0a7a69e81bfc7a1d96,2320,163,500,1133,291,1424,7.382949,,,false,false
CBSPAN-20260728-9fcb704a4e66a47fc6df22a0,rating_lane_001,live,1,resp_0d85a4a4654c2024006a6961a89a988193b76ed0fe952a8792,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,62f9a22714b030cf637b3eb2cd18cd63eb500a195e8c4fb23736e018e85eaa84,2320,163,500,1153,280,1433,7.915964,,,false,false
CBSPAN-20260728-a690d3657a316fca4264e851,rating_lane_001,live,1,resp_073737e07fdd6c97006a6961a91ad48195b82a2d698d8231a3,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2bf04e6fe82b3ca50093d4bbde36757640a5334be30f85daa2202af201134e96,2303,142,500,1142,235,1377,8.242807,,,false,false
CBSPAN-20260728-09f6b4825525b3796e1ebc10,rating_lane_001,live,1,resp_0e7a6adde9397326006a6961a952008197aa7602e878cac856,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,5142fd9fb65c3155e1fd9661bdb17882906f919fd81e995ed985cdce49f20f11,2373,195,500,977,244,1221,8.372831,,,false,false
CBSPAN-20260728-6610d3814235d9d579ffef06,rating_lane_001,live,1,resp_0b89e202b73c3cfe006a6961a985f8819586732f9a64e1c566,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,aa9043b40738b49d39fb756e19d2fa7f3bc0ea27ef23e3c6734d8558012770ea,2369,191,500,946,253,1199,8.754725,,,false,false
CBSPAN-20260728-2ff95226917723bf126d65d9,rating_lane_001,live,1,resp_04edcc5901592e30006a6961aa35fc8193ad960811424cdd31,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4234e0b2ac6160075e0e25c466ea660b3dfe404744b36e30547ed609975b9f07,2327,160,500,949,190,1139,9.481659,,,false,false
CBSPAN-20260728-f679e07253b3596fbe577659,rating_lane_001,live,1,resp_03c03afcf7e15c4e006a6961aa7afc8190a44a39a119257ba4,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,75904665e954f33997e304853eeca74330339c2f6baed1afc00d0c3304a09ac5,2350,188,500,955,232,1187,9.584533,,,false,false
CBSPAN-20260728-21837d422b3c215c4f73e5fe,rating_lane_001,live,1,resp_07ab1ca38fa9deec006a6961aa9f308196a6a73114a129fe2c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,d8244903ee66c27ef5816394070b153e92be7f3e81fa000528db5e4bc116c1b5,2299,117,500,1035,251,1286,9.778470,,,false,false
CBSPAN-20260728-fad5d0d44bf1647201702986,rating_lane_001,live,1,resp_0d336535501bd100006a6961aadc5881949887d7ced1f0adfc,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,efbb469ffdcff8093c3a48cf35eae360ebd0784afa603773d7b7ae3b95be69e6,2229,63,500,1007,295,1302,10.390252,,,false,false
CBSPAN-20260728-e20ba157e3228b69771d67c7,rating_lane_001,live,1,resp_0de25e9f655b04e5006a6961ab28e88190be2165feba32ce8d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,a0006a222289f7155169a5a7c6b9fe09b1a36bd3619a08c3e9a961577222610f,2293,124,500,1026,246,1272,10.056909,,,false,false
CBSPAN-20260728-b7e26f86a7f8478985f54b4a,rating_lane_001,live,1,resp_02ceed61c6f65600006a6961ab83f08197b89d88ef81cf5d10,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,fdd7d5c9aaa5c1f8cc8db6fdd01b13f4d927d9950ad3ac59f7c59e22d47e823e,2238,67,500,1024,299,1323,10.901530,,,false,false
CBSPAN-20260728-d60c910c54a352e5698b7d05,rating_lane_001,live,1,resp_04dea9a1b587a3df006a6961ab9a9881968daa0dc93c473fe8,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,b51e88fa13972975fd103a39138490f5770b9c8178f8a96817d5a5e042c1718d,2300,119,500,1021,347,1368,12.095612,,,false,false
CBSPAN-20260728-a7e780a6d8c307d1f0c40a21,rating_lane_001,live,1,resp_0233629d772644aa006a6961abfeec81969809bc122961b076,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,a3970527406a8b9bab90fd17dccdef39ed44775ebac8675c956ec6d0f57654cb,2248,78,500,1012,263,1275,11.315660,,,false,false
CBSPAN-20260728-8bd3847a36dc9faf927039c7,rating_lane_001,live,1,resp_012abdc0a0ba9df9006a6961af83e48195be0ac4a362521d83,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,8535fb879caf4b1f3d6a51a37d933aca36bad79be4ca7bccb64ab8d86dfba46d,2190,28,500,993,224,1217,2.114033,,,false,false
CBSPAN-20260728-fd37217a5220c865a419ae0a,rating_lane_001,live,1,resp_0714e83a08592190006a6961af7c488197b7a4339f69ca66be,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,60619c13af24aebebb187bab7d4aeef827f1a6eb56deb7a19d48a0786e1b50e3,2220,49,500,1016,174,1190,3.025290,,,false,false
CBSPAN-20260728-fb25c5f1a1d7675896848eb8,rating_lane_001,live,1,resp_0841ebe4f9f2924f006a6961af81388195aead362d5e3c965a,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,ae36d3880c8895f4ecb84dd7b871d9fc6397a4cd81879276c32eba1848a46106,2225,61,500,1029,270,1299,2.449417,,,false,false
CBSPAN-20260728-c41c3893b9a3145c0d487d50,rating_lane_001,live,1,resp_0e8b82322ff2d7f3006a6961af7a148194a73b05796144851e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,526e1a3276dc00c64a64e6196b5cedf97bca7a24b2b1cdda48266c558723191b,2227,61,500,1042,314,1356,2.687808,,,false,false
CBSPAN-20260728-c139427f00d9446c82433ca5,rating_lane_001,live,1,resp_0f47790355e1c93d006a6961af7bb8819788d001341ce70394,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,b136f5c8a76207fe23b53dd520d2b764225615b1e505cd59bb876f806f8d6f74,2281,114,500,1019,264,1283,2.226288,,,false,false
CBSPAN-20260728-618252574c47944be3fefdf9,rating_lane_001,live,1,resp_0d61067c350c6981006a6961af8634819383f39cc0cf306538,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,b4307012fcc127c1a77da2da2b42c28708d6461767ecc5dd9ebf184fd8164062,2212,26,500,1004,281,1285,2.657595,,,false,false
CBSPAN-20260728-df73f8c785781574520d83df,rating_lane_001,live,1,resp_0a20684fcf081543006a6961af8c4c81938c3b24f87806998f,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,20de730c97dd9df4671d08862da3f8f84e240f2accef37cb3c2cc56c3b5ec9b0,2313,91,500,1007,252,1259,2.542780,,,false,false
CBSPAN-20260728-42bbbbf4c91f0108402efdd8,rating_lane_001,live,1,resp_03560701d332dcd6006a6961af7e108190bf8ebc108a40b8c7,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,7befd837deaf1c3afe04ebae2b843d760016b5425286926baab717d94cf240fd,2314,91,500,1018,213,1231,2.432897,,,false,false
CBSPAN-20260728-d3b25f81ecd77313c247a66a,rating_lane_001,live,1,resp_06959babd9520617006a6961b18c8481948c1b84f4820bf9f6,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,466856b3c3c2cc8f1ce559c9037e4064cbc9dd8f4709cfbd9b44c6490afca4cc,2205,53,500,983,230,1213,4.575640,,,false,false
CBSPAN-20260728-5648e65f136056c7bc358f49,rating_lane_001,live,1,resp_095f3257743779c8006a6961b1a7a881968f3341e66dce79cf,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,a0fea3f4f5c85e6244def6aa0f11955b2c24596302208b7fa9c52c105e7763c7,2245,95,500,982,252,1234,4.388654,,,false,false
CBSPAN-20260728-0174b6934c128b8b34d27eb5,rating_lane_001,live,1,resp_07bc506352d0cae4006a6961b1e0d48190b169f34760fab909,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,edd106b2664e11fad45c41e638f34d1ee95144c42f40a40039b7f3425ee8d476,2249,100,500,988,255,1243,5.071566,,,false,false
CBSPAN-20260728-ff14bf9054bd05eb51212fbb,rating_lane_001,live,1,resp_0dd6dc734523245e006a6961b1e53c819089f47126e6af6d8d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,0b62e627353c0a727fa13229470b74c397717400bc971e396df07ed54993d1a4,2229,94,500,1014,213,1227,4.419120,,,false,false
CBSPAN-20260728-6523cdb26f99a1ebc217a22c,rating_lane_001,live,1,resp_0a2cb3fbaeb4abcd006a6961b1f8808193954a8c014972acc5,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,1ab5ebab6cf943bf9d9bc3aaab3ab78718960688f71f0be08a1ea5d8a7039693,2173,19,500,986,227,1213,5.197563,,,false,false
CBSPAN-20260728-e86c141013d9208313c4ba93,rating_lane_001,live,1,resp_0fc872dc34469164006a6961b22ee0819683837bbd2812d8f7,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,9ab78148ea35e36c04687aae241b7dc078f6cd94ae5e63db0e59926d4752ef6f,2194,57,500,986,236,1222,6.738307,,,false,false
CBSPAN-20260728-55e12a955251fcf0e29c2e8c,rating_lane_001,live,1,resp_0931ac2a8b026fd1006a6961b221d481949131718af03e3a79,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2ccbfe08d5163a4b849ee14225b6701111e9b2ce902b6bc9f098f4ca157225ef,2255,106,500,1017,269,1286,5.197453,,,false,false
CBSPAN-20260728-7d97cee488610d5d93e7957f,rating_lane_001,live,1,resp_0f29c811ee339c0f006a6961b27254819797ff8a208e6030b8,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,3c4976cf988014a89dc1dacf24f310e1b9b155df2c118914926e5533155211d9,2183,31,500,996,202,1198,6.022764,,,false,false
CBSPAN-20260728-ea268dd3af7a803fda13ce25,rating_lane_001,live,1,resp_0d8e7886f737408b006a6961b3d4548194957653f5da101837,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,45b7bf63d6f2c0128447d2463c412185b2fba31f7ffe8b2f2beb4511d42b966d,2210,82,500,1008,320,1328,6.853803,,,false,false
CBSPAN-20260728-c19dfbca296802b07e1349b0,rating_lane_001,live,1,resp_0ff600a2ebf7bb92006a6961b3db888195aac287d8f16f34f1,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,fa7ac9753fd4595258eb862ac377a195f3b3a2f927f07609c09be0f1e4c51f27,2289,160,500,1026,209,1235,6.475036,,,false,false
CBSPAN-20260728-a7d8d2ae8c3895da80d12a75,rating_lane_001,live,1,resp_0fb963ee971f7011006a6961b403808196b554713ca8179cfb,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,cf771810388df97f0ee282a242d08d31a6d593f123a9d1f5a0d2739b07ea9e40,2349,201,500,996,253,1249,6.720312,,,false,false
CBSPAN-20260728-bbd2983d0be8c22798cff63c,rating_lane_001,live,1,resp_0e7691ba39bbcc88006a6961b48e5c819793e157863f4206e2,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,ac333929d6235c540747691b4d486bcbf9c9e31c2569c3093d51bd39b113a30a,2347,197,500,1013,354,1367,11.839570,,,false,false
CBSPAN-20260728-18c2197427131a99ad2c63b4,rating_lane_001,live,1,resp_0b423c36ad90d3c3006a6961b49cd08190a410a67a4bb91a94,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,9531b5c9a7f13828782e364e3a7df97514425ebe0a79b8bfd7a8de7e6ebc4ee2,2243,94,500,990,325,1315,8.790705,,,false,false
CBSPAN-20260728-8b6507ff1c97cd2a60056935,rating_lane_001,live,1,resp_052102a4435780f0006a6961b49ba48195bef2dd106a011530,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,085734148b3a4ec3a85b8de903fd12eb27a4c74a2521f94d94ebaf9e4bc96f4c,2208,54,500,975,225,1200,7.227438,,,false,false
CBSPAN-20260728-4822685e657e0f59a00ddb61,rating_lane_001,live,1,resp_04bb9ab39bc0ad8c006a6961b573b08197beb554426ee79001,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,61c3f75915f56834773500718c2763096aee5b0f2474c110b1d88b38aba3b118,2285,95,500,990,290,1280,8.585764,,,false,false
CBSPAN-20260728-bd6b14405863e35526844a41,rating_lane_001,live,1,resp_0cdbdb8a596aef74006a6961b5e8808197838c1e6aea3886a2,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,6e5f48b27628cbb6c833d228e40d635d255b3f85daebaf741d1f6a693201e3a7,2292,97,500,1037,181,1218,8.636492,,,false,false
CBSPAN-20260728-d6961faa2e175c5bd6258b70,rating_lane_001,live,1,resp_01d638f0fdd7ace0006a6961b628e08196a40259f4428c048b,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,db0f9b048733c339dd7e2565a4f918adc2796a22fa13de8721d1fb9466c99928,2264,70,500,1031,404,1435,9.676621,,,false,false
CBSPAN-20260728-b70012e88183dc892ec89423,rating_lane_001,live,1,resp_0990e0d500fa3903006a6961b635e48190ad72a0608d842d6f,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,73f2b0e1c544aa6ca82c6bb8d3b0cf4da81235c15c4501a300884e43bb313e59,2358,180,500,1040,235,1275,8.974368,,,false,false
CBSPAN-20260728-48d60d02351f79bac4cfde45,rating_lane_001,live,1,resp_085bcd46b00528f5006a6961b6485481948d6c7474e2ac2394,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,0f7f5349db8ee099188a769df8ab56a1a4da362ed2b4e2422d4934ebdf154c04,2312,143,500,1070,175,1245,8.631230,,,false,false
