non_scalar_structuring_id,normalization_id,original_value_type,original_normalized_value,original_value_candidates,non_scalar_structure_type,non_scalar_structuring_status,structured_value_count,fake_scalar_created,structuring_basis,source_locator_lineage
BRMNSRES-274bcd1fff39e262ae19a203,BRMQNORM-20260803-0da948ebed7933056ed673de,,,[],non_base_amount,structured_without_scalar_collapse,0,false,value_type=missing;pay_basis=overtime_rate;evidence_category=quant_overtime_or_holiday_rate,"{""candidate_id"": ""BRM5C-BRM5-20260731-02458-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-09-0885.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-09-0885.pdf"", ""scout_target_id"": ""BRM5-20260731-02458""}"
BRMNSRES-55b5718cc4d534ad20a8999d,BRMQNORM-20260803-0da9e9d5d7b04e9ee4c35d02,currency_amount,11.41,[11.41],scalar_value,not_non_scalar_structure,1,false,value_type=currency_amount;pay_basis=unknown_or_mixed;evidence_category=quant_other_compensation_value,"{""candidate_id"": ""BRM5C-BRM5-20260731-12522-02"", ""final"": ""https://ci.austin.mn.us/Council/archiveagendas/2025/12_15_25.pdf"", ""original"": ""https://www.ci.austin.mn.us/Council/archiveagendas/2025/12_15_25.pdf"", ""scout_target_id"": ""BRM5-20260731-12522""}"
BRMNSRES-55018522a83169666aa0e7cd,BRMQNORM-20260803-0dc8283ee3b16ed0e162b469,currency_amount,2175.0,[2175.0],scalar_value,not_non_scalar_structure,1,false,value_type=currency_amount;pay_basis=annual_salary;evidence_category=quant_base_wage_direct_value,"{""candidate_id"": ""BRM5C-BRM5-20260731-14169-02"", ""final"": ""https://denningny.gov/wp-content/uploads/2025/12/2026-01A01.pdf"", ""original"": ""https://www.denningny.gov/wp-content/uploads/2025/12/2026-01A01.pdf"", ""scout_target_id"": ""BRM5-20260731-14169""}"
BRMNSRES-db645f4b41cf843415e1588e,BRMQNORM-20260803-0dd18ec8aac6251f0a7591e2,percentage,2.2,[2.2],percentage_raise_or_cola,structured_without_scalar_collapse,1,false,value_type=percentage;pay_basis=percentage_raise;evidence_category=qual_other_pay_setting_mechanism,"{""candidate_id"": ""BRM5C-BRM5-20260731-06600-02"", ""final"": ""https://werc.wi.gov/interest_awards/mia_pre-99_vol_1_of_1/mia14428.pdf"", ""original"": ""https://werc.wi.gov/interest_awards/mia_pre-99_vol_1_of_1/mia14428.pdf"", ""scout_target_id"": ""BRM5-20260731-06600""}"
BRMNSRES-9847bc1e58678bf18b3440a8,BRMQNORM-20260803-0dd2df3311f85870749b5c48,,,[],non_base_amount,structured_without_scalar_collapse,0,false,value_type=missing;pay_basis=allowance;evidence_category=quant_allowance_or_reimbursement,"{""candidate_id"": ""BRM5C-BRM5-20260731-11121-01"", ""final"": ""https://webgen1files.revize.com/cityfayetteville_tx/2025%2004%2021%20CC%20Meeting%20Packet.pdf"", ""original"": ""https://webgen1files.revize.com/cityfayetteville_tx/2025%2004%2021%20CC%20Meeting%20Packet.pdf"", ""scout_target_id"": ""BRM5-20260731-11121""}"
BRMNSRES-ee8058a28f4dce9aece6149f,BRMQNORM-20260803-0def3f0caccb23782aba101c,,,[],non_base_amount,structured_without_scalar_collapse,0,false,value_type=missing;pay_basis=overtime_rate;evidence_category=qual_non_base_compensation_mechanism,"{""candidate_id"": ""BRM5C-BRM5-20260731-12403-03"", ""final"": ""https://manisteemi.gov/Archive/ViewFile/Item/4254"", ""original"": ""https://manisteemi.gov/Archive/ViewFile/Item/4254"", ""scout_target_id"": ""BRM5-20260731-12403""}"
BRMNSRES-4b4f618c33a4ff0df660943f,BRMQNORM-20260803-0df0e58bb28d7d0e46d39086,,,[],mechanism_only,not_non_scalar_structure,0,false,value_type=missing;pay_basis=unknown;evidence_category=qual_non_base_compensation_mechanism,"{""candidate_id"": ""BRM5C-BRM5-20260731-10541-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/15/36/47/153647756793643489640406846733048428033"", ""original"": ""https://ecommons.cornell.edu/bitstreams/5c86d581-78d0-48b6-b9bb-e1ae4e665bfe/download"", ""scout_target_id"": ""BRM5-20260731-10541""}"
BRMNSRES-381ee4a50755ba1d6f2524c3,BRMQNORM-20260803-0dfc23ec361d7eacad8f8588,step_schedule_values,,"[51935.0,54730.0,57525.0,60320.0,63114.0,65909.0,68704.0]",step_schedule,structured_without_scalar_collapse,7,false,value_type=step_schedule_values;pay_basis=step_schedule;evidence_category=quant_step_schedule_progression,"{""candidate_id"": ""BRM5C-BRM5-20260731-09677-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2013/13-MED-08-0943.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2013/13-MED-08-0943.pdf"", ""scout_target_id"": ""BRM5-20260731-09677""}"
BRMNSRES-71399a251670d65c0971efe0,BRMQNORM-20260803-0e00c8314da4e2d36a80bb7b,currency_amount,34.16,[34.16],scalar_value,not_non_scalar_structure,1,false,value_type=currency_amount;pay_basis=hourly;evidence_category=quant_base_wage_direct_value,"{""candidate_id"": ""BRM5C-BRM5-20260731-15198-02"", ""final"": ""https://forestview-il.org/media/4uij5bg4/ordinance-25-10-salary-non-fop-employees.pdf"", ""original"": ""https://forestview-il.org/media/4uij5bg4/ordinance-25-10-salary-non-fop-employees.pdf"", ""scout_target_id"": ""BRM5-20260731-15198""}"
BRMNSRES-8ea3dd5df42b5c464915586a,BRMQNORM-20260803-0e05aa17a09915a6fc9e154c,,,[],genuinely_no_quantitative_value,not_non_scalar_structure,0,false,value_type=missing;pay_basis=unknown_or_mixed;evidence_category=quant_other_compensation_value,"{""candidate_id"": ""BRM5C-BRM5-20260731-00449-01"", ""final"": ""https://sesser.org/wp-content/uploads/2024/09/employee-raises-fy25-effective-may-1st-2024.pdf"", ""original"": ""https://www.sesser.org/wp-content/uploads/2024/09/employee-raises-fy25-effective-may-1st-2024.pdf"", ""scout_target_id"": ""BRM5-20260731-00449""}"
BRMNSRES-252e609f8dcaa18a1f432aea,BRMQNORM-20260803-0e0c611b77a401f4b59f3978,currency_amount,20.0,[20.0],scalar_value,not_non_scalar_structure,1,false,value_type=currency_amount;pay_basis=hourly;evidence_category=quant_base_wage_direct_value,"{""candidate_id"": ""BRM5C-BRM5-20260731-18111-01"", ""final"": ""https://carrolltwp.org/wp-content/uploads/2026/02/01052026-Reorganization-BOS-Meeting-Minutes.pdf"", ""original"": ""https://carrolltwp.org/wp-content/uploads/2026/02/01052026-Reorganization-BOS-Meeting-Minutes.pdf"", ""scout_target_id"": ""BRM5-20260731-18111""}"
BRMNSRES-2ebf5a01e553779ff6af510c,BRMQNORM-20260803-0e243b798fb70e4f4bebbb5a,,,[],non_base_amount,structured_without_scalar_collapse,0,false,value_type=missing;pay_basis=allowance;evidence_category=quant_allowance_or_reimbursement,"{""candidate_id"": ""BRM5C-BRM5-20260731-00474-01"", ""final"": ""https://villageofstonington.com/documents/654/March_15_2023_Finance_Meeting_minutes.pdf"", ""original"": ""https://villageofstonington.com/documents/654/March_15_2023_Finance_Meeting_minutes.pdf"", ""scout_target_id"": ""BRM5-20260731-00474""}"
BRMNSRES-ede8c4ae9048f48602e8413b,BRMQNORM-20260803-0e2f784d4cf56327e0ad2f1a,,,[],non_base_amount,structured_without_scalar_collapse,0,false,value_type=missing;pay_basis=allowance;evidence_category=quant_allowance_or_reimbursement,"{""candidate_id"": ""BRM5C-BRM5-20260731-02406-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-02-0156.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-02-0156.pdf"", ""scout_target_id"": ""BRM5-20260731-02406""}"
BRMNSRES-3ee5fbf5bbe574de6462a961,BRMQNORM-20260803-0e35c97aae68652e3460c88c,,,[],genuinely_no_quantitative_value,not_non_scalar_structure,0,false,value_type=missing;pay_basis=unknown_or_mixed;evidence_category=quant_other_compensation_value,"{""candidate_id"": ""BRM5C-BRM5-20260731-08785-02"", ""final"": ""https://cityofbensonmn.gov/vertical/sites/%7B4CF162DA-DB48-48F1-B00C-5A678A59875D%7D/uploads/2025-26_AFSCME__Benson_City_Contract.pdf"", ""original"": ""https://cityofbensonmn.gov/vertical/sites/%7B4CF162DA-DB48-48F1-B00C-5A678A59875D%7D/uploads/2025-26_AFSCME__Benson_City_Contract.pdf"", ""scout_target_id"": ""BRM5-20260731-08785""}"
BRMNSRES-2ab7b04b5cb7378e4ec2dcd1,BRMQNORM-20260803-0e40c73b15ea2615dd22db20,,,[],pay_grade_or_classification_band,structured_without_scalar_collapse,0,false,value_type=missing;pay_basis=pay_grade;evidence_category=quant_position_classification_pay_band,"{""candidate_id"": ""BRM5C-BRM5-20260731-09827-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-02-0109.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-02-0109.pdf"", ""scout_target_id"": ""BRM5-20260731-09827""}"
BRMNSRES-3a85de5a96b8aa70bc6d57a7,BRMQNORM-20260803-0e42c6fe1ab4543d763c6f5f,,,[],genuinely_no_quantitative_value,not_non_scalar_structure,0,false,value_type=missing;pay_basis=unknown_or_mixed;evidence_category=quant_other_compensation_value,"{""candidate_id"": ""BRM5C-BRM5-20260731-01221-01"", ""final"": ""https://webgen1files1.revize.com/peremarquettemi/Documents/Boards%20%26%20Commissions/%20Township%20Board/Agendas%20%26%20Minutes/2023/2023%20Minutes.pdf"", ""original"": ""https://webgen1files1.revize.com/peremarquettemi/Documents/Boards%20%26%20Commissions/%20Township%20Board/Agendas%20%26%20Minutes/2023/2023%20Minutes.pdf"", ""scout_target_id"": ""BRM5-20260731-01221""}"
BRMNSRES-918ea7ed1d475023cc14c3e1,BRMQNORM-20260803-0e44a53bc49b61732f20b19e,currency_amount,50.0,[50.0],mechanism_only,not_non_scalar_structure,1,false,value_type=currency_amount;pay_basis=monthly;evidence_category=qual_non_base_compensation_mechanism,"{""candidate_id"": ""BRM5C-BRM5-20260731-01508-03"", ""final"": ""https://mccmeetingspublic.blob.core.usgovcloudapi.net/longlakemn-meet-1a3f3d68ab064d508b0a3bd2e54334f4/ITEM-Attachment-001-df94ff9ef828423d90529ca046deddb0.pdf"", ""original"": ""https://mccmeetingspublic.blob.core.usgovcloudapi.net/longlakemn-meet-1a3f3d68ab064d508b0a3bd2e54334f4/ITEM-Attachment-001-df94ff9ef828423d90529ca046deddb0.pdf"", ""scout_target_id"": ""BRM5-20260731-01508""}"
BRMNSRES-8537da0aaec3bf8cb087e760,BRMQNORM-20260803-0e597c8e8831c9be40a10c6e,,,[],non_base_amount,structured_without_scalar_collapse,0,false,value_type=missing;pay_basis=overtime_rate;evidence_category=quant_overtime_or_holiday_rate,"{""candidate_id"": ""BRM5C-BRM5-20260731-12267-04"", ""final"": ""https://baycitymi.gov/DocumentCenter/View/5914/International-Association-of-Firefighters-Local-116-2026---2029"", ""original"": ""https://www.baycitymi.gov/DocumentCenter/View/5914/International-Association-of-Firefighters-Local-116-2026---2029"", ""scout_target_id"": ""BRM5-20260731-12267""}"
BRMNSRES-72e8b1dfeda3d763109f262e,BRMQNORM-20260803-0e59cdfb0a1ca138f8d01231,,,[],non_base_amount,structured_without_scalar_collapse,0,false,value_type=missing;pay_basis=stipend;evidence_category=quant_other_compensation_value,"{""candidate_id"": ""BRM5C-BRM5-20260731-17210-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-04-0597.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-04-0597.pdf"", ""scout_target_id"": ""BRM5-20260731-17210""}"
BRMNSRES-13ea34ca3fe4ffea740c9300,BRMQNORM-20260803-0e5c87e247c0c6a307ae1836,,,[],non_base_amount,structured_without_scalar_collapse,0,false,value_type=missing;pay_basis=stipend;evidence_category=quant_stipend_or_premium,"{""candidate_id"": ""BRM5C-BRM5-20260731-14906-01"", ""final"": ""https://storage.googleapis.com/proudcity/newfairviewtx/2024/04/4_15_24-Agenda-Packet.pdf"", ""original"": ""https://storage.googleapis.com/proudcity/newfairviewtx/2024/04/4_15_24-Agenda-Packet.pdf"", ""scout_target_id"": ""BRM5-20260731-14906""}"
BRMNSRES-5638b3d68303ea74b4e98d94,BRMQNORM-20260803-0e68d4886fec4d99298510ec,,,[],pay_grade_or_classification_band,structured_without_scalar_collapse,0,false,value_type=missing;pay_basis=pay_grade;evidence_category=quant_position_classification_pay_band,"{""candidate_id"": ""BRM5C-BRM5-20260731-06000-01"", ""final"": ""https://cms2.revize.com/revize/franklinoh/Document%20Center/Department/Government/City%20Council/Legislation/Resolutions/2021/R2118%20FLEA.pdf"", ""original"": ""https://cms2.revize.com/revize/franklinoh/Document%20Center/Department/Government/City%20Council/Legislation/Resolutions/2021/R2118%20FLEA.pdf"", ""scout_target_id"": ""BRM5-20260731-06000""}"
BRMNSRES-29e0f0269ac0e2ccbe0e856a,BRMQNORM-20260803-0e695558e78e92cfe75e64c7,currency_amount,20.0,[20.0],scalar_value,not_non_scalar_structure,1,false,value_type=currency_amount;pay_basis=hourly;evidence_category=quant_base_wage_direct_value,"{""candidate_id"": ""BRM5C-BRM5-20260731-18627-01"", ""final"": ""https://static1.squarespace.com/static/65d7737e4900466ad7728f46/t/65f34b5b33e0062b8802bf69/1710443356082/Minutes%2B-%2BSpecial%2BMeeting%2B-%2B05032022%2B-%2BEmployee%2BStatus%2BChange%2B-%2BT%2BJ%2BFrazier.pdf"", ""original"": ""https://static1.squarespace.com/static/65d7737e4900466ad7728f46/t/65f34b5b33e0062b8802bf69/1710443356082/Minutes%2B-%2BSpecial%2BMeeting%2B-%2B05032022%2B-%2BEmployee%2BStatus%2BChange%2B-%2BT%2BJ%2BFrazier.pdf"", ""scout_target_id"": ""BRM5-20260731-18627""}"
BRMNSRES-5c9a37d555ca259c100fcc34,BRMQNORM-20260803-0e73bfe023f53548c28f68bb,,,[],non_base_amount,structured_without_scalar_collapse,0,false,value_type=missing;pay_basis=overtime_rate;evidence_category=quant_other_compensation_value,"{""candidate_id"": ""BRM5C-BRM5-20260731-03220-01"", ""final"": ""https://publicsafetyapp.com/Jobs/customer-files/ELEA-CBA-2023-2027_1.pdf"", ""original"": ""https://www.publicsafetyapp.com/Jobs/customer-files/ELEA-CBA-2023-2027_1.pdf"", ""scout_target_id"": ""BRM5-20260731-03220""}"
BRMNSRES-86e10ca0fdfdde41bf510d9b,BRMQNORM-20260803-0e740e622b56726fb2297806,percentage,2.0,[2.0],percentage_raise_or_cola,structured_without_scalar_collapse,1,false,value_type=percentage;pay_basis=percentage_raise;evidence_category=quant_percentage_raise_or_cola,"{""candidate_id"": ""BRM5C-BRM5-20260731-02267-03"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-01-0026.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-01-0026.pdf"", ""scout_target_id"": ""BRM5-20260731-02267""}"
BRMNSRES-671575ea938874ae696c2986,BRMQNORM-20260803-0e7bc7e03f61c655dbab12a7,,,[],budget_or_pay_plan_context,structured_without_scalar_collapse,0,false,value_type=missing;pay_basis=budget_amount;evidence_category=qual_other_pay_setting_mechanism,"{""candidate_id"": ""BRM5C-BRM5-20260731-07227-01"", ""final"": ""https://warwick-bucks.com/wp-content/uploads/2024/10/2025-Draft-Budget-10.23-2.pdf"", ""original"": ""https://warwick-bucks.com/wp-content/uploads/2024/10/2025-Draft-Budget-10.23-2.pdf"", ""scout_target_id"": ""BRM5-20260731-07227""}"
BRMNSRES-84cdb8d9b9ca292979ce2140,BRMQNORM-20260803-0e7ec11593b98fbd51dcd645,,,[],budget_or_pay_plan_context,structured_without_scalar_collapse,0,false,value_type=missing;pay_basis=budget_amount;evidence_category=quant_overtime_or_holiday_rate,"{""candidate_id"": ""BRM5C-BRM5-20260731-01435-01"", ""final"": ""https://greenbushmn.govoffice2.com/vertical/sites/%7B597068FB-D7A0-4264-8FC4-DBD6F1AF221B%7D/uploads/Agenda_August_19_2019_-_Pdf.pdf"", ""original"": ""https://greenbushmn.govoffice2.com/vertical/sites/%7B597068FB-D7A0-4264-8FC4-DBD6F1AF221B%7D/uploads/Agenda_August_19_2019_-_Pdf.pdf"", ""scout_target_id"": ""BRM5-20260731-01435""}"
BRMNSRES-e8872c339c1323504b39767e,BRMQNORM-20260803-0e7f84d602315e87759df295,,,[],non_base_amount,structured_without_scalar_collapse,0,false,value_type=missing;pay_basis=overtime_rate;evidence_category=quant_overtime_or_holiday_rate,"{""candidate_id"": ""BRM5C-BRM5-20260731-13483-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0017.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0017.pdf"", ""scout_target_id"": ""BRM5-20260731-13483""}"
BRMNSRES-392360bab10e1f517bcbbbaf,BRMQNORM-20260803-0e864e20d85a6ab77c7b5448,percentage,75.0,[75.0],percentage_raise_or_cola,structured_without_scalar_collapse,1,false,value_type=percentage;pay_basis=percentage_raise;evidence_category=quant_step_schedule_progression,"{""candidate_id"": ""BRM5C-BRM5-20260731-02206-04"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2012/12-MED-10-1304.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2012/12-MED-10-1304.pdf"", ""scout_target_id"": ""BRM5-20260731-02206""}"
BRMNSRES-400fc237ae1826cffc4da778,BRMQNORM-20260803-0e88c35295c04e9015f15b51,step_schedule_values,,"[20.33,20.8,21.27,21.74,22.21]",step_schedule,structured_without_scalar_collapse,5,false,value_type=step_schedule_values;pay_basis=step_schedule;evidence_category=quant_step_schedule_progression,"{""candidate_id"": ""BRM5C-BRM5-20260731-06012-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-01-0025.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-01-0025.pdf"", ""scout_target_id"": ""BRM5-20260731-06012""}"
BRMNSRES-db392c8a3945151c4e4e1331,BRMQNORM-20260803-0e8a1929b7551cc1df054c50,percentage,6.0,[6.0],percentage_raise_or_cola,structured_without_scalar_collapse,1,false,value_type=percentage;pay_basis=annual_salary;evidence_category=quant_percentage_raise_or_cola,"{""candidate_id"": ""BRM5C-BRM5-20260731-17324-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2024/24-MED-10-1275.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2024/24-MED-10-1275.pdf"", ""scout_target_id"": ""BRM5-20260731-17324""}"
BRMNSRES-4d69d3c0c26e421570b843f0,BRMQNORM-20260803-0e97fa21c4d20d4d9b8047ff,percentage,2.0,[2.0],percentage_raise_or_cola,structured_without_scalar_collapse,1,false,value_type=percentage;pay_basis=percentage_raise;evidence_category=quant_percentage_raise_or_cola,"{""candidate_id"": ""BRM5C-BRM5-20260731-02449-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2019/19-MED-10-1099.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2019/19-MED-10-1099.pdf"", ""scout_target_id"": ""BRM5-20260731-02449""}"
BRMNSRES-9e879cd7c350a4fd743a9931,BRMQNORM-20260803-0e984f65bb548e8b64e28df0,currency_amount,21.54,[21.54],scalar_value,not_non_scalar_structure,1,false,value_type=currency_amount;pay_basis=hourly;evidence_category=quant_base_wage_direct_value,"{""candidate_id"": ""BRM5C-BRM5-20260731-14642-01"", ""final"": ""https://beavervalleyfop.org/wp-content/uploads/2023/09/shippingport-2022-2024.pdf"", ""original"": ""https://beavervalleyfop.org/wp-content/uploads/2023/09/shippingport-2022-2024.pdf"", ""scout_target_id"": ""BRM5-20260731-14642""}"
BRMNSRES-aa951abb84af942aface3d9b,BRMQNORM-20260803-0e9a343d5b97f1b1978bc0c2,,,[],pay_grade_or_classification_band,structured_without_scalar_collapse,0,false,value_type=missing;pay_basis=pay_grade;evidence_category=quant_position_classification_pay_band,"{""candidate_id"": ""BRM5C-BRM5-20260731-12522-01"", ""final"": ""https://ci.austin.mn.us/Council/archiveagendas/2026/03-02-26.pdf"", ""original"": ""https://www.ci.austin.mn.us/Council/archiveagendas/2026/03-02-26.pdf"", ""scout_target_id"": ""BRM5-20260731-12522""}"
BRMNSRES-112ee38e77746b10914be104,BRMQNORM-20260803-0e9d2daa510afb9ac58d2e22,currency_amount,,"[0.0,1000.0,1059.0,2000.0,41000.0,41376.0,43750.0,45596.0,50250.0]",budget_or_pay_plan_context,structured_without_scalar_collapse,9,false,value_type=currency_amount;pay_basis=budget_amount;evidence_category=quant_overtime_or_holiday_rate,"{""candidate_id"": ""BRM5C-BRM5-20260731-07143-01"", ""final"": ""https://richland.pa.us/ArchiveCenter/ViewFile/Item/54"", ""original"": ""https://richland.pa.us/ArchiveCenter/ViewFile/Item/54"", ""scout_target_id"": ""BRM5-20260731-07143""}"
BRMNSRES-a6732fd931f87cde8f886ded,BRMQNORM-20260803-0e9ed6808884ea36a4f1bad4,,,[],non_base_amount,structured_without_scalar_collapse,0,false,value_type=missing;pay_basis=overtime_rate;evidence_category=quant_overtime_or_holiday_rate,"{""candidate_id"": ""BRM5C-BRM5-20260731-02985-01"", ""final"": ""https://seethroughny.net/contracts/VillageofGranville_P_2021.pdf"", ""original"": ""https://www.seethroughny.net/contracts/VillageofGranville_P_2021.pdf"", ""scout_target_id"": ""BRM5-20260731-02985""}"
BRMNSRES-14e929529455ad42163f9362,BRMQNORM-20260803-0eac8228a925cd91a3a6662d,currency_amount,19.0,[19.0],scalar_value,not_non_scalar_structure,1,false,value_type=currency_amount;pay_basis=hourly;evidence_category=quant_base_wage_direct_value,"{""candidate_id"": ""BRM5C-BRM5-20260731-16023-02"", ""final"": ""https://villageofcalumet.com/uploads/1/1/8/5/118509013/december_10_2024_village_council_meeting_minutes_-_final.pdf"", ""original"": ""https://www.villageofcalumet.com/uploads/1/1/8/5/118509013/december_10_2024_village_council_meeting_minutes_-_final.pdf"", ""scout_target_id"": ""BRM5-20260731-16023""}"
BRMNSRES-5b24b8a84faab352460f5cd6,BRMQNORM-20260803-0eb7a7181cdeee2c5eac9655,currency_amount,10.5,[10.5],scalar_value,not_non_scalar_structure,1,false,value_type=currency_amount;pay_basis=hourly;evidence_category=quant_base_wage_direct_value,"{""candidate_id"": ""BRM5C-BRM5-20260731-14706-01"", ""final"": ""https://wrboro.org/document/council-minutes-august-10th-2020"", ""original"": ""https://wrboro.org/document/council-minutes-august-10th-2020/"", ""scout_target_id"": ""BRM5-20260731-14706""}"
BRMNSRES-ebf0ad7050d2885282fabf4d,BRMQNORM-20260803-0ec48822ebcc4f7b884026c5,currency_amount,,"[18.0,30.0]",multiple_value_table,structured_without_scalar_collapse,2,false,value_type=currency_amount;pay_basis=hourly;evidence_category=quant_base_wage_direct_value,"{""candidate_id"": ""BRM5C-BRM5-20260731-08312-02"", ""final"": ""https://kspublicnotices.newzgroup.com/KSLegals/2025/31204-2025-03-19_1002.pdf"", ""original"": ""https://kspublicnotices.newzgroup.com/KSLegals/2025/31204-2025-03-19_1002.pdf"", ""scout_target_id"": ""BRM5-20260731-08312""}"
BRMNSRES-014f4f14002b287bd23bfd38,BRMQNORM-20260803-0ec57900d506a446cd282e61,,,[],non_base_amount,structured_without_scalar_collapse,0,false,value_type=missing;pay_basis=allowance;evidence_category=qual_non_base_compensation_mechanism,"{""candidate_id"": ""BRM5C-BRM5-20260731-07453-02"", ""final"": ""https://ricetx.gov/documents/81/Proposed_budget_2025-2026.pdf"", ""original"": ""https://ricetx.gov/documents/81/Proposed_budget_2025-2026.pdf"", ""scout_target_id"": ""BRM5-20260731-07453""}"
BRMNSRES-c89a0a8e26c063b46bbdc69a,BRMQNORM-20260803-0ec6c0aa7d90b8fe6213aa81,percentage,3.0,[3.0],percentage_raise_or_cola,structured_without_scalar_collapse,1,false,value_type=percentage;pay_basis=monthly;evidence_category=quant_cpi_indexed_adjustment,"{""candidate_id"": ""BRM5C-BRM5-20260731-18497-01"", ""final"": ""https://dlg.usg.edu/record/dlg_ggpd_l407-1999-v-2-bk-2"", ""original"": ""https://dlg.usg.edu/record/dlg_ggpd_l407-1999-v-2-bk-2"", ""scout_target_id"": ""BRM5-20260731-18497""}"
BRMNSRES-38d41b08a309acdfaf2aa03d,BRMQNORM-20260803-0ed519d8cfa44f7e8fa6ab31,step_schedule_values,,"[16.506,41198.97]",step_schedule,structured_without_scalar_collapse,2,false,value_type=step_schedule_values;pay_basis=step_schedule;evidence_category=quant_step_schedule_progression,"{""candidate_id"": ""BRM5C-BRM5-20260731-09811-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0030.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0030.pdf"", ""scout_target_id"": ""BRM5-20260731-09811""}"
BRMNSRES-50fa1227b01ed460f54ed8ec,BRMQNORM-20260803-0ef8664fd1c54551e959ce65,currency_amount,23.92,[23.92],scalar_value,not_non_scalar_structure,1,false,value_type=currency_amount;pay_basis=hourly;evidence_category=quant_base_wage_direct_value,"{""candidate_id"": ""BRM5C-BRM5-20260731-13765-02"", ""final"": ""https://cityofkimballsodak.org/_files/ugd/67bde8_d45538f8fb26485bbe4c1de711fa4f62.pdf"", ""original"": ""https://www.cityofkimballsodak.org/_files/ugd/67bde8_d45538f8fb26485bbe4c1de711fa4f62.pdf"", ""scout_target_id"": ""BRM5-20260731-13765""}"
BRMNSRES-1538eb57adc923cd8e6abf36,BRMQNORM-20260803-0f098dfc50549c997aeef578,step_schedule_values,,"[19525.0,21827.0]",step_schedule,structured_without_scalar_collapse,2,false,value_type=step_schedule_values;pay_basis=step_schedule;evidence_category=quant_step_schedule_progression,"{""candidate_id"": ""BRM5C-BRM5-20260731-17911-02"", ""final"": ""https://perb.ny.gov/system/files/documents/2024/03/ia82-020-award-1-14-83.pdf"", ""original"": ""https://perb.ny.gov/city-corning-and-corning-firefighters-local-932-afl-cio-iaff"", ""scout_target_id"": ""BRM5-20260731-17911""}"
BRMNSRES-9ed236fe7823df6acc1ea637,BRMQNORM-20260803-0f0b5e62df26469e239190a3,currency_amount,,"[355.21,76.15]",budget_or_pay_plan_context,structured_without_scalar_collapse,2,false,value_type=currency_amount;pay_basis=budget_amount;evidence_category=quant_longevity_or_service_pay,"{""candidate_id"": ""BRM5C-BRM5-20260731-02885-01"", ""final"": ""https://core-docs.s3.us-east-1.amazonaws.com/documents/asset/uploaded_file/5174/VOW/6147418/2026_BUDGET_OVERVIEW_Final_Approved.pdf"", ""original"": ""https://core-docs.s3.us-east-1.amazonaws.com/documents/asset/uploaded_file/5174/VOW/6147418/2026_BUDGET_OVERVIEW_Final_Approved.pdf"", ""scout_target_id"": ""BRM5-20260731-02885""}"
