targeted_qa_resolution_id,review_queue_row_number,review_type,extraction_case_id,page_number,lane,source_observation_ids,source_observation_count,resolution_classification,resolution_status,quantitative_action,non_base_wage_action,reference_action,retained_quantitative_observation_ids,routed_quantitative_observation_ids,reference_only_quantitative_observation_ids,created_non_base_wage_observation_ids,created_reference_ids,structured_basis,bounded_evidence_pointer,local_evidence_inspected,reason_codes,confidence,unresolved_flag,notes
qares1000_49843ae5c41131b531f6299f,32,possible_non_base_wage_quantitative,cex_a34c43b943e92d4c5dfd1ec0,12,quantitative,qobs_358851fa61a74937ef101eb2,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_358851fa61a74937ef101eb2,,nobsqa1000_e7ae09968bbcd786374fd239,,Structured values/reason codes identify the explicit non-base family: overtime.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0218_sr_a7f9d97071b761d1975ad5f8.pdf#page=12,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_OVERTIME,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_b1cfc0b9f5f309cf44c3e133,33,possible_non_base_wage_quantitative,cex_a34c43b943e92d4c5dfd1ec0,12,quantitative,qobs_547013330eda6b674902b6ab,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_547013330eda6b674902b6ab,,nobsqa1000_f554c7af54036a2568d5d973,,Structured values/reason codes identify the explicit non-base family: overtime.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0218_sr_a7f9d97071b761d1975ad5f8.pdf#page=12,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_OVERTIME,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_b1a6d7befbb85d4044ac1d2b,34,possible_non_base_wage_quantitative,cex_a34c43b943e92d4c5dfd1ec0,13,quantitative,qobs_506590bed0fae04e37ec7b3c,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_506590bed0fae04e37ec7b3c,,nobsqa1000_6e9586be82e91fcadd1ede71,,Structured values/reason codes identify the explicit non-base family: stipend.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0218_sr_a7f9d97071b761d1975ad5f8.pdf#page=13,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_STIPEND,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_0669b18d6442571b2a850be0,35,possible_non_base_wage_quantitative,cex_5bcf8fc4872759a9bb92a89b,10,quantitative,qobs_9a911ba6f32064b9c1ecd2a1,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_9a911ba6f32064b9c1ecd2a1,,nobsqa1000_3ba9348666d41f47326eb66b,,Structured values/reason codes identify the explicit non-base family: stipend.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0247_sr_7a1e7e179be6878c489ecadf.pdf#page=10,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_STIPEND,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_091993dc0c54ebe53f8628f2,36,possible_non_base_wage_quantitative,cex_c30576f6b358214f6fa8d459,11,quantitative,qobs_a7d9c8996c6599c5f980d15f,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_a7d9c8996c6599c5f980d15f,,nobsqa1000_005f4f8685a1c12a689a20e1,,Structured values/reason codes identify the explicit non-base family: overtime.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0025_sr_0a72e867dbee9c8896d6458b.pdf#page=11,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_OVERTIME,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_cf840f2bca361184d962cb2a,37,possible_non_base_wage_quantitative,cex_8ea7a77ddd735767fff951c8,12,quantitative,qobs_fe5f0732483c83ed976081d2,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_fe5f0732483c83ed976081d2,,nobsqa1000_0381c146bdea56e596b09582,,Structured values/reason codes identify the explicit non-base family: education_or_certification.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0430_sr_bc2a6e02a467586a4d77b887.pdf#page=12,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_EDUCATION_OR_CERTIFICATION,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_9ba4cd4235b497629967c216,38,possible_non_base_wage_quantitative,cex_fb9bd6b64c0ce2ed4a3d933f,14,quantitative,qobs_caa2402b7c7f7e565bd88e2f,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_caa2402b7c7f7e565bd88e2f,,nobsqa1000_2ba23b6f31e486d67827fbe9,,Structured values/reason codes identify the explicit non-base family: education_or_certification.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0073_sr_643d9be575ad4573f2c48745.pdf#page=14,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_EDUCATION_OR_CERTIFICATION,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_de0e15a53b8fe87170ca9a51,39,possible_non_base_wage_quantitative,cex_cb83b81ccf52fc3fd1a7b937,46,quantitative,qobs_f0d9ae9c217ee556d2bdcb6e,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_f0d9ae9c217ee556d2bdcb6e,,nobsqa1000_bae80e8296a4c4061efdf651,,Structured values/reason codes identify the explicit non-base family: overtime.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0243_sr_c8f6017675a0a756d857a56f.pdf#page=46,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_OVERTIME,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_8567cfa6b7c7dc4a3a64e2d1,40,possible_non_base_wage_quantitative,cex_cb83b81ccf52fc3fd1a7b937,46,quantitative,qobs_8bed7fe526d64fc6765696b9,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_8bed7fe526d64fc6765696b9,,nobsqa1000_b16360009e8fd04917fa4c90,,Structured values/reason codes identify the explicit non-base family: overtime.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0243_sr_c8f6017675a0a756d857a56f.pdf#page=46,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_OVERTIME,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_4f57b8dec5c5a3e08a2e5676,41,possible_non_base_wage_quantitative,cex_2be7bdd7287b3a2f00090ecd,19,quantitative,qobs_8e3d458bd040fcfd560d8c9b,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_8e3d458bd040fcfd560d8c9b,,nobsqa1000_1545414aec794bbbedb90cc2,,Structured values/reason codes identify the explicit non-base family: leave.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0198_sr_7bed90bbe045386920e7e60f.pdf#page=19,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_LEAVE,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_38014998b4e1a30c1b269137,42,possible_non_base_wage_quantitative,cex_2be7bdd7287b3a2f00090ecd,8,quantitative,qobs_8f07198b9dc54a268dda1339,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_8f07198b9dc54a268dda1339,,nobsqa1000_a71eb1e2d34212fe1fe550b9,,Structured values/reason codes identify the explicit non-base family: leave.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0198_sr_7bed90bbe045386920e7e60f.pdf#page=8,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_LEAVE,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_3afae39930a4b6d01aba92e7,43,possible_non_base_wage_quantitative,cex_8e422fc7cff83da56aec2e17,11,quantitative,qobs_82f427dee4781b1dc13010fe,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_82f427dee4781b1dc13010fe,,nobsqa1000_2477d12dfd53b9fbe70d24e0,,Structured values/reason codes identify the explicit non-base family: overtime.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0234_sr_08f37611d328e626f631de53.pdf#page=11,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_OVERTIME,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_d06c3aad18e3c54e0acd832f,44,possible_non_base_wage_quantitative,cex_85f4e36aa58da0a367ebc4e5,25,quantitative,qobs_a8474b05c63b874f1552ae5b,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_a8474b05c63b874f1552ae5b,,nobsqa1000_d742c04976a678d30540d3c2,,Structured values/reason codes identify the explicit non-base family: leave.,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0054_sr_8343bdb50f8eb7195e6557ab.pdf#page=25,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_LEAVE,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_3919329b681cce9c6f0c19c3,45,possible_non_base_wage_quantitative,cex_2b3befca515f0286b3b90d59,8,quantitative,qobs_4c7f4861f0a6c8b7f0c038b9,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_4c7f4861f0a6c8b7f0c038b9,,nobsqa1000_8d6e8e5aee923a07a23084b6,,Structured values/reason codes identify the explicit non-base family: reimbursements.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0175_sr_e0a4189c5bf3e5815b6f8c03.pdf#page=8,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_REIMBURSEMENTS,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_6c7a350046673aece37f10ff,46,possible_non_base_wage_quantitative,cex_2b3befca515f0286b3b90d59,8,quantitative,qobs_2ace8f053e2982f93a39a31c,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_2ace8f053e2982f93a39a31c,,nobsqa1000_e2f80493cf4a20b1883f05cf,,Structured values/reason codes identify the explicit non-base family: reimbursements.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0175_sr_e0a4189c5bf3e5815b6f8c03.pdf#page=8,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_REIMBURSEMENTS,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_319d6c7be5e864e6875cd6f2,47,possible_non_base_wage_quantitative,cex_2b3befca515f0286b3b90d59,7,quantitative,qobs_321a9ecdaaa78113f22b7db7,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_321a9ecdaaa78113f22b7db7,,nobsqa1000_583eac6c52bcbff13ee43a7d,,Structured values/reason codes identify the explicit non-base family: stipend.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0175_sr_e0a4189c5bf3e5815b6f8c03.pdf#page=7,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_STIPEND,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_8533dca9f96195c301c02e2d,48,possible_non_base_wage_quantitative,cex_82223aa069f7db92f4dfaaae,21,quantitative,qobs_2674ed65bf442095b28bae00,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_2674ed65bf442095b28bae00,,nobsqa1000_f73f25a1cc4b8319b76ecf51,,Structured values/reason codes identify the explicit non-base family: longevity.,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0030_sr_a6e0fc7c12662a36a230c7df.pdf#page=21,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_LONGEVITY,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_095ddefe080ee8dcc36ba95e,49,possible_non_base_wage_quantitative,cex_82223aa069f7db92f4dfaaae,21,quantitative,qobs_d49dbe7a1253a4345cd3bb9a,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_d49dbe7a1253a4345cd3bb9a,,nobsqa1000_1e5a799c63fe2be810b4a9a1,,Structured values/reason codes identify the explicit non-base family: longevity.,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0030_sr_a6e0fc7c12662a36a230c7df.pdf#page=21,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_LONGEVITY,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_75fc4c99d9fd7853add71a30,50,possible_non_base_wage_quantitative,cex_82223aa069f7db92f4dfaaae,21,quantitative,qobs_c5a0345d30b90f83c4725de1,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_c5a0345d30b90f83c4725de1,,nobsqa1000_9d8bddfe6297c541c10f627b,,Structured values/reason codes identify the explicit non-base family: overtime.,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0030_sr_a6e0fc7c12662a36a230c7df.pdf#page=21,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_OVERTIME,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_a9a260d01a853706bd61faa1,51,possible_non_base_wage_quantitative,cex_26e433d95111114d8b776cbd,9,quantitative,qobs_bb631003d77687b4db8ca253,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_bb631003d77687b4db8ca253,,nobsqa1000_f3f7a55441572044105821c5,,Structured values/reason codes identify the explicit non-base family: leave.,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0036_sr_d04b42f8bb31101f258c5c63.pdf#page=9,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_LEAVE,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_8e8916069c3a743afb3601b7,52,possible_non_base_wage_quantitative,cex_26e433d95111114d8b776cbd,9,quantitative,qobs_3f7053226d6aa0e11cc078f9,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_3f7053226d6aa0e11cc078f9,,nobsqa1000_c9283558f91d03e68fbe71fd,,Structured values/reason codes identify the explicit non-base family: leave.,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0036_sr_d04b42f8bb31101f258c5c63.pdf#page=9,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_LEAVE,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_f6ab0cf002edd50d23ed7314,53,possible_non_base_wage_quantitative,cex_26e433d95111114d8b776cbd,10,quantitative,qobs_07a2b38ff3a40b99dd8a22db,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_07a2b38ff3a40b99dd8a22db,,nobsqa1000_e134327fab4378d770ad30f1,,Structured values/reason codes identify the explicit non-base family: leave.,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0036_sr_d04b42f8bb31101f258c5c63.pdf#page=10,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_LEAVE,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_844b7eb9f9a106ffa6b6ae65,54,possible_non_base_wage_quantitative,cex_d56afb42faccde857d6ceaba,35,quantitative,qobs_fe154092e51e21f85dadbbd3,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_fe154092e51e21f85dadbbd3,,nobsqa1000_3f64dd3a7e12eac45cbdbe19,,Structured values/reason codes identify the explicit non-base family: overtime.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0095_sr_d8df8f178d8fcf7c72635f70.pdf#page=35,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_OVERTIME,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_99cae725d0f635295960d8d4,55,possible_non_base_wage_quantitative,cex_d56afb42faccde857d6ceaba,35,quantitative,qobs_21a5a79843616d2edbe24023,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_21a5a79843616d2edbe24023,,nobsqa1000_6a0d1485f2cc83e315366679,,Structured values/reason codes identify the explicit non-base family: overtime.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0095_sr_d8df8f178d8fcf7c72635f70.pdf#page=35,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_OVERTIME,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_fb3e204cc5d4d82895d388ad,56,possible_non_base_wage_quantitative,cex_fb56931c22da3938b1933bd7,18,quantitative,qobs_2b350a9b33a98959015e993d,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_2b350a9b33a98959015e993d,,nobsqa1000_cd5b1b86c7446210ce26802f,,Structured values/reason codes identify the explicit non-base family: stipend.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0135_sr_b2ae05460c47b9f9f10da3c9.pdf#page=18,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_STIPEND,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_011ebb390b8ac17ebe1f7770,57,possible_non_base_wage_quantitative,cex_fb56931c22da3938b1933bd7,18,quantitative,qobs_c4c366416560b0952be14ba0,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_c4c366416560b0952be14ba0,,nobsqa1000_b1daf034adf9636583ea8371,,Structured values/reason codes identify the explicit non-base family: stipend.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0135_sr_b2ae05460c47b9f9f10da3c9.pdf#page=18,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_STIPEND,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_5a8bb42ffedbbf3de9c9a3eb,58,possible_non_base_wage_quantitative,cex_31574344d8c91def7c527707,52,quantitative,qobs_aa7bafdbc5c0497379b452f7,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_aa7bafdbc5c0497379b452f7,,nobsqa1000_900c7d56eed520df7e59fdad,,Structured values/reason codes identify the explicit non-base family: benefits.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0013_sr_dd4a191581c889d0a36561bb.pdf#page=52,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_BENEFITS,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_d5d4ceaf3a6b622bd53ba45b,59,possible_non_base_wage_quantitative,cex_db21a7a81ef153a937019b6a,25,quantitative,qobs_5d2d95b233b1f94cda9d44a7,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_5d2d95b233b1f94cda9d44a7,,nobsqa1000_e1df09d03d5c695a127c808a,,Structured values/reason codes identify the explicit non-base family: leave.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0033_sr_f24f2ab4ded7f5fff8683fae.pdf#page=25,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_LEAVE,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_cffbf5aa196c96bef62a93b8,60,possible_non_base_wage_quantitative,cex_9237c602e6f58a80caac9f92,26,quantitative,qobs_599e27868a9429bf3e38ec2f,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_599e27868a9429bf3e38ec2f,,nobsqa1000_4db14e36c9b67df03f4e8d69,,Structured values/reason codes identify the explicit non-base family: overtime.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0073_sr_c727924078e820532ffa576c.pdf#page=26,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_OVERTIME,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_c0c5b0a6e305f8809d2b0ed4,61,possible_non_base_wage_quantitative,cex_20cbd5f7d3988ffebf6f0f2e,28,quantitative,qobs_4fc9e2e33f52c7404e0263d5,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_4fc9e2e33f52c7404e0263d5,,nobsqa1000_716073733663fc1cd53d880e,,Structured values/reason codes identify the explicit non-base family: reimbursements.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0091_sr_6c946e47f2fe6e0ab078843c.pdf#page=28,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_REIMBURSEMENTS,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_fae42c916dfadb22a5cb72ef,62,possible_non_base_wage_quantitative,cex_8492d48d29aa385a1727d246,11,quantitative,qobs_ea2c7a4faa80b18c518ba8ef,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_ea2c7a4faa80b18c518ba8ef,,nobsqa1000_e4dd9327656fb99bcc828087,,Structured values/reason codes identify the explicit non-base family: overtime.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0047_sr_fe9dfb8e65ec5934baf91ea7.pdf#page=11,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_OVERTIME,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_f3f6bb3a7f1b5e7eda54b4e8,63,possible_non_base_wage_quantitative,cex_7411e7cfe12346a7d59e30e0,17,quantitative,qobs_88ed7f699c0325ae6592a4c9,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_88ed7f699c0325ae6592a4c9,,nobsqa1000_4044a058371fc33a1da76735,,Structured values/reason codes identify the explicit non-base family: reimbursements.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0117_sr_84ece7576a945d0f12fbaa7c.pdf#page=17,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_REIMBURSEMENTS,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_8ded04d89f91d0e561b65a5e,64,possible_non_base_wage_quantitative,cex_7411e7cfe12346a7d59e30e0,16,quantitative,qobs_b31306f853bc63bb027b72e0,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_b31306f853bc63bb027b72e0,,nobsqa1000_7f9b90b4bd979195b711be5e,,Structured values/reason codes identify the explicit non-base family: overtime.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0117_sr_84ece7576a945d0f12fbaa7c.pdf#page=16,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_OVERTIME,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_3539a9ef8d2b8c8f61b991ab,65,possible_non_base_wage_quantitative,cex_7411e7cfe12346a7d59e30e0,16,quantitative,qobs_e09525aade283075103c5440,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_e09525aade283075103c5440,,nobsqa1000_30c1b86d45caeed33511afd0,,Structured values/reason codes identify the explicit non-base family: overtime.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0117_sr_84ece7576a945d0f12fbaa7c.pdf#page=16,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_OVERTIME,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_eb2e10f1aaa04fa15e45efbe,66,possible_non_base_wage_quantitative,cex_7a9626f998f407c9c69284fb,19,quantitative,qobs_1354b624c86e695a74ab7e12,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_1354b624c86e695a74ab7e12,,nobsqa1000_53c216e9ce8d841d7c05853c,,Structured values/reason codes identify the explicit non-base family: overtime.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0078_sr_dcc2b1972bc6b0b16b0ce555.pdf#page=19,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_OVERTIME,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_b9d115479e9b572adfc4099f,67,possible_non_base_wage_quantitative,cex_0cae3a90688ce5612e8e9e91,13,quantitative,qobs_275ae8c2e7fd393d0a2f5999,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_275ae8c2e7fd393d0a2f5999,,nobsqa1000_80b4c12de940f027f4a414d1,,Structured values/reason codes identify the explicit non-base family: overtime.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0203_sr_07bee4e69a7ab6e398354e7a.pdf#page=13,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_OVERTIME,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
