review_record_id,record_type,primary_outcome,source_evidence_pass,coordinate_pass,interpretation_boundary_pass,formula_pass,outcome_pass,rationale_pass,claim_consequence_pass,wording_boundary_pass,qa_pass
XREVIEW-84e48e0b9546a215292b25f6,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-9494711f4f8c4d2761051a7c,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-e8823c5760a40edeeb2035c9,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-65dedcfbfed76ac4e59399e7,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-4c470a65567718360d213161,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-4b0e7bc374d2cf74d1b973d3,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-90ec0ec6faab2bc1cd6d12ef,growth_record,downgraded_to_conditional,True,True,True,True,True,True,True,True,True
XREVIEW-b226fdf84a8e7fa27000be31,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-c0c692547f428d079b6c5a28,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-44e47c7b4282618d4eab0a5f,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-a905eb21f2d130eed990d69f,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-a29033be23332d346fb02085,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-a5979838c44e2ff743c8d951,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-7855b1e2ed1453907e7c8063,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-cff14a4f924fb232d9da2b0a,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-a6df18368b7cbad5feb856a9,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-71e15982d62b733779bf1c48,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-343caa8be32d44b7ad9763b8,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-c39b263abd56c513e225d5f7,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-394f46d5187adb1cd97ae392,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-b710008ad186cb254d0c06c5,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-3d35626c73f34aa3baab5fe1,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-8e383123d28d3bee38b3833b,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-2335f1de2c097c7f25d867f5,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-a53c99282a8f2077ada79cab,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-39486e1e826dd7e3e3c43993,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-c6fc72e2fdc140714f9dd980,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-7be9efe218173112fac8e053,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-218c51b8baec577c785d1553,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-0dc7f026f0fac3f6bf8c445d,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-efb440d6bdf925fbb604c8bd,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-67aba559624b197a94adfaed,growth_record,downgraded_to_conditional,True,True,True,True,True,True,True,True,True
XREVIEW-ee10ed4c24659bff422a8ea5,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-c369c4d785b6fe7c1e86d363,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-1739f584aa62cb604e5bfff1,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-c723ce74d4bf7e10d86e3b3d,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-fbeaa78438e1e20023cbe38a,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-52f2de28634d904888882e22,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-789d21263359030430121e9c,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-527f237b7826591c004c8469,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-2b6cec30ddcedbfb47b49a97,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-74c700f7878172785be6ffa7,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-83544986f87a2724f982bdf5,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-556bccb0cbb1dd01b62288e0,growth_record,downgraded_to_conditional,True,True,True,True,True,True,True,True,True
XREVIEW-9e2fba483bbaa507c2949fee,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-3b1bed441dfdfd4eb7408175,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-c65772dd2a1ca3dd237b1e40,growth_record,upheld_with_narrower_wording,True,True,True,True,True,True,True,True,True
XREVIEW-b1c7fd4e5526cf9a5981f643,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-b85c7120b8e05554b14229bb,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-e641b4837af6267e8cb23ea4,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-303f3b4eae19190833e08156,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-b4f29a2549a7d167013eae67,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-936d71dba97367f9304b7ecf,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-08d76d18f40625b0bcd8c2c2,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-4c876c6f5bc02a1e81e847e9,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-cac81662d35ec3a40f55a4b3,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-784c491805a2d83772a95059,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-4af882be1f05106ec09ec5a0,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-50ebddc7702c16063e749caf,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-c27363e4bb1504c77f8953b4,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-13b0bdcac56b4197dba819b6,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-4ffa8a57e8a36e6953055b80,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-3869c5ba12a42c191317b556,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-052e7ee92a5c1e55a8a618a5,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-986158d2e779f9225de12682,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-24d11091d7b1b27b93783345,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-a144fc9079117bf1df7177db,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-9286d7410f96607999c3baaa,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-7cceb478c0be94bee63be30a,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-f614c8186b26dd7605b74a5d,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-fa9d759bda79166eb88f864a,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-ede924236043d8f0eba29883,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-3145559943323bf7cfd8d6ba,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-2fe6225d52fcd3a572c5580c,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-04f60544553a8b7418115d3f,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-6806c2a8d92d8e5e1f33c9fb,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-91944c40bda1b587290188ca,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-bcf06ed88fcdcc060b66889a,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-2e3e845c8a277004e44e4cae,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-397a19752f369b2b26528b71,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-e394483f33360e2f8af0b247,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-c19a6610772ddcf87efeb639,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-410de1ba470fe946c1a8525b,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-cb1173c69f4b6153a4149b9e,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-5a5abadc39115cc5c3dd06c7,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-675c82210e340c94d488455f,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-bcf063065070436522923a60,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-ce9d7d42b806dd22aca3744c,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-f6cb86714a3e47549d029e55,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-0af45186b0e44b19fd510740,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-7b6d41421d7c43c611225714,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-d2316422356d9358990e36ce,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-91b0e3943d36f2048d8993d8,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-b5240dbc2cb2492c8f24c934,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-f50fa3d69019637b6dd5a807,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-cde580a0c05095aa4322ccfd,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-26d72f0f79a643d693ca5203,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-1134efb22e0cb4ae5ffb7343,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-0939dc7dbdba438e108cdcd1,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-475559a1b336af8076d7524e,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-f2e35ca9c6f72179b4a2ca7f,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-7b2319d5e20bffef143270f5,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-0871b99a02e473e16ad92089,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-f21d35f93a2d71733771f9a0,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-19491752850c3c569be8cdb5,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-fa2872203542873541de12a0,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-f997f84410a071de1b253914,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-3412ddb8ea5de12b2be7a26b,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-cf584704c166ae28b86d4426,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-ba44475f9135a9f5066cea3c,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-55b71008d72998e1ee142ad1,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-d82d43d8e1852e07f75a592a,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-9649852437eeae7f79a6a0f3,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-ae452a3f3286a0f623eb320a,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-2bed357b9653d044f8c95df8,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-fb55802e3c421b55bd7cd621,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-83500369fde2e9a67b20fc96,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-e2620c0d1faa5c1d89dd4bea,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-ab8d0e99f00f27050f2d775a,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-2b93cb06f171f4ec463e8cf9,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-b1f22c357d35c56bbfc38914,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-5a965b0e9a1e5ddadb6dddb3,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-28539f78e9e80e0155a84936,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-9c361a524f605debd333c6a1,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-954089a5db69774b652f3662,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-4a91b911f455e5434d4387e1,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-0f0e3f315382a14cf168453a,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-13b96ea6fe8ca678ef498e8b,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-93de56ef876e5fc28efa5511,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-9e0c7b29cbc918a1b94a6c7b,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-a2139ebc26c052a13faa37b0,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-f3cfb51efe7e63a3604b0901,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-34e265acc6b613c83a46974b,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-233fc3938956047e6b0421e9,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-1b81e1102caf5ad3a24b777a,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-b29f0247d0ff2af3454683f7,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-1e907d4bff1f6291fb14e302,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-217027ecca93e43dc87c0919,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-d75c25c55f8842ae8ee03e2f,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-4c7e1c74743c0b0d54f2bb32,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-c3c17f44c4702ebf4b57d21c,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-9bdd224e7c21ca80581f0ee7,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-dbb1d29844edde333625c2d4,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-c668c60c272df0ef6ecfe120,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-e4343508ad5b4f6209d1874c,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-fdf201346b0caa08077bd842,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
XREVIEW-12cad7a4fd226a22f7a28992,external_core_record,unresolved_conflict,True,True,True,True,True,True,True,True,True
