packet_id,retained_source_id,rating_lane_id,stage,attempt,request_id,backend,model,status,schema_valid,input_sha256,input_chars,input_tokens,output_tokens,total_tokens,elapsed_seconds,error_type,error_code,raw_prompt_saved,raw_response_saved
BRMGRP-20260802-5564caf43c14789dd10cc0d4,RMSRD-20260802-580fb267800360b96507,gabriel_rating_lane_005,live,1,resp_08360013380cf0bf006a6fc601c37081939509a99083bd25a9,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,9008c411629cf77a4d7ecfe257d89a10975bdb6d3c8b9c9a69697719246c6636,13575,3841,3034,6875,18.750736,,,false,false
BRMGRP-20260802-a77d37a4c363db438d5225de,RMSRD-20260802-3aa3bef8e78828d0d4d3,gabriel_rating_lane_005,live,1,resp_089b1fb109d38798006a6fc601d780819685c6ab5b524b9852,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,550d19aeaea42670d8004e6aed5aa846c18370ca32d504e95c2313b27fc85f0a,13724,3870,4214,8084,25.735159,,,false,false
BRMGRP-20260802-88d8253c773b32f00be4b492,RMSRD-20260802-2857753dbe010fd91f6b,gabriel_rating_lane_005,live,1,resp_0e0ad2fbab71930b006a6fc601d3ac8195890916155c60cb69,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,0771c0f9855fe79984b8a7b1faa03615ed00326621a298de4fd97cd2fc2111c7,14250,3884,3231,7115,18.559013,,,false,false
BRMGRP-20260802-a1cf2283bdcd34948b8d8610,RMSRD-20260802-d64256270e1457f3a714,gabriel_rating_lane_005,live,1,resp_017619ae64dd8986006a6fc601d1288190aba3deea93d98a39,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,d4b3cab7ce0ba9da71c0f282fc71222db26140396658b7423f17aae76cc7124a,14767,3980,3969,7949,26.822181,,,false,false
BRMGRP-20260802-86c5ef037b1684b5c3a81c63,RMSRD-20260802-4a69c6782b1e95f61b3a,gabriel_rating_lane_005,live,1,resp_0bb9f13eaee983f0006a6fc601d3788195b18c9c671d2ffc22,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,843aa37b38fbfd40588bd8b93ff38aafcf8a9acb1619b31dacd876412a1c63e0,12847,3588,3731,7319,22.804374,,,false,false
BRMGRP-20260802-818844f7b168c89c8692197e,RMSRD-20260802-e8b867566ca0039d6d6b,gabriel_rating_lane_005,live,1,resp_00afd0a8c4d5c187006a6fc61ca5288196af89b0c183698be4,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,c5343c9a5c0de4c180f185ef11bd1c18040823853748010ada8e3b994da202c1,13611,3808,4068,7876,24.025513,,,false,false
BRMGRP-20260802-3b1e6d7983569fec2506359f,RMSRD-20260802-ef1a4abd97ad1529bdc4,gabriel_rating_lane_005,live,1,resp_07694f8008777f6f006a6fc61ca2c081949a5b3e1e79fa0e73,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,ccf617541f44f751baf7fe4d408dc7237c86f214df75553d6daf32e37e821c41,14091,4016,2987,7003,20.412929,,,false,false
BRMGRP-20260802-e45e70b271016a8ff3d03ce4,RMSRD-20260802-aa01f55707448ed93eaf,gabriel_rating_lane_005,live,1,resp_0be0109303f5decf006a6fc61c9c3c81979641f19fd63cbb53,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4b9f20f4cb21146115987843184e0fa73c1fd14859623270644f4440a62b875a,13737,3826,4672,8498,28.677984,,,false,false
BRMGRP-20260802-9c7d32df4393023b7b36b256,RMSRD-20260802-10d4b4f9e09937b1ec36,gabriel_rating_lane_005,live,1,resp_08f91a464ae6af26006a6fc61c9e448195ad5a0eeae7cd228b,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,3b8b37451ce07e4d0d6a4143057b0acaf7a45f28f3e66ee11c0b6c36442958ce,13074,3587,3139,6726,23.320866,,,false,false
BRMGRP-20260802-9f62d2fdeeb1940806ca7c2d,RMSRD-20260802-469d28fb5640ba578945,gabriel_rating_lane_005,live,1,resp_03494224d645107a006a6fc61c9d3c8196ba871589c3184d21,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,42335a4e138dfcdb199ea37ace8f2ff23ec3db2c2a5925e67c22043b5ef78a3b,13667,3711,3231,6942,19.823978,,,false,false
BRMGRP-20260802-167b15e3a395cd10719157de,RMSRD-20260802-afae27f469f6653619e5,gabriel_rating_lane_005,live,1,resp_011cab7886c5df65006a6fc61c99308190aed6d5943faf9c1c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2297cd77f684063d273ac08260bc2b19b9f39826e4545156ce8bd87fc09aabc9,13129,3603,3628,7231,23.866613,,,false,false
BRMGRP-20260802-55740908a0a0bc519fc621ed,RMSRD-20260802-ded142c0338bac16768c,gabriel_rating_lane_005,live,1,resp_0ee1d0d3cd4f4c26006a6fc63985608196997f02a49866dbc4,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,d8e1458168e063b8c44161527afa572918074476f622ffd879cf53dd5f39a3b5,13520,3787,3030,6817,21.591141,,,false,false
BRMGRP-20260802-cb2359f4f5212957e9cd2ca9,RMSRD-20260802-4960cfad7612019ec078,gabriel_rating_lane_005,live,1,resp_0f6784040649c122006a6fc6395c50819580bfaa71da2a5918,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,46cb50261e40eb6e0f204bca5c8a50c87e81513af58cefe04975437a084c7d22,13322,3714,3053,6767,21.681644,,,false,false
BRMGRP-20260802-25b0f2a0885659e49f02a975,RMSRD-20260802-6efafcac094d6cbd13ed,gabriel_rating_lane_005,live,1,resp_0c732356b3a52f6e006a6fc639548c81938ecdca4d7efa0aef,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,e40227135a4ab8724af8a7458bec100d40165741101dccd1269c01227a49670a,13208,3622,3913,7535,27.010934,,,false,false
BRMGRP-20260802-092d8d20331a99e4ae4fda10,RMSRD-20260802-deb42451e031bff64992,gabriel_rating_lane_005,live,1,resp_080e91d7a8abadcd006a6fc63958a081909c36eee6a408b69c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,516dc848daf09abd6c41e95c29ce0abcb49190166c665e347ce2ddba87756d6e,12631,3542,3841,7383,26.438064,,,false,false
BRMGRP-20260802-03ae7c2f1862972ce2a7e561,RMSRD-20260802-780c30349ff114459f4d,gabriel_rating_lane_005,live,1,resp_027dba8437da7fee006a6fc63958988193813752b033840cf7,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,cfcf37ffaab9ae8c7edd2409906d1fab2f2bd5eb34d019f2a7b4bd4ad5ffb8cd,12726,3529,3924,7453,25.668950,,,false,false
BRMGRP-20260802-ee78f9300d02e48d42c9a427,RMSRD-20260802-875de77b2fb9d7bd9e90,gabriel_rating_lane_005,live,1,resp_022a44746d0bd6e6006a6fc63957fc819080d9ccdfbaa7d25f,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,258ebc529eed14e036a39d604ce3ad8ae6925479d2489c45a510539ff9cb8e6d,13120,3598,3204,6802,21.271616,,,false,false
BRMGRP-20260802-6ff768f810bd08445825f249,RMSRD-20260802-e5a163d25fed575c8e64,gabriel_rating_lane_005,live,1,resp_01a0fed721cb944d006a6fc6546a088195a7ea2d0b7b96722b,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,0184b82763bee126d1fad10d788c22ccc2144dcf545b2c8531116106b96a2bfe,12858,3589,3258,6847,19.467458,,,false,false
BRMGRP-20260802-a93df734f89ba4ad09823448,RMSRD-20260802-5b523443642a70f73297,gabriel_rating_lane_005,live,1,resp_00de71e099165595006a6fc6545f408195b65b354082dd7370,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,ef127f27de5473b8052dcbab8c4bacdae73ea0149799fb166c072fbc5b73d1e3,11779,3375,2569,5944,16.237896,,,false,false
BRMGRP-20260802-1dbe27f9dcff08456dc277a9,RMSRD-20260802-16c3368620e557fd6f09,gabriel_rating_lane_005,live,1,resp_047ba02a06a06c7e006a6fc6545e5081939a790846b8e4ef9c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,8fa6c84fa2fec8a44e04385faa6a6238cf34ee177db8f9ae4b2072a8968bf6f9,11850,3281,3010,6291,18.527793,,,false,false
BRMGRP-20260802-764058dea386e6210bd59b39,RMSRD-20260802-ae12e0237bb1f7055e2c,gabriel_rating_lane_005,live,1,resp_0e38d2c3ed651e9b006a6fc6545f288194b2d797edffcea8b0,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,07b6221cbdaf3ad1bf9d2f64bbfb7e6553a59c1753c4020fb7e6d1f99d6cd02d,11916,3308,2869,6177,18.527673,,side_relevance_overclassified,false,false
BRMGRP-20260802-764058dea386e6210bd59b39,RMSRD-20260802-ae12e0237bb1f7055e2c,gabriel_rating_lane_005,live,2,resp_093dfcb39a691e48006a6fc6681ed08194ab18e0cb7610f1bd,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,fc18a699e211b62a25e52125fd45895c3385e8cf599f1fb59e2a6e4458f6caf7,12057,3332,2904,6236,20.678979,,side_relevance_overclassified,false,false
BRMGRP-20260802-14e247e6cfab0c60f08c215b,RMSRD-20260802-12bec5986e53bdd9ee22,gabriel_rating_lane_005,live,1,resp_0e94ffec0cbbac12006a6fc6545cd88195874a835180f258e2,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,def92991ce13342353c4739787890ade608f0c470ffc9455083243f0f3e5bcfc,11720,3282,3003,6285,19.693862,,,false,false
BRMGRP-20260802-aa947c19b61b9ebd55170412,RMSRD-20260802-7b0eddb5cf15670c99f3,gabriel_rating_lane_005,live,1,resp_034e278f4264223b006a6fc6545b0481979cfe35a08ca51914,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,c9653c9bad774c058fc8928eea744f0dd7b9677a672d89dfd30367d569ac56a6,11880,3336,2579,5915,15.352294,,,false,false
BRMGRP-20260802-727a1a68bcb6846b99bd8f44,RMSRD-20260802-6c6dcf7c7b9da8321cce,gabriel_rating_lane_005,live,1,resp_0fad7c73d06bd425006a6fc67cc8d48196bdd796612bc380bc,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,5caf888304f997da0a613ef813555f4b33f682523542b0e968e42d509de689db,11313,3142,2820,5962,18.513904,,,false,false
BRMGRP-20260802-27ed44d8c85176df809ef8d0,RMSRD-20260802-01a97f7b670ee9eb9132,gabriel_rating_lane_005,live,1,resp_0e7fc10fa452a70d006a6fc67ccbf48197b14dc73b20427f88,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,caa99ebdcf78723ccb94b642dd094afd43c092fffc5a880aff31884e422d7e31,11146,3139,3600,6739,21.023794,,,false,false
BRMGRP-20260802-fb6ebf538fb461094b6689e4,RMSRD-20260802-3f71c8cf7642d1be31ff,gabriel_rating_lane_005,live,1,resp_0d8ec3ed22eac24f006a6fc67cd7dc81968ddd0c5130a53584,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,fe380736e103c34d17bc2d6699fbd672eb7f17ac855d72e35a86f5054403f3ec,11154,3293,2327,5620,15.896943,,,false,false
BRMGRP-20260802-32c52b0c26300825fd49419c,RMSRD-20260802-fc83b9cf2837c3e7a4db,gabriel_rating_lane_005,live,1,resp_0369e71e882caf5e006a6fc67cd2d081939df5e51f1f6457e6,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,085cad3b03ec2f646841766fa071646dc6a3dc7e9b21c9918a016e1bbe8b2c27,11494,3231,3701,6932,21.486453,,,false,false
BRMGRP-20260802-294c6eacfb9b5fd9b0daeab2,RMSRD-20260802-184c573e280bd08aeb0c,gabriel_rating_lane_005,live,1,resp_08bec5bf0a59d5de006a6fc67cca3c81909b33716895cedc9b,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,341c63b44c5d46521d3b7d153b5b41b3e332dae44c326c4e8dce523b08d6b258,11052,3099,3507,6606,22.957898,,,false,false
BRMGRP-20260802-fe6e6ba6b3b098e4c2b8b24b,RMSRD-20260802-bd1d8375851b820dcd11,gabriel_rating_lane_005,live,1,resp_0497a2fabfad98e7006a6fc67cc35c81978d063a2624028290,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,9bfdf2faf629f89ab00277f08aa54128c1860c32d0a790f9d06524c6340232bd,10664,3017,2308,5325,13.642506,,,false,false
BRMGRP-20260802-faf7d0fcddfa3346ba9ced49,RMSRD-20260802-09c416a8550295f1984d,gabriel_rating_lane_005,live,1,resp_0bb1775b60aad3e6006a6fc693c5188194916f7807ed96c8a0,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,bc1926c252d0fe8b7c80ee0c2d4f88c057ca4ca6872d0b7f8af5a181e40c2c27,10660,2986,2347,5333,15.463022,,,false,false
BRMGRP-20260802-8dc7f7b56102c76aef17d938,RMSRD-20260802-20a411ebd0ddba263f59,gabriel_rating_lane_005,live,1,resp_071ae0ca730644eb006a6fc693c4c481908e51f86d5e3347a0,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,c123acaffebd48e4db44363412124aa84a9a4fc9f08bb44095490dc63cf36582,10556,3244,2366,5610,14.545652,,,false,false
BRMGRP-20260802-64750514328dcf57dfb6a193,RMSRD-20260802-4a4f1bc4be110e2dba32,gabriel_rating_lane_005,live,1,resp_0995db27b77023ba006a6fc693c83881908fa3be90b03c8449,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,9d5abd007a1a76b374da1f8baa81f7ed01fe889e56cdf0445a8481c986d7a658,10727,2939,3144,6083,20.989456,,,false,false
BRMGRP-20260802-4e225e3be333736e7669901a,RMSRD-20260802-2db7c16237b995992e7a,gabriel_rating_lane_005,live,1,resp_0625bc1fc5230038006a6fc693c7148196bcdbdbfc77af5512,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,26e584e3a9ee5f7e1891bbe4e60ab0eb051a622646242bb343e3d334520e80db,9714,2778,3037,5815,20.209961,,,false,false
BRMGRP-20260802-774d627f1e7d994eb1675e57,RMSRD-20260802-64195ad47656652bfb3e,gabriel_rating_lane_005,live,1,resp_0d76241c07363d04006a6fc693cbe88194a58da6a385d73057,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,43a38168297edf70f4ae9b1149c3d68f09ea57fb75a7c1f367ebaf05fd3b9b25,10027,2943,3027,5970,22.661535,,,false,false
BRMGRP-20260802-e3ee7561191b6f2034a545c0,RMSRD-20260802-cecb72c6f6e6b0259db0,gabriel_rating_lane_005,live,1,resp_0c63e0f6139763e6006a6fc693c368819590be208612533ebc,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,91e545346cdb034b95ced8fa3f0c61bde28d7412230147d25325edab9d72f0fd,9944,2835,3066,5901,17.642080,,side_relevance_overclassified,false,false
BRMGRP-20260802-e3ee7561191b6f2034a545c0,RMSRD-20260802-cecb72c6f6e6b0259db0,gabriel_rating_lane_005,live,2,resp_0e64bde3ab74c17a006a6fc6aa6ca48195b7e1e65558ccbded,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,7da23ff1f0f7115dcd650b839e92798bbe18302f6aadaa845947ecefce48fc43,10085,2859,2177,5036,12.972816,,,false,false
BRMGRP-20260802-cb9fddfb137f1732843a935b,RMSRD-20260802-b1fc9cca047a24b97706,gabriel_rating_lane_005,live,1,resp_010d1fd9b61972d4006a6fc6b7758081949547a8d1ea337efe,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,661b3ac7dc8f7939ee46e0151079c1d4bfde927c076fdc15df5f1bba22f330a2,10015,2844,2957,5801,21.896551,,side_relevance_overclassified,false,false
BRMGRP-20260802-cb9fddfb137f1732843a935b,RMSRD-20260802-b1fc9cca047a24b97706,gabriel_rating_lane_005,live,2,resp_0da2cc0b36c28988006a6fc6cd5a508193ac124d77be9a7752,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,a68058dd5a688b2959cb1409cf1a496118b82535712e3ec321a0b2f2750e03b9,10156,2868,2285,5153,15.203390,,,false,false
BRMGRP-20260802-562953825097ceb38f03c961,RMSRD-20260802-bbc1e81219c989b80eeb,gabriel_rating_lane_005,live,1,resp_0f64b80f489fa092006a6fc6b77064819393bdffeaee8a0f3c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,d97a2f54b257b33bf64bbf1eb057d55e68d0ab77b78412a1f23224bd227d69cd,10000,2825,2481,5306,17.758906,,,false,false
BRMGRP-20260802-39355ac9ea6a837240757ae4,RMSRD-20260802-8377a43a99fded55bfae,gabriel_rating_lane_005,live,1,resp_047b8f1e2dbfb5a5006a6fc6b7731c8193b01b7776b6356180,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,16214959d03274bde4f5dcc191da16599893db4891f5fc0c84032b5efbb0156f,9946,2885,2242,5127,14.388826,,,false,false
BRMGRP-20260802-5d9962beca3338f353918c2b,RMSRD-20260802-4237cdd0f75b49b855fb,gabriel_rating_lane_005,live,1,resp_06b572c6a2f84da8006a6fc6b772688195ab15480503532326,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,f5806d11dd8540f94b0a9b3314f144ba8edaeeebfe9b2429572a84b79cb9b78f,9681,2770,2159,4929,13.962311,,,false,false
BRMGRP-20260802-516127bd29874f915fcf6f79,RMSRD-20260802-a999cdb7dfc73e38e337,gabriel_rating_lane_005,live,1,resp_0c75a159c4af57e5006a6fc6b773588193b2ad98c9cba334de,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,51131a91dd17266be113e35cfef6697b507bfb25f05d489e792596949ec3750d,9643,2727,2551,5278,17.874451,,,false,false
BRMGRP-20260802-93994cd74b90ac63268ef993,RMSRD-20260802-0579e2ccb0cc18cf9578,gabriel_rating_lane_005,live,1,resp_01aa4744962c4518006a6fc6b7723c819396a080e3c7605b7f,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2fabb75585e99b8613b5c406f0344a6261d80908c17ed45e307c9685489f8186,9208,2620,2280,4900,16.752046,,,false,false
BRMGRP-20260802-4095df8e8f2d8c965a5b5ee4,RMSRD-20260802-3e42c9683da49651b64c,gabriel_rating_lane_005,live,1,resp_01d50cb2ba4d6b15006a6fc6dc945c819496299d0da3401982,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,6a79eb8fb85fe5cfb92c883957be6433fb2a34f5d99df71f0b1b92a111beed5c,9741,2788,2036,4824,12.264990,,,false,false
BRMGRP-20260802-d5e7bad59f049db932be5630,RMSRD-20260802-325c1cf9b7b7824c4117,gabriel_rating_lane_005,live,1,resp_01568b8a1d579e7f006a6fc6dc934c8195947e224052b436ee,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,7e1fedd7fa284be30f4f7d751ce8c97e05e994bc5dbe1a673a8adacf2d990eb4,9655,2853,2992,5845,18.793888,,,false,false
BRMGRP-20260802-3c78597566701eda361b0eba,RMSRD-20260802-33d8ad57022c32b5e88e,gabriel_rating_lane_005,live,1,resp_03ca06dd45103a3e006a6fc6dc97e081948700045d768dcf3d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,989df1244a1bd0b110f6001a588b076fb5c18af635d597671f1685658c783a92,9244,2677,2117,4794,12.572447,,,false,false
BRMGRP-20260802-3001a9f018715383fea3c9bb,RMSRD-20260802-6262449bcf43be4066dd,gabriel_rating_lane_005,live,1,resp_07566fa04e694e35006a6fc6dc98788193950f5d591dcfeca5,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,5fd5bed6ad7930c09aab86a6658e4e3c3c18d57ea07a189f6fbf931d9fdb1043,8584,2491,1839,4330,11.103043,,,false,false
BRMGRP-20260802-ce5eeb7334142aec31bdca0a,RMSRD-20260802-daae1b8753c9a01d7db2,gabriel_rating_lane_005,live,1,resp_04ed00806b08e1c2006a6fc6dc98dc81938c078ded1856f27e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,62088c6a2aa1bb0956ee636562a190dd01940625576a1427c83c95d555062651,8647,2598,2330,4928,17.531970,,,false,false
BRMGRP-20260802-d3d172e7d6e639e888290335,RMSRD-20260802-769714c302a154b8d8b2,gabriel_rating_lane_005,live,1,resp_0fdeb23c3e6a6a94006a6fc6dc95fc8197813e2bd020a376fc,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,d9bff70f073b8dcdd79b883240b98797136e145e19915b726d32d3f02435d177,8722,2540,2563,5103,18.967873,,,false,false
BRMGRP-20260802-bc91cffed29a0e2b71392557,RMSRD-20260802-8d944b4462e06c39f562,gabriel_rating_lane_005,live,1,resp_070f0b5e7662e425006a6fc6ef9d908196a8cae2bff6064961,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4f1d48228031b11b7d85130c3c6faae996840f321f1749bfec3bea0368b214cd,9130,2688,2076,4764,14.038257,,,false,false
BRMGRP-20260802-8ee2c6d4b1c55cb67f7ad61c,RMSRD-20260802-991e7d5b9af4b7a44887,gabriel_rating_lane_005,live,1,resp_0876b0147672e988006a6fc6ef9bdc81948b019ea053151a24,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,30cad46635542b5fdaa6f6e3ba475ef6fc2b4c4459f37e7a6922d235441288a1,8944,2618,2073,4691,17.951561,,,false,false
BRMGRP-20260802-500947a73ad5cc9f59e55815,RMSRD-20260802-1d5ec5a8d572548f3374,gabriel_rating_lane_005,live,1,resp_0131da12dec43cf0006a6fc6ef9cd88196966ac04af92bb301,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,50c9cec98f7d1721e695ae5878ca9122d35378313a4a2bd88f0e41274df80d92,8206,2404,2241,4645,14.460362,,,false,false
BRMGRP-20260802-5fbaf17933966c44eda596f0,RMSRD-20260802-aac84b05541aece0249f,gabriel_rating_lane_005,live,1,resp_00196d5b83e2cc6d006a6fc6efab3c8194ae792ebb6ca873b9,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,0d033f1049367fb354a49df814a362891d1738bedf15e23c58b53a9f1dda4f89,8344,2497,1876,4373,12.870708,,,false,false
BRMGRP-20260802-1e82ccf3bc40677f895c69be,RMSRD-20260802-4a831072a059c1129b71,gabriel_rating_lane_005,live,1,resp_075e0cacc8edd983006a6fc6ef9bb081938ed8be2aa6073590,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2b5291dfe8208ae9fb1bc276c948f5ced620d48f6810fb04043d29dda03f0faa,8137,2346,2043,4389,13.138192,,,false,false
BRMGRP-20260802-74d5464c366ad1447aa79d7e,RMSRD-20260802-41db74aedac354c14799,gabriel_rating_lane_005,live,1,resp_0e66cbc0889f6bb9006a6fc6ef9a1c8193b5f179ca4c3895fe,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,7735e86905c920e1a3ba34563083ac2673d52397e0cf16908396a93f548a53af,8175,2535,2557,5092,16.311876,,,false,false
BRMGRP-20260802-64730f7b2d83bc3b2417f80f,RMSRD-20260802-4b4dca0d8244b159dff8,gabriel_rating_lane_005,live,1,resp_06bcd28642ab6bbe006a6fc701998c819589719dd671a4f162,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,e916137e395c2b3b277fa0ea2d73bb7dca717ed11eef8fd1b630d99450c7007c,8001,2369,1985,4354,11.940752,,,false,false
BRMGRP-20260802-a9b07496e7d36bc7482ff8c9,RMSRD-20260802-fd835d3340867986afa0,gabriel_rating_lane_005,live,1,resp_0888098f7876eaac006a6fc70196888190ade5fac18fb6ed9f,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,9c4e9dfbaf8a1d6ed629d2b39f2bceb15afa19c37fdf7db9b2f620db00edd69d,8180,2377,2363,4740,15.077405,,,false,false
BRMGRP-20260802-9d3db2d4ecb2a29ebe352aee,RMSRD-20260802-fba6ba6da42d9047a08a,gabriel_rating_lane_005,live,1,resp_03167d36b97637bf006a6fc701997481979d51dbd8dece7ae3,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,f8bc0583dc5283b81013c0c113a72885c45610ccb112acf7f74a5d30e798c14a,8316,2338,1974,4312,13.348068,,,false,false
BRMGRP-20260802-f2324f9cbd543ba28db74941,RMSRD-20260802-a49d2db12c19eefcf495,gabriel_rating_lane_005,live,1,resp_05419167439739ab006a6fc7018ec08194bdef21bebf83702c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,a4b68073e52b6e18dd21b997c21d3adf6a1e6585ef61c6130f0908ded6ef0901,8205,2373,1854,4227,11.823279,,,false,false
BRMGRP-20260802-a84ee4de06dc2d18199c1b7f,RMSRD-20260802-7f8ba8fc367598f5d76d,gabriel_rating_lane_005,live,1,resp_084440f038b5eeec006a6fc70195d4819084c533be3a322a6a,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,33ab200262d975ac91e9a1f48d2f7f3449e76d4308be5facc91d9f2531264c2a,7547,2196,1619,3815,11.006149,,,false,false
BRMGRP-20260802-2822615db3975c6e1dd7df1e,RMSRD-20260802-2fe208553aba3e51cb40,gabriel_rating_lane_005,live,1,resp_01d77fd6493b8601006a6fc701a7488193b5fedbde12f8ee62,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,816f7ebcc803e39c3e1d8173dcf8071139ae01baa75d36557ed2aa24f4678866,7550,2249,1642,3891,10.547093,,,false,false
BRMGRP-20260802-c127bd7cb83c991658b79deb,RMSRD-20260802-a780a0bf45d9f770ca0a,gabriel_rating_lane_005,live,1,resp_06787970d527c365006a6fc710bd3881958ca9559cf9d5374d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,ca07d3715dd51073ad75db38bfe758153e8510945d31ca4d4b9cfaf2789b5efa,7626,2249,1694,3943,12.029285,,,false,false
BRMGRP-20260802-8c32174b9350f1b823bb8ac8,RMSRD-20260802-ef42af85c8331486b56c,gabriel_rating_lane_005,live,1,resp_0ea50c92227eb5d2006a6fc710c2008195a58011b41f244906,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,6cea94b640d33e7fc303eff1abf38daaf80899e797543c876ece9aa141ac8202,7349,2204,1874,4078,13.497821,,source_lineage_changed,false,false
BRMGRP-20260802-8c32174b9350f1b823bb8ac8,RMSRD-20260802-ef42af85c8331486b56c,gabriel_rating_lane_005,live,2,resp_0bcb27540cf80d88006a6fc71f7c208195b28b8bba5c5a73b0,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,5fe435ec6a025920e621a6cf7501cecd1649e82edbae7f114df204b52ca43a0d,7490,2228,2066,4294,14.697236,,,false,false
BRMGRP-20260802-2af0eb4bcc5c2ce6258a2b01,RMSRD-20260802-4c3d2cf8aa62ad5ec24a,gabriel_rating_lane_005,live,1,resp_05d50866d54685d2006a6fc710b98c8197ba92dcfe4ef3d75d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,32dd3569840b8c45335d0c2861b098b4d007dc1a993807a5eb390b736a1dcc59,7608,2394,2133,4527,14.338089,,,false,false
BRMGRP-20260802-64763bd780a84cfcc75fcad3,RMSRD-20260802-9b1aa854cfca95c0a504,gabriel_rating_lane_005,live,1,resp_0fa0370162dc11f9006a6fc710c8708194b9e46fa197958744,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,22803681a19dfc260cc512baf1eefdeea967becf6d59bcd09405ae1ea1edeba0,7468,2248,2109,4357,14.806974,,,false,false
BRMGRP-20260802-bec5952f513a30f0192e1a49,RMSRD-20260802-3d71490b0cbcda1aa0cb,gabriel_rating_lane_005,live,1,resp_03661a2a7bdabdd0006a6fc710bf1c8194b81850fea791064b,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,998d9390909b380b8619f64528b165abb23415acef5e4c0a9217a2a7b369a6b3,7467,2195,1695,3890,11.016665,,,false,false
